question,context,response
EasyElectro ma k k saman paainchha?,"EasyElectro, Dharan-6, Zero Point ma sabai thari mobile accessories ra electronics saman available chha. Delivery fast chha ra customer support pani ramro chha.",EasyElectro ma sabai thari mobile accessories ra electronics saman paainchha.
TechBazaar ma k k saman chha?,"TechBazaar, Biratnagar-10, Airport Road ma sabai thari electronic items available chha. Hami gaming laptops, smartphones, chargers, ra headphones ko stock rakhchhau.","TechBazaar ma gaming laptops, smartphones, chargers, ra headphones chha."
ElectroHub ma k k saman available chha?,"ElectroHub, Itahari-1, BP Chowk ma TVs, refrigerators, washing machines, ra microwave ovens available chha. Delivery fast chha ra saman warranty ka saath aauchha.","ElectroHub ma TVs, refrigerators, washing machines, ra microwave ovens available chha."
SmartGadget ma kun kun saman chha?,"SmartGadget, Dharan-9, Buddha Marg ma smartphones, tablets, ra smartwatches available chha. Hami branded items matra bechchhau.","SmartGadget ma smartphones, tablets, ra smartwatches chha."
CityElectronics ma k k saman cha?,"CityElectronics, Itahari-6, Hospital Line ma purano saman exchange garera naya saman lina milcha. Yaha laptops, sound systems, ra printers paainchha.","CityElectronics ma laptops, sound systems, ra printers chha."
GalaxyStore ma k k saman paainchha?,"GalaxyStore, Dharan-15, Bazaar Chowk ma cameras, tripods, ra lenses ko wide collection available chha. Delivery service pani chhito chha.","GalaxyStore ma cameras, tripods, ra lenses paainchha."
QuickBuy ma k k saman chha?,"QuickBuy, Biratnagar-4, Koshi Marg ma kitchen appliances jastai induction cookers, air fryers, juicers, ra blenders paainchha. Warranty included chha.","QuickBuy ma induction cookers, air fryers, juicers, ra blenders chha."
MegaTech ma kun kun saman available chha?,"MegaTech, Dharan-11, Durga Chowk ma sabai thari computer peripherals, jastai keyboards, mouses, ra monitors available chha.","MegaTech ma keyboards, mouses, ra monitors available chha."
Electronix ma k k saman cha?,"Electronix, Itahari-4, Chowk Bazaar ma LED TVs, soundbars, ra home theaters ko collection chha. Delivery free chha Itahari bhitra.","Electronix ma LED TVs, soundbars, ra home theaters chha."
DigitalSmart ma kun kun gadgets chha?,"DigitalSmart, Biratnagar-2, Traffic Chowk ma sabai thari smartphones, earbuds, ra power banks available chha. Hami naya model ko stock samet rakhchhau.","DigitalSmart ma smartphones, earbuds, ra power banks chha."
GadgetHub ma k k saman available chha?,"GadgetHub, Dharan-8, Pipal Road ma drones, action cameras, ra VR headsets ko collection chha. Delivery service pani available chha.","GadgetHub ma drones, action cameras, ra VR headsets available chha."
FastBuy ma kun kun electronics paainchha?,"FastBuy, Itahari-2, Market Road ma electronics jastai desktop PCs, graphic cards, ra routers available chha. Hamro saman branded ra warranty saathma aauchha.","FastBuy ma desktop PCs, graphic cards, ra routers paainchha."
EliteStore ma k k office saman available chha?,"EliteStore, Dharan-13, Shanti Marg ma office electronics jastai printers, scanners, ra shredders paainchha. Delivery service quick chha.","EliteStore ma printers, scanners, ra shredders available chha."
SmartChoice ma kun kun gadgets chha?,"SmartChoice, Biratnagar-3, City Center ma fitness trackers, smartwatches, ra Bluetooth speakers paainchha. Warranty included chha.","SmartChoice ma fitness trackers, smartwatches, ra Bluetooth speakers chha."
Tapaiharu ko store ma k k saman paienchha?,"SamanBazaar, Itahari-8, College Road ma electronics ko delivery Itahari bhitra matra free delivery chha. Hami laptops, mobiles, earphones, chargers ra anya electronics saman bechchum. Tyesai gari, hami repair service pani dinchhau. Hamro saman branded ra warranty saath aauchha.","Hamro store ma laptops, mobiles, earphones, chargers ra anya electronics saman paainchha."
Hajurko pasal ma k k saman paucha?,"Hamro store DigitalDeals Dharan-4, Putali Line ma chha. Yaha gaming laptops, monitors, printers, mobile accessories jasta electronics saman reasonable price ma paainchha. Hami delivery Dharan bhitra free garchhau.","Hamro pasal ma gaming laptops, monitors, printers, ra mobile accessories paainchha."
BiratNagarElectronics ma k k saman available chha?,"BiratNagarElectronics, Biratnagar-5, Main Road ma hami mobile phones, sound systems, ra smartwatches ko collection rakhchhau. Hamro pasal branded items matra bechchha ra warranty saath dinchhau.","Hamro pasal ma mobile phones, sound systems, ra smartwatches available chha."
TechZone ma kun kun saman chha?,"TechZone, Dharan-14, Bhanu Chowk ma laptops, tablets, headphones, chargers, ra anya electronic items bechchhau. Hami Kathmandu, Pokhara, Dharan jasta thau ma delivery dinchhau.","TechZone ma laptops, tablets, headphones, chargers ra anya electronic items chha."
DigitalMart ma k k gadgets paainchha?,"DigitalMart, Itahari-3, Haatkhola ma electronic gadgets jastai TVs, laptops, mobiles, ra accessories bechchhau. Delivery Itahari ma free ra aru thau ma nominal charge lagcha.","Hamro store ma TVs, laptops, mobiles ra accessories paainchha."
TechCenter ma k k electronic saman available chha?,"Hamro store TechCenter, Biratnagar-9 ma sabai thari electronics saman available chha. TV, laptops, gaming accessories, smartphones ra earphones available chha. Warranty aru subhidha chhan.","TechCenter ma TV, laptops, gaming accessories, smartphones ra earphones available chha."
SastoDeal ma k k saman cha?,"SastoDeal, Dharan-12, Mahendra Road ma mobile phones, sound systems, laptops, ra anya electronics saman haru paucha. Delivery Dharan bhitra matra free chha.","SastoDeal ma mobile phones, sound systems, laptops, ra anya electronics saman chha."
SmartShop ma k k saman chha?,"SmartShop, Itahari-5 ma purano laptop haru exchange garera naya laptop linu saknu huncha. Hamro pasal ma HP, Dell, Lenovo jasta brands available chha.","SmartShop ma HP, Dell, Lenovo jasta brands ka laptops ra purano exchange subhidha chha."
BiratGadget ma kun kun saman chha?,"BiratGadget, Biratnagar-7, Devkota Chowk ma hami mobiles, tablets, ra camera accessories bechchhau. Hamro saman branded ra warranty ka saathma aauchha.","BiratGadget ma mobiles, tablets ra camera accessories chha."
EasyElectro ma k k saman paainchha?,"EasyElectro, Dharan-6, Zero Point ma sabai thari mobile accessories ra electronics saman available chha. Delivery fast chha ra customer support pani ramro chha.",EasyElectro ma sabai thari mobile accessories ra electronics saman paainchha.
TechBazaar ma k k saman chha?,"TechBazaar, Biratnagar-10, Airport Road ma sabai thari electronic items available chha. Hami gaming laptops, smartphones, chargers, ra headphones ko stock rakhchhau.","TechBazaar ma gaming laptops, smartphones, chargers, ra headphones chha."
ElectroHub ma k k saman available chha?,"ElectroHub, Itahari-1, BP Chowk ma TVs, refrigerators, washing machines, ra microwave ovens available chha. Delivery fast chha ra saman warranty ka saath aauchha.","ElectroHub ma TVs, refrigerators, washing machines, ra microwave ovens available chha."
SmartGadget ma kun kun saman chha?,"SmartGadget, Dharan-9, Buddha Marg ma smartphones, tablets, ra smartwatches available chha. Hami branded items matra bechchhau.","SmartGadget ma smartphones, tablets, ra smartwatches chha."
CityElectronics ma k k saman cha?,"CityElectronics, Itahari-6, Hospital Line ma purano saman exchange garera naya saman lina milcha. Yaha laptops, sound systems, ra printers paainchha.","CityElectronics ma laptops, sound systems, ra printers chha."
GalaxyStore ma k k saman paainchha?,"GalaxyStore, Dharan-15, Bazaar Chowk ma cameras, tripods, ra lenses ko wide collection available chha. Delivery service pani chhito chha.","GalaxyStore ma cameras, tripods, ra lenses paainchha."
QuickBuy ma k k saman chha?,"QuickBuy, Biratnagar-4, Koshi Marg ma kitchen appliances jastai induction cookers, air fryers, juicers, ra blenders paainchha. Warranty included chha.","QuickBuy ma induction cookers, air fryers, juicers, ra blenders chha."
MegaTech ma kun kun saman available chha?,"MegaTech, Dharan-11, Durga Chowk ma sabai thari computer peripherals, jastai keyboards, mouses, ra monitors available chha.","MegaTech ma keyboards, mouses, ra monitors available chha."
Electronix ma k k saman cha?,"Electronix, Itahari-4, Chowk Bazaar ma LED TVs, soundbars, ra home theaters ko collection chha. Delivery free chha Itahari bhitra.","Electronix ma LED TVs, soundbars, ra home theaters chha."
DigitalSmart ma kun kun gadgets chha?,"DigitalSmart, Biratnagar-2, Traffic Chowk ma sabai thari smartphones, earbuds, ra power banks available chha. Hami naya model ko stock samet rakhchhau.","DigitalSmart ma smartphones, earbuds, ra power banks chha."
GadgetHub ma k k saman available chha?,"GadgetHub, Dharan-8, Pipal Road ma drones, action cameras, ra VR headsets ko collection chha. Delivery service pani available chha.","GadgetHub ma drones, action cameras, ra VR headsets available chha."
FastBuy ma kun kun electronics paainchha?,"FastBuy, Itahari-2, Market Road ma electronics jastai desktop PCs, graphic cards, ra routers available chha. Hamro saman branded ra warranty saathma aauchha.","FastBuy ma desktop PCs, graphic cards, ra routers paainchha."
EliteStore ma k k office saman available chha?,"EliteStore, Dharan-13, Shanti Marg ma office electronics jastai printers, scanners, ra shredders paainchha. Delivery service quick chha.","EliteStore ma printers, scanners, ra shredders available chha."
SmartChoice ma kun kun gadgets chha?,"SmartChoice, Biratnagar-3, City Center ma fitness trackers, smartwatches, ra Bluetooth speakers paainchha. Warranty included chha.","SmartChoice ma fitness trackers, smartwatches, ra Bluetooth speakers chha."
TechPoint ma k k electronics paainchha?,"TechPoint, Dharan-5, Near Stadium ma laptops, desktops, ra UPS systems available chha. Hamro saman sabai latest technology ka ho.","TechPoint ma laptops, desktops, ra UPS systems paainchha."
BrightGadgets ma k k saman chha?,"BrightGadgets, Biratnagar-6, Koshi Highway ma televisions, washing machines, ra refrigerators available chha. Warranty included chha ra delivery fast chha.","BrightGadgets ma televisions, washing machines, ra refrigerators chha."
ElectroMart ma k k saman paainchha?,"ElectroMart, Itahari-7, Main Market ma sabai thari kitchen electronics, jastai rice cookers, induction stoves, ra air fryers available chha.","ElectroMart ma rice cookers, induction stoves, ra air fryers paainchha."
NextGenTech ma k k saman available chha?,"NextGenTech, Dharan-3, Pipal Bot ma latest smartphones, tablets, ra accessories available chha. Sabai products warranty ka saath aauchha.","NextGenTech ma latest smartphones, tablets, ra accessories available chha."
GadgetWorld ma kun kun gadgets available chha?,"GadgetWorld, Biratnagar-8, Shopping Complex ma wireless earbuds, Bluetooth speakers, ra power banks available chha. Delivery Nepal bhar garincha.","GadgetWorld ma wireless earbuds, Bluetooth speakers, ra power banks available chha."
CityTech ma k k saman paainchha?,"CityTech, Dharan-2, Main Square ma computer monitors, keyboards, ra external hard drives available chha. Delivery service quick chha.","CityTech ma computer monitors, keyboards, ra external hard drives paainchha."
Tapaiharu ko store ma HP Pavilion laptop chha?,"SamanBazaar, Itahari-8, College Road ma electronics ko delivery Itahari bhitra matra free delivery chha. Hami laptops, mobiles, earphones, chargers ra anya electronics saman bechchum. Tyesai gari, hami repair service pani dinchhau. Hamro saman branded ra warranty saath aauchha.","Hamro store ma HP Pavilion laptop available chha. Model: Pavilion 15-eg2002TU, Price: Rs. 1,10,000. Warranty 1 barsha chha."
DigitalDeals ma Dell Inspiron laptop cha?,"Hamro store DigitalDeals Dharan-4, Putali Line ma chha. Yaha gaming laptops, monitors, printers, mobile accessories jasta electronics saman reasonable price ma paainchha. Hami delivery Dharan bhitra free garchhau. Hamro saman branded ra reliable chha.","Dell Inspiron laptop cha. Model: Inspiron 3511, Price: Rs. 85,000. Warranty 1 barsha ko chha."
BiratNagarElectronics ma Redmi Note 12 Pro 5G cha?,"BiratNagarElectronics, Biratnagar-5, Main Road ma hami mobile phones, sound systems, ra smartwatches ko collection rakhchhau. Hamro pasal branded items matra bechchha ra warranty saath dinchhau.","Redmi Note 12 Pro 5G available chha. Price: Rs. 38,500. 8GB RAM ra 128GB storage variant. Warranty: 1 barsha ko chha."
TechZone ma Sony WH-1000XM5 headphones cha?,"TechZone, Dharan-14, Bhanu Chowk ma laptops, tablets, headphones, chargers, ra anya electronic items bechchhau. Hami Kathmandu, Pokhara, Dharan jasta thau ma delivery dinchhau. Delivery charge nominal chha.","Sony WH-1000XM5 headphones available chha. Price: Rs. 49,500. Noise-cancellation feature chha ra warranty 1 barsha ko chha."
DigitalMart ma Samsung Galaxy Watch 5 Pro cha?,"DigitalMart, Itahari-3, Haatkhola ma electronic gadgets jastai TVs, laptops, mobiles, ra accessories bechchhau. Delivery Itahari ma free ra aru thau ma nominal charge lagcha. Purano saman exchange garna pani milcha.","Samsung Galaxy Watch 5 Pro available chha. Price: Rs. 45,000. Model: 45mm, GPS variant. Warranty: 1 barsha."
TechCenter ma ASUS TUF Gaming Laptop chha?,"Hamro store TechCenter, Biratnagar-9 ma sabai thari electronics saman available chha. TV, laptops, gaming accessories, smartphones ra earphones available chha. Warranty aru subhidha chhan.","ASUS TUF Gaming Laptop available chha. Model: TUF F15 FX506, Price: Rs. 1,20,000. Warranty: 2 barsha ko chha."
SastoDeal ma JBL PartyBox 310 cha?,"SastoDeal, Dharan-12, Mahendra Road ma mobile phones, sound systems, laptops, ra anya electronics saman haru paucha. Delivery Dharan bhitra matra free chha. Purano saman marmat garna pani milcha.","JBL PartyBox 310 available chha. Price: Rs. 65,000. Wireless speaker ho ra battery backup 18 ghanta ko chha."
SmartShop ma Lenovo IdeaPad Gaming 3 cha?,"SmartShop, Itahari-5 ma purano laptop haru exchange garera naya laptop linu saknu huncha. Hamro pasal ma HP, Dell, Lenovo jasta brands available chha. Accessories pani cha.","Lenovo IdeaPad Gaming 3 available chha. Price: Rs. 98,000. Model: Ryzen 5, GTX 1650 GPU. Warranty: 1 barsha."
BiratGadget ma Canon EOS R10 camera cha?,"BiratGadget, Biratnagar-7, Devkota Chowk ma hami mobiles, tablets, ra camera accessories bechchhau. Hamro saman branded ra warranty ka saathma aauchha. Delivery quick chha.","Canon EOS R10 camera available chha. Price: Rs. 1,40,000. Model: Kit Lens 18-45mm included. Warranty: 1 barsha."
EasyElectro ma OnePlus Nord Buds 2 cha?,"EasyElectro, Dharan-6, Zero Point ma sabai thari mobile accessories ra electronics saman available chha. Delivery fast chha ra customer support pani ramro chha.","OnePlus Nord Buds 2 available chha. Price: Rs. 6,500. Warranty: 6 mahina ko chha."
SmartBuy ma MacBook Air M2 ko price kati ho?,"SmartBuy, Itahari-10, BP Chowk ma laptops, smartphones, ra gaming accessories ko bistarit collection chha. Delivery service Itahari bhitra free ra Kathmandu ma nominal charge ma chha. Warranty aru subhidha haru pani provide garchhau.","MacBook Air M2 available chha. Price: Rs. 1,65,000. Model: 8GB RAM, 256GB SSD variant. Warranty: 1 barsha."
GadgetWorld ma Samsung Galaxy S23 Ultra cha?,"GadgetWorld, Dharan-8, Hospital Line ma purano mobile exchange garera naya smartphone linu milcha. Hami mobiles, tablets, ra chargers bechchhau. Hami branded saman matra rakchhau.","Samsung Galaxy S23 Ultra available chha. Price: Rs. 1,95,000. Model: 12GB RAM, 512GB storage. Warranty: 1 barsha."
TechCity ma Canon Pixma G3010 printer cha?,"TechCity, Biratnagar-4, Bargachhi ma sabai thari electronics jastai printers, monitors, ra laptops available chha. Delivery service Biratnagar bhitra matra free chha.","Canon Pixma G3010 printer available chha. Price: Rs. 25,000. Wireless printing ko feature chha ra warranty 1 barsha."
DigitalNepal ma Bose SoundLink Revolve+ II cha?,"DigitalNepal, Itahari-5, Mahendra Chowk ma sabai thari electronics accessories jastai headphones, speakers, ra mobile covers rakhchhau. Delivery quick chha ra saman reliable chha.","Bose SoundLink Revolve+ II available chha. Price: Rs. 45,000. Battery life 17 ghanta ko chha ra warranty 1 barsha ko."
EliteElectro ma ASUS ROG Strix Scar 16 cha?,"EliteElectro, Dharan-10, Zero Point ma latest smartphones, tablets, ra gaming laptops available chha. Purano saman ko exchange ko subhidha pani dinchhau.","ASUS ROG Strix Scar 16 available chha. Price: Rs. 3,20,000. Model: Intel Core i9, RTX 4080 GPU. Warranty: 2 barsha ko chha."
TechnoHub ma Samsung Crystal UHD 4K TV cha?,"TechnoHub, Biratnagar-6, Airport Road ma branded smartphones, TVs, ra tablets bechchhau. Delivery Biratnagar bhitra free chha ra aru thau ko lagi nominal charge chha.","Samsung Crystal UHD 4K TV available chha. Price: Rs. 95,000. Model: 55-inch, Smart TV variant. Warranty: 1 barsha."
MobileCare ma Vivo V29 Pro cha?,"MobileCare, Itahari-2, Buspark Line ma sabai thari mobile accessories ra repair service provide garchhau. Hami budget ra premium smartphones rakchhau.","Vivo V29 Pro available chha. Price: Rs. 49,500. Model: 12GB RAM, 256GB storage. Warranty: 1 barsha ko chha."
ElectroDeals ma Sony HT-G700 soundbar cha?,"ElectroDeals, Dharan-5, Bhanu Chowk ma mobile phones, soundbars, laptops ra headphones available chha. Delivery Dharan bhitra fast chha ra customer service ramro chha.","Sony HT-G700 soundbar available chha. Price: Rs. 62,000. Dolby Atmos support chha ra warranty 1 barsha ko chha."
GadgetKing ma DJI Mini 3 Pro drone cha?,"GadgetKing, Biratnagar-3, Traffic Chowk ma professional cameras, drones, ra smartwatches ko ramro collection chha. Delivery service prompt chha.","DJI Mini 3 Pro drone available chha. Price: Rs. 1,25,000. Camera resolution 4K chha ra flight time 34 minutes. Warranty: 6 mahina."
QuickTech ma Acer Nitro 5 gaming laptop cha?,"QuickTech, Itahari-7, Janata Chowk ma budget laptops, gaming accessories, ra earphones available chha. Delivery Itahari bhitra free chha.","Acer Nitro 5 gaming laptop available chha. Price: Rs. 1,10,000. Model: Intel i5, GTX 3050 GPU. Warranty: 1 barsha."
SmartBuy ma MacBook Air M2 ko price kati ho?,"SmartBuy, Itahari-10, BP Chowk ma laptops, smartphones, ra gaming accessories ko bistarit collection chha. Delivery service Itahari bhitra free ra Kathmandu ma nominal charge ma chha. Warranty aru subhidha haru pani provide garchhau.","MacBook Air M2 available chha. Price: Rs. 1,65,000. Model: 8GB RAM, 256GB SSD variant. Warranty: 1 barsha."
GadgetWorld ma Samsung Galaxy S23 Ultra cha?,"GadgetWorld, Dharan-8, Hospital Line ma purano mobile exchange garera naya smartphone linu milcha. Hami mobiles, tablets, ra chargers bechchhau. Hami branded saman matra rakchhau.","Samsung Galaxy S23 Ultra available chha. Price: Rs. 1,95,000. Model: 12GB RAM, 512GB storage. Warranty: 1 barsha."
TechCity ma Canon Pixma G3010 printer cha?,"TechCity, Biratnagar-4, Bargachhi ma sabai thari electronics jastai printers, monitors, ra laptops available chha. Delivery service Biratnagar bhitra matra free chha.","Canon Pixma G3010 printer available chha. Price: Rs. 25,000. Wireless printing ko feature chha ra warranty 1 barsha."
DigitalNepal ma Bose SoundLink Revolve+ II cha?,"DigitalNepal, Itahari-5, Mahendra Chowk ma sabai thari electronics accessories jastai headphones, speakers, ra mobile covers rakhchhau. Delivery quick chha ra saman reliable chha.","Bose SoundLink Revolve+ II available chha. Price: Rs. 45,000. Battery life 17 ghanta ko chha ra warranty 1 barsha ko."
EliteElectro ma ASUS ROG Strix Scar 16 cha?,"EliteElectro, Dharan-10, Zero Point ma latest smartphones, tablets, ra gaming laptops available chha. Purano saman ko exchange ko subhidha pani dinchhau.","ASUS ROG Strix Scar 16 available chha. Price: Rs. 3,20,000. Model: Intel Core i9, RTX 4080 GPU. Warranty: 2 barsha ko chha."
TechnoHub ma Samsung Crystal UHD 4K TV cha?,"TechnoHub, Biratnagar-6, Airport Road ma branded smartphones, TVs, ra tablets bechchhau. Delivery Biratnagar bhitra free chha ra aru thau ko lagi nominal charge chha.","Samsung Crystal UHD 4K TV available chha. Price: Rs. 95,000. Model: 55-inch, Smart TV variant. Warranty: 1 barsha."
MobileCare ma Vivo V29 Pro cha?,"MobileCare, Itahari-2, Buspark Line ma sabai thari mobile accessories ra repair service provide garchhau. Hami budget ra premium smartphones rakchhau.","Vivo V29 Pro available chha. Price: Rs. 49,500. Model: 12GB RAM, 256GB storage. Warranty: 1 barsha ko chha."
ElectroDeals ma Sony HT-G700 soundbar cha?,"ElectroDeals, Dharan-5, Bhanu Chowk ma mobile phones, soundbars, laptops ra headphones available chha. Delivery Dharan bhitra fast chha ra customer service ramro chha.","Sony HT-G700 soundbar available chha. Price: Rs. 62,000. Dolby Atmos support chha ra warranty 1 barsha ko chha."
GadgetKing ma DJI Mini 3 Pro drone cha?,"GadgetKing, Biratnagar-3, Traffic Chowk ma professional cameras, drones, ra smartwatches ko ramro collection chha. Delivery service prompt chha.","DJI Mini 3 Pro drone available chha. Price: Rs. 1,25,000. Camera resolution 4K chha ra flight time 34 minutes. Warranty: 6 mahina."
QuickTech ma Acer Nitro 5 gaming laptop cha?,"QuickTech, Itahari-7, Janata Chowk ma budget laptops, gaming accessories, ra earphones available chha. Delivery Itahari bhitra free chha.","Acer Nitro 5 gaming laptop available chha. Price: Rs. 1,10,000. Model: Intel i5, GTX 3050 GPU. Warranty: 1 barsha."
NextGenTech ma PlayStation 5 cha?,"NextGenTech, Itahari-3, College Road ma gaming consoles, high-performance desktops, ra sound systems rakhchhau. Delivery Itahari bhitra prompt service chha.","PlayStation 5 available chha. Price: Rs. 85,000. Model: Standard Edition. Warranty: 1 barsha."
SmartElectro ma LG OLED C2 TV cha?,"SmartElectro, Dharan-11, Pipal Chowk ma gaming laptops, professional headphones, ra TVs ko collection chha. Delivery fast ra reliable chha.","LG OLED C2 TV available chha. Price: Rs. 2,10,000. Model: 65-inch, 4K UHD. Warranty: 1 barsha."
TechBazaar ma OnePlus Nord 3 cha?,"TechBazaar, Biratnagar-9, Airport Mode ma sabai thari smartphones, wireless earbuds, ra home theater systems bechchhau. Delivery charge Biratnagar ma free chha.","OnePlus Nord 3 available chha. Price: Rs. 56,000. Model: 8GB RAM, 128GB storage. Warranty: 1 barsha."
DigitalMart ma Dell UltraSharp 27 monitor cha?,"DigitalMart, Itahari-6, BP Road ma sabai thari professional monitors, keyboards, ra printers rakchhau. Delivery Itahari bhitra matra free chha.","Dell UltraSharp 27 monitor available chha. Price: Rs. 55,000. Model: 4K UHD resolution. Warranty: 1 barsha."
EliteGadgets ma Apple Watch Series 9 cha?,"EliteGadgets, Dharan-1, Chata Chowk ma premium headphones, smartwatches, ra DSLR cameras ko ramro collection chha. Delivery prompt ra customer service ramro chha.","Apple Watch Series 9 available chha. Price: Rs. 78,000. Model: GPS + Cellular, 41mm. Warranty: 1 barsha."
UrbanTech ma JBL Bar 9.1 soundbar cha?,"UrbanTech, Biratnagar-12, Stadium Road ma gaming accessories, professional cameras, ra wireless soundbars available chha. Delivery Biratnagar ma free chha.","JBL Bar 9.1 soundbar available chha. Price: Rs. 1,35,000. Dolby Atmos ra wireless rear speakers chha. Warranty: 1 barsha."
FastTrackTech ma Redmi Note 12 Pro+ cha?,"FastTrackTech, Itahari-8, Main Road ma laptops, smartphones, ra chargers available chha. Delivery Itahari ra naya offers pani chha.","Redmi Note 12 Pro+ available chha. Price: Rs. 41,000. Model: 12GB RAM, 256GB storage. Warranty: 1 barsha."
GadgetSquare ma Logitech G502 mouse cha?,"GadgetSquare, Dharan-2, Sunsari Road ma sabai thari cameras, earphones, ra gaming chairs available chha. Delivery Dharan bhitra free chha.","Logitech G502 mouse available chha. Price: Rs. 9,500. Model: HERO sensor, RGB lighting. Warranty: 1 barsha."
TechXpert ma Samsung Galaxy Watch 6 cha?,"TechXpert, Biratnagar-8, Main Bazaar ma desktops, monitors, ra smartwatches ko collection chha. Delivery Biratnagar ma matra. Service reliable chha.","Samsung Galaxy Watch 6 available chha. Price: Rs. 39,000. Model: 44mm, Bluetooth variant. Warranty: 1 barsha."
QuickBuy ma Sony WH-1000XM5 headphones cha?,"QuickBuy, Itahari-1, Rajendra Chowk ma sabai thari Bluetooth speakers, headphones, ra laptops available chha. Delivery quick ra customer service ramro chha.","Sony WH-1000XM5 headphones available chha. Price: Rs. 48,000. Model: Noise-canceling, wireless. Warranty: 1 barsha."
GlobalGadget ma iPad Pro M2 cha?,"GlobalGadget, Dharan-3, Milanchowk ma branded smartphones, tablets, ra gaming consoles bechchhau. Delivery charge minimal ra customer service ramro chha.","iPad Pro M2 available chha. Price: Rs. 1,45,000. Model: 11-inch, 128GB WiFi. Warranty: 1 barsha."
PrimeTech ma Razer BlackShark V2 headphones cha?,"PrimeTech, Biratnagar-11, Shanti Marg ma high-end laptops, gaming gear, ra wireless earphones available chha. Delivery fast ra saman reliable chha.","Razer BlackShark V2 headphones available chha. Price: Rs. 18,000. Model: Esports-grade, detachable mic. Warranty: 1 barsha."
EasyElectro ma GoPro Hero 12 cha?,"EasyElectro, Itahari-4, College Chowk ma professional cameras, drones, ra wireless chargers available chha. Delivery reliable chha ra offers pani chha.","GoPro Hero 12 available chha. Price: Rs. 70,000. Model: Black Edition, 5.3K video. Warranty: 1 barsha."
NextStepTech ma LG Ultragear 34-inch monitor cha?,"NextStepTech, Dharan-6, New Market ma sabai thari monitors, smartphones, ra gaming peripherals available chha. Delivery quick chha.","LG Ultragear 34-inch monitor available chha. Price: Rs. 1,25,000. Model: QHD, 165Hz refresh rate. Warranty: 1 barsha."
InnovativeTech ma Samsung Tab S9 cha?,"InnovativeTech, Biratnagar-2, Adarsha Path ma sabai thari smart TVs, tablets, ra Bluetooth sound systems available chha. Delivery ramro ra quick chha.","Samsung Tab S9 available chha. Price: Rs. 85,000. Model: 8GB RAM, 256GB storage. Warranty: 1 barsha."
SmartMart ma Realme GT Neo 5 cha?,"SmartMart, Itahari-9, Sunsari Road ma sabai thari smartphones, earbuds, ra home audio systems available chha. Delivery fast chha.","Realme GT Neo 5 available chha. Price: Rs. 48,000. Model: 16GB RAM, 512GB storage. Warranty: 1 barsha."
EliteTech ma HP Omen 16 gaming laptop cha?,"EliteTech, Dharan-7, College Line ma sabai thari gaming laptops, headphones, ra soundbars ko ramro collection chha. Delivery fast chha ra offers available chha.","HP Omen 16 gaming laptop available chha. Price: Rs. 1,85,000. Model: Ryzen 7, RTX 4060 GPU. Warranty: 1 barsha."
FutureTech ma Sony A95K TV cha?,"FutureTech, Biratnagar-5, Traffic Chowk ma sabai thari premium TVs, tablets, ra wireless earphones available chha. Delivery quick ra customer-friendly chha.","Sony A95K TV available chha. Price: Rs. 4,50,000. Model: 65-inch, QD-OLED. Warranty: 1 barsha."
SmartBuy ma MacBook Air available chha? Ra kati piece chha?,"SmartBuy, Itahari-10, BP Chowk ma laptops, smartphones, ra gaming accessories ko bistarit collection chha. Delivery service Itahari bhitra free ra Kathmandu ma nominal charge ma chha.",MacBook Air available chha. Quantity: 5 piece.
GadgetWorld ma Redmi Note 12 Pro cha? Ra kati stock chha?,"GadgetWorld, Dharan-8, Hospital Line ma mobiles, tablets, ra chargers bechchhau. Purano mobile exchange garna pani milcha.",Redmi Note 12 Pro available chha. Quantity: 10 piece.
TechCity ma Canon printer cha? Ra kati available chha?,"TechCity, Biratnagar-4, Bargachhi ma printers, monitors, ra laptops available chha. Delivery service Biratnagar bhitra matra free chha.",Canon printer available chha. Quantity: 7 piece.
DigitalNepal ma JBL headphones cha? Ra kati stock chha?,"DigitalNepal, Itahari-5, Mahendra Chowk ma headphones, speakers, ra mobile covers rakchhau.",JBL headphones available chha. Quantity: 15 piece.
EliteElectro ma gaming laptops cha? Ra kati available chha?,"EliteElectro, Dharan-10, Zero Point ma smartphones, tablets, ra gaming laptops available chha. Exchange ko subhidha pani chha.",Gaming laptops available chha. Quantity: 8 piece.
TechnoHub ma Samsung TV cha? Ra kati piece chha?,"TechnoHub, Biratnagar-6, Airport Road ma branded smartphones, TVs, ra tablets bechchhau.",Samsung TV available chha. Quantity: 3 piece.
MobileCare ma Vivo V27 cha? Ra kati available chha?,"MobileCare, Itahari-2, Buspark Line ma sabai thari mobile accessories ra repair service provide garchhau.",Vivo V27 available chha. Quantity: 12 piece.
ElectroDeals ma Sony soundbar cha? Ra kati stock chha?,"ElectroDeals, Dharan-5, Bhanu Chowk ma soundbars, laptops ra headphones available chha.",Sony soundbar available chha. Quantity: 4 piece.
GadgetKing ma DJI drone cha? Ra kati stock chha?,"GadgetKing, Biratnagar-3, Traffic Chowk ma professional cameras, drones, ra smartwatches ko ramro collection chha.",DJI drone available chha. Quantity: 6 piece.
QuickTech ma budget laptops cha? Ra kati piece chha?,"QuickTech, Itahari-7, Janata Chowk ma budget laptops, gaming accessories, ra earphones available chha.",Budget laptops available chha. Quantity: 20 piece.
