category,system,instruction,context,question,response
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,The team celebrated their victory with cheers and high-fives.,Team le afno jit ko khushi cheers ani high-five le manayo.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,The dog barked loudly when the doorbell rang.,Kukur jor le bhukcha jaba ghanti bajcha.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,The flowers swayed gently in the cool evening breeze.,Phool haru shital beluka ko hauwa ma ramrari halcha.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,The shopkeeper greeted every customer with a warm smile.,Shopkeeper har ek customer lai ramro muskan le swagat garcha.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,The hikers stopped to rest by a clear mountain stream.,Hikers haru ek chhoto pahadi khola najik aram garna rokcha.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,She watered the plants in her garden every morning.,Usle harek bihan bagan ko biruwa lai paani halcha.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,The sound of children playing could be heard from the schoolyard.,Schoolyard bata kheliraheko ketaketi haru ko awaj sunna milcha.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,The ice cream melted quickly in the hot summer sun.,Garmi ko gham ma ice cream chhito pighalcha.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,The fireworks lit up the night sky during the celebration.,Pataka le utsav ko raat ko asman chamkayo.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,She wrapped the gift carefully and added a handwritten note.,Usle gift ramrari lapetyo ani ek lekhiyeko note thapyo.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"As the family sat together around the fireplace on a cold winter night, they shared stories of their childhood and laughed heartily.",Jado ko raat ma pariwar sabai fireplace najik basera afno balpan ko katha suncha ani haascha.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"She spent hours painting a beautiful landscape, carefully blending the colors to make it look as realistic as possible.","Usle dherai ghanta ek sundar drishya banaunda bitai, rang haru ramrari milayera jastai dekhaos banuna koshish garyo."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,The teacher explained the difficult concept with such clarity and patience that all the students were able to understand it easily.,Teacher le muskil concept lai yasto spaashta ra dhairyata sanga samjhaune garyo ki sabai students asani sanga bujhe.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,The tourists were mesmerized by the breathtaking view of the snow-capped mountains shining under the bright morning sun.,Tourists haru barfidale dhakiyeko pahad ko ramro drishya dekhda bihan ko ujyaalo gham muni mohit bhae.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"She woke up early to bake a cake for her friendâ€™s birthday, decorating it with fresh fruits and cream.","Usle afno saathi ko birthday ko lagi cake pakaauna chhito uthi, ani taaja falful ra cream le sajaiyo."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"They decided to take a road trip across the country, stopping at small towns and experiencing the local culture along the way.","Uniharu le pura desh bhar road trip garna decide garyo, sano sano sahar ma rokera sthaniya sanskriti anubhav gardai."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"The scientist spent years researching a cure for the disease, dedicating every waking moment to the lab.","Scientist le rog ko upchar khojna barsa bitayo, harek jaga huney bela laboratory ma samarpit garyo."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"The old house creaked with every step as they explored its dusty rooms, filled with memories of the past.","Purano ghar ma jaha kadhai thiyo harek kadam ma, dhulo bhareko kotha haru explore gardai, bhootka samjhana haru sangai."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"During the long train journey, she spent her time gazing out of the window, watching the changing scenery.","Lamo train yatra ko bela, usle afno samaya jhyal bata bahira herda, badliyo drishya dekhera bitayo."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"The farmer woke up before sunrise every day, tending to his fields and taking care of his livestock.","Kisan harek din gham udhna agadi nai uthcha, afno khet khetala hercha ani janawar haru ko dhyan rakhcha."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"Despite the challenges, she never gave up on her dream of becoming a doctor and worked tirelessly to achieve it.","Gahro haru ko bawjood, usle doctor banne sapana kabhi chhodyena ani bina thakai mehnat garyo."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"The city lights sparkled like stars in the night, creating a magical and vibrant atmosphere that captivated everyone.","Sahar ko batti raat ma taara jastai chamkyo, magical ra jindagile bhareko mahol banayo jun sabai lai akarsit garyo."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"The grandmother told her grandchildren stories of bravery and adventure, keeping them entertained late into the night.","Hajurama le afno naati haru lai saahas ra romanchak katha sunayo, uniharulai raat samma ramailo rakhyo."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"He sat on the balcony, sipping his coffee and watching the sunrise, feeling a sense of peace and gratitude.","U balcony ma basera coffee piudai gham udha hercha, shanti ra kirtagya ko bhaaw anubhav gardai."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"The heavy rain forced them to stay inside, but they made the best of it by playing board games together.","Birsaat le uniharulai bhitra basna badhya garayo, tara uniharule board games khelera ta ramailo gare."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"The artist spent months creating a masterpiece, carefully capturing every detail and emotion on the canvas.","Artist le mahina haru lagayo ek masterpiece banuna, canvas ma harek jankari ra bhawna ramrari samateko."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"They walked hand in hand along the beach, leaving footprints behind them on the wet sand.","Uniharu hath ma hath dhareko beach ma hidaye, pichadi geela baluwa ma pag chhap chhodera."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"The library was a quiet haven for her, a place where she could lose herself in books for hours.","Library uska lagi ek shanta basna thaun thiyo, jaha usle ghanta haru kitabh ma harayeko huncha."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"The children eagerly waited for their father to return from his trip, bringing stories and gifts from faraway places.","Ketaketi haru utshuk bhaera afno baba ko yatra bata farkane kura ko pratiksha gardai, taadha desh haru ko katha ra upahaar liye aune."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"As the rain poured outside, they sat by the window sipping hot tea and talking about their childhood memories.","Bahir barsaat pariraheko bela, uniharu jhyal najik basera taato chiya piudai ani balpan ko samjhana haru kura gardai."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"After a long day at work, he enjoyed sitting in the garden, listening to the chirping birds and feeling the cool breeze.","Lamo kaam ko din pachi, u bagan ma basna ramailo maanyo, chara haru ko chirbir sunera ra chiso hauwa mahsoos gardai."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"Even though the road was bumpy and narrow, they continued their journey with excitement and determination.","Bato ukalo ra sanguro hune bahek pani, uniharule utsaha ra dridta sanga afno yatra jari rakhe."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"She stayed up late at night, finishing the project she had been working on for weeks.","Usle raat dheri samma jagera, dherai hapta dekhi kaam gari raheko project sakai."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,The aroma of freshly baked bread filled the kitchen as she carefully took it out of the oven.,Taaja pakeko roti ko sugandha kitchen bharincha jaba usle bistarai oven bata nikalcha.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"The group of friends decided to camp near the river, enjoying the sound of water and the starry night sky.","Saathi haru ko samuh le nadi najik camp garna decide garyo, paani ko awaj ra taara le bharincha asman ko ramailo gardai."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"Although it was a tiring climb, the breathtaking view from the top made it all worthwhile.","Thakai lagdai ukalo thiyo, tara mathi dekheko drishya le sabai samasya bhulayo."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"The old couple loved spending their evenings sitting on the porch, watching the sunset together.",Budha budhi haru afno beluka varanda ma basera gham doobeko herna man parthyo.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"He spent hours fixing his bike, determined to get it running smoothly before the weekend trip.","Usle bike thik garna ghanta haru lagayo, weekend trip agadi smooth chalcha bhanera drid thiyo."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,The children were thrilled to see the fireworks lighting up the sky in vibrant colors.,Ketaketi haru taara ramailo bhaera asman ma rangichangi pataka dekhna excited bhae.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"The travelers were fascinated by the local market, filled with colorful fabrics, handmade crafts, and delicious street food.","Travelers haru sthaniya bajar le mohit bhae, rangichangi kapda, handmade crafts ra mitho street food le bhareko."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,She carefully wrapped the delicate vase in layers of paper before placing it in the box.,Usle jhanjhanilo vase ramrari kagaj ma lapetera box ma rakhyo.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"They walked through the dense forest, following a narrow path that led to a hidden waterfall.","Uniharu ghanaghana jungle bata hiddai ek patalo bato follow garcha, jun lukeko jharna tir lagcha."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"Despite the rain, they decided to go hiking, wearing waterproof jackets and carrying umbrellas.","Barsaat hune bahek pani, uniharule hiking jaana decide garyo, waterproof jacket lagayera ra chata liye."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"The young boy eagerly helped his mother prepare dinner, chopping vegetables and setting the table.","Sano keta le ramailo sanga aama lai dinner banuna madat garyo, tarkari kata ra table set garda."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"As the sun set, the beach was filled with people enjoying the cool evening and the sound of the waves.",Gham doobda beach ma chiso beluka ra chalanga taranga ko awaj ko majja lincha manche haru le bharincha.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"Even though the journey was long and tiring, they couldnâ€™t stop smiling as they thought about finally meeting their family.","Yatra lamo ra thakai lagdo hune bahek pani, pariwar lai bhetnu ko sochera uniharu haseko chhodena."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"The couple spent hours choosing the perfect furniture for their new home, debating over colors and designs.","Jodi le afno naya ghar ko lagi perfect furniture chhanna ghanta haru lagayo, rang ra design ko maath debate gardai."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"As the night grew colder, they huddled closer around the campfire, sharing stories and roasting marshmallows.","Raat jhan jhan chiso huncha, uniharu campfire najik jamma hunchan, katha share gardai ra marshmallow roast gardai."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"The little boy excitedly ran towards the ice cream truck, waving his hands to get the vendorâ€™s attention.","Sano keta ice cream truck tira khushi hune dhohi halcha, hath hallayera vendor ko dhyan tancha."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"The elderly man spent his mornings sitting by the lake, watching the ducks swim peacefully across the water.","Budha manche le bihan pokhari najik basera bitauchha, haans haru lai shanti sanga paani ma tira herera."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"They worked together to clean the park, picking up trash and planting flowers to make it beautiful again.","Uniharu park saphaa garna sangai kaam garcha, kachra uthane ra phool ropne, park firta sundar banauna."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"She was nervous before her speech, but her friends encouraged her with warm smiles and supportive words.","Usle speech agadi ali nervous feel garyo, tara uska saathi haru le ramro muskan ra supportive kura garera utsaha diyera."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"The group of friends sat under the starry sky, talking about their dreams and plans for the future.","Saathi haru ko samuh taara bhareko asman muni basera, afno sapana ra bhabisya ko plan ko kura garchan."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"The children loved visiting their grandparentsâ€™ house, where they could play in the big garden and eat homemade treats.","Ketaketi haru afno hajurbuwa hajurama ko ghar ma jaanu dherai man parcha, jaha thulo bagan ma khelna ra gharelu mithai khana paucha."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"Even after years, the old diary still held memories of her teenage years, making her smile as she flipped through the pages.","Barsau pachi pani, purano diary le usko kishor awastha ko samjhana jamayera rakhyo, jasma page paltauda usle muskan layayo."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,They spent the entire afternoon hiking up the mountain and were rewarded with an incredible view at the top.,Uniharule pura diuso pahad ukalera bitayo ra mathi pugera adbhut drishya dekhera khusi bhaye.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"The street was lined with vendors selling colorful handicrafts, delicious snacks, and vibrant clothes.","Sadak ko dubaai tir vendors haru rangichangi handicrafts, mitho khaja, ra jhillimilli kapda bechdai."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"She patiently waited for the train, watching the people around her, each busy with their own lives.","Usle train ko pratiksha dhairyata sanga garyo, charipati manche haru hercha, jun sabai afno afno jindagi ma byasta."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"The travelers were amazed by the ancient temple, with its intricate carvings and centuries-old history.","Travelers haru praachin mandir dekhda ascharrya bhae, jasma jatil karigari ra satabdi purano itihas thiyo."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,The team worked tirelessly throughout the night to complete the project before the deadline.,Team le deadline agadi project sakaucha bhanera pura raat bina thakai kaam garyo.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"Despite the heavy rain, the villagers came together to rebuild the damaged bridge over the river.","Dherai jor ko barsaat huney bahek pani, gaunle haru sangai jamma bhayera nadima tute ko pul banayo."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"The young girl spent her weekends volunteering at the animal shelter, feeding and playing with the dogs and cats.","Sano keti le afno weekend animal shelter ma volunteer gardai bitauchha, kukur ra biralo haru lai khuwaune ra khelne."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"The couple decided to renovate their house, spending hours choosing new tiles, paints, and furniture.","Jodi le ghar renovate garna decide garyo, ghanta haru lagayera naya tile, paint, ra furniture chhanna."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"As the train sped through the countryside, they enjoyed the view of green fields and small villages.","Train gaule chetra ma chittikai jada, uniharu hariyo khet ra sano gau haru ko drishya ramailo garcha."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"The children gathered around their teacher as she read them a story, her voice bringing the characters to life.","Ketaketi haru afno teacher ko charipati jamma hunchan jaba usle katha padcha, usko awaj le characters lai jinda jasto banauchha."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"After a long day of exploring the city, they sat at a small cafÃ©, sipping coffee and watching people pass by.","Sahar explore gareko lamo din pachi, uniharu sano cafÃ© ma basera coffee piudai ra manche haru gujri rako herdai."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"The writer spent weeks crafting the perfect ending for her novel, rewriting it multiple times until she was satisfied.","Lekhak le afno upanyas ko perfect ending banuna hapta haru lagayo, dherai choti lekhera satisfied hunu samma."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,The little girl was overjoyed when her father surprised her with a new bicycle for her birthday.,Sano keti baba le birthday ma naya bicycle surprise diyera dherai khusi bhae.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,They spent the day decorating the house with fairy lights and flowers to celebrate the festival.,Uniharule ghar fairy light ra phool haru le sajayera tyo parba manaauna pura din lagaye.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"Despite the scorching heat, the farmers continued working in the fields, determined to finish the harvest on time.","Jor ko garmi huney bahek pani, kisan haru time ma fasal sakcha bhanera khet ma kaam gardai."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"The museum was filled with ancient artifacts and paintings, each telling a story of a bygone era.","Museum praachin samagri ra painting haru le bharincha, jasma harek ek puraano yug ko katha bhancha."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"As the plane took off, he looked out the window, mesmerized by the clouds and the tiny buildings below.","Plane udda usle jhyal bata hercha, baadal ra tala ka sana sana ghar haru dekhda mohit bhae."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,The hikers were thrilled to finally reach the top of the mountain after hours of climbing through rough terrain.,Hikers haru dherai ghanta ukalo rought terrain ma chadhera pahad ko choati pugera khusi bhae.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,The classroom was filled with excitement as the students prepared for their annual cultural program.,Classroom utsaha le bharincha jaba students haru afno barshik sanskritik karyakram ko tayarima lagdai.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"The chef carefully plated the dish, ensuring every element was in the perfect place before serving it to the guests.","Chef le dish ramrari sajayo, harek element perfect thauma ho bhanera herera, pachi guests lai serve garyo."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,The siblings stayed up late talking about their favorite childhood memories and funny stories from school.,Didi-bhai raat dheri samma jagera balpan ko sabai ramailo samjhana ra school ko hasne katha haru kura garchan.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"The volunteers distributed food and blankets to the homeless people, bringing smiles to their faces.",Volunteers haru le bina ghar ko manche haru lai khana ra blanket diyera uniharuko mukh ma muskan lyaye.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,The sound of the waves crashing against the rocks was calming as they sat on the beach in silence.,Taranga ko awaj dhunga ma thokda shanta huncha jaba uniharu beach ma chupchap bascha.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"The little puppy followed the children around the yard, wagging its tail happily and barking playfully.","Sano kukur bacha haru ko pachi yard ma ghumcha, khusi hune dhum tale hallayera ra kheliraha bark gardai."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"They enjoyed watching the sunrise from the hilltop, the sky painted in shades of orange and pink.","Uniharu gham udhna hilltop bata herera ramailo garcha, asman sungharai ra gulabi rang ma rangiyeko."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"The family worked together to build a small treehouse for the kids, spending the entire weekend on the project.","Pariwar sangai jamma bhayera ketaketi haru ko lagi sano treehouse banayo, pura weekend project ma lagaiyo."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"She stood on the stage, her hands trembling slightly, but her voice grew stronger as she began her speech.","Usle stage ma ubhera, hath ali kaapdai, tara speech suru garepachi usko awaj majboot bancha."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,They stopped at a roadside dhaba to enjoy a hearty meal after driving for hours on the highway.,Uniharu highway ma dherai ghanta drive garepachi roadside ko dhaba ma ramro khana ko maja lincha.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"The festival brought the entire community together, with people dancing, singing, and celebrating late into the night.","Parba le pura samudaay ekchoti jamma garyo, jaha manche haru naachda, geet gaudai ra raat dheri samma manaudai."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"The artist sat by the riverbank, sketching the serene landscape with the mountains and flowing water.","Artist nadi kinaarma basera, pahad ra behrinda paani le bharincha tyo shanta drishya sketch gardai."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"He spent hours troubleshooting his computer, only to realize that the issue was with a loose cable.","Usle computer troubleshoot garna ghanta lagayo, tara problem loose cable ma thiyo bhanera thaha payo."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,The team collaborated online using video calls and shared documents to complete the project on time.,Team le online video call ra shared document use garera time ma project sakayo.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"She eagerly waited for the latest smartphone release, checking reviews and comparisons every day.","Usle naya smartphone release ko lagi utsuk bhayera, harek din review ra comparison herthyo."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,The city buzzed with activity as people rushed to catch the metro and navigate through the busy streets.,Sahar halla bharincha jaba manche metro pakadna ra bheed bhaako galli ma ghumna rush garcha.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"He created a playlist of his favorite songs for the long drive, ensuring it would keep him entertained throughout.","Usle lamo drive ko lagi afno manparcha geet ko playlist banayo, pura time entertain hune pakka garna."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"The delivery drone flew over the neighborhood, carefully dropping the package on the customerâ€™s doorstep.","Delivery drone tole mathi uda, customer ko darajh ma ramrari package halcha."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"They spent the evening binge-watching their favorite series, surrounded by snacks and cozy blankets.","Uniharu sanjha afno manparcha series binge watch gardai, khaja ra ramailo blanket le gheriyera."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,She designed an app that helped students organize their schedules and set reminders for assignments.,Usle students ko schedule organize ra assignment ko lagi reminder set garna app design garin.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,The new coworking space was filled with young professionals typing away on their laptops and sipping coffee.,Naya coworking space laptop ma type gardai ra coffee sip gardai young professionals le bharincha.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"He was fascinated by the virtual reality headset, which transported him into a completely different world.",Uslai virtual reality headset le pura nai aru duniya ma lagda ramailo lagyo.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"The startup founders pitched their innovative ideas to investors, hoping to secure funding for their project.","Startup ko founders le investors sanga afno innovative idea pitch gardai, project ko lagi funding secure garna ko lagi."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,She spent her weekend attending an online coding bootcamp to improve her skills and build new projects.,Usle afno weekend online coding bootcamp ma skills improve ra naya project banaunda lagayin.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"They celebrated their friendâ€™s promotion with a virtual party, complete with games and music over video call.",Uniharu le saathi ko promotion virtual party ma games ra music sanga video call ma manaye.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"The electric car glided silently down the road, impressing everyone with its sleek design and smooth performance.","Electric car sadak ma chupchap chalcha, sabai lai usko sleek design ra smooth performance le prabhavit garcha."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"The kids were thrilled to play with the new gaming console, diving into exciting adventures on the screen.","Ketaketi haru naya gaming console ma khelna pachi, screen ma ramailo adventure ma dukhera khusi bhae."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,The smart home system automatically turned off the lights and adjusted the temperature as they went to sleep.,Smart home system le uniharu sutna jada light off ra temperature adjust gariyo.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"She shared her travel experiences on social media, posting stunning pictures and tips for future travelers.","Usle afno travel ko anubhav social media ma share gari, ramro photo ra travel tips post gardai."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"The entrepreneur hosted a live webinar, answering questions and sharing insights about starting a business.","Entrepreneur le live webinar host gari, business suru garna ko barema prasna ko uttar ra tips share gardai."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"The urban park was equipped with charging stations, Wi-Fi, and spaces for remote workers to relax and work.","Urban park ma charging station, Wi-Fi, ra remote workers ko lagi kaam garna ra relax garna space thiyo."
