category,context,question,response
RAG,"Hamro store 'Healthy Living' ho, hamro store Kavre ma xa. Hamro store ma organic foods, supplements, ra fitness gear haru available xa.",Store ma k k painxa?,"Hamro store ma organic snacks, protein bars, vitamins, yoga mats, ra resistance bands haru painxa."
RAG,"Hamro store 'Toy Kingdom' ho, hamro store Syangja ma xa. Hamro store ma toys, games, ra children's entertainment products haru available xa.",Store ma kun kun items haru xa?,"Hamro store ma action figures, board games, puzzles, remote-controlled cars, ra stuffed animals haru paucha."
RAG,"Hamro store 'Fashion Avenue' ho, hamro store Gorkha ma xa. Hamro store ma men's, women's, ra kids' clothing haru available xa.",Store ma k k saman haru xa?,"Hamro store ma shirts, jeans, dresses, kids' wear, ra winter jackets haru paucha."
RAG,"Hamro store 'Home Decor' ho, hamro store Lamjung ma xa. Hamro store ma home decoration items ra furniture haru available xa.",Store ma kun kun chij haru xa?,"Hamro store ma wall art, lamps, rugs, cushions, ra small furniture items haru paucha."
RAG,"Hamro store 'Beauty Haven' ho, hamro store Rupandehi ma xa. Hamro store ma cosmetics, skincare, ra haircare products haru available xa.",Store ma k k paucha?,"Hamro store ma lipsticks, foundations, face masks, shampoos, ra hair serums haru paucha."
RAG,"Hamro store 'Auto Care' ho, hamro store Nawalparasi ma xa. Hamro store ma car care products ra accessories haru available xa.",Store ma kun kun product available xa?,"Hamro store ma car wax, cleaning kits, air fresheners, seat covers, ra car chargers haru paucha."
RAG,"Hamro store 'Pet Paradise' ho, hamro store Kailali ma xa. Hamro store ma pet food, toys, ra grooming products haru available xa.",Store ma k k available xa?,"Hamro store ma dog food, cat litter, pet toys, grooming brushes, ra pet collars haru available xa."
RAG,"Hamro store 'Artistic Creations' ho, hamro store Morang ma xa. Hamro store ma art supplies ra handmade crafts haru available xa.",Store ma kun kun saman paucha?,"Hamro store ma canvases, paints, brushes, handmade pottery, ra art kits haru paucha."
RAG,"Hamro store 'Gadget World' ho, hamro store Dang ma xa. Hamro store ma smart devices ra tech accessories haru available xa.",Store ma k k xa?,"Hamro store ma smartwatches, wireless earphones, power banks, phone cases, ra chargers haru paucha."
RAG,"Hamro store 'Organic Delights' ho, hamro store Surkhet ma xa. Hamro store ma organic foods ra natural products haru available xa.",Store ma kun kun product haru xa?,"Hamro store ma organic rice, honey, herbal teas, spices, ra natural skincare products haru paucha."
RAG,"Hamro store 'Music Melodies' ho, hamro store Tanahun ma xa. Hamro store ma musical instruments ra accessories haru available xa.",Store ma k k painxa?,"Hamro store ma guitars, keyboards, drums, microphones, ra music stands haru painxa."
RAG,"Hamro store 'Fitness Gear' ho, hamro store Bara ma xa. Hamro store ma gym equipment ra fitness accessories haru available xa.",Store ma kun kun items haru xa?,"Hamro store ma dumbbells, treadmills, resistance bands, yoga mats, ra workout gloves haru paucha."
RAG,"Hamro store 'Book Nook' ho, hamro store Parsa ma xa. Hamro store ma books, stationery, ra educational materials haru available xa.",Store ma k k saman haru xa?,"Hamro store ma novels, textbooks, notebooks, pens, pencils, ra art supplies haru paucha."
RAG,"Hamro store 'Sports Central' ho, hamro store Sarlahi ma xa. Hamro store ma sports equipment ra fitness gear haru available xa.",Store ma kun kun chij haru xa?,"Hamro store ma footballs, cricket bats, gym equipment, yoga mats, ra sports shoes haru paucha."
RAG,"Hamro store 'Beauty Bliss' ho, hamro store Rautahat ma xa. Hamro store ma cosmetics, skincare, ra haircare products haru available xa.",Store ma k k paucha?,"Hamro store ma lipsticks, face creams, shampoos, conditioners, ra perfumes haru paucha."
RAG,"Hamro store 'Auto Essentials' ho, hamro store Saptari ma xa. Hamro store ma vehicle parts ra accessories haru available xa.",Store ma kun kun product available xa?,"Hamro store ma car tires, bike helmets, engine oil, brake pads, ra car accessories haru paucha."
RAG,"Hamro store 'Gift World' ho, hamro store Dhankuta ma xa. Hamro store ma gifts, greeting cards, ra decorative items haru available xa.",Store ma k k available xa?,"Hamro store ma gift boxes, greeting cards, candles, photo frames, ra decorative showpieces haru available xa."
RAG,"Hamro store 'Outdoor Adventures' ho, hamro store Ilam ma xa. Hamro store ma camping equipment ra outdoor accessories haru available xa.",Store ma kun kun saman paucha?,"Hamro store ma tents, sleeping bags, trekking poles, water bottles, ra hiking boots haru paucha."
RAG,"Hamro store 'Craft Haven' ho, hamro store Palpa ma xa. Hamro store ma handmade crafts ra art supplies haru available xa.",Store ma k k xa?,"Hamro store ma handmade jewelry, pottery, knitting supplies, ra painting kits haru paucha."
RAG,"Hamro store 'Tech Universe' ho, hamro store Jhapa ma xa. Hamro store ma laptops, tablets, ra computer accessories haru available xa.",Store ma kun kun product haru xa?,"Hamro store ma laptops, tablets, keyboards, mouse, ra external hard drives haru paucha."
RAG,"Hamro store 'Healthy Bites' ho, hamro store Kavre ma xa. Hamro store ma organic foods, supplements, ra fitness gear haru available xa.",Store ma k k painxa?,"Hamro store ma organic snacks, protein bars, vitamins, yoga mats, ra resistance bands haru painxa."
RAG,"Hamro store 'Toy Land' ho, hamro store Syangja ma xa. Hamro store ma toys, games, ra children's entertainment products haru available xa.",Store ma kun kun items haru xa?,"Hamro store ma action figures, board games, puzzles, remote-controlled cars, ra stuffed animals haru paucha."
RAG,"Hamro store 'Fashion Trends' ho, hamro store Gorkha ma xa. Hamro store ma men's, women's, ra kids' clothing haru available xa.",Store ma k k saman haru xa?,"Hamro store ma shirts, jeans, dresses, kids' wear, ra winter jackets haru paucha."
RAG,"Hamro store 'Home Decor' ho, hamro store Lamjung ma xa. Hamro store ma home decoration items ra furniture haru available xa.",Store ma kun kun chij haru xa?,"Hamro store ma wall art, lamps, rugs, cushions, ra small furniture items haru paucha."
RAG,"Hamro store 'Beauty Bliss' ho, hamro store Rupandehi ma xa. Hamro store ma cosmetics, skincare, ra haircare products haru available xa.",Store ma k k paucha?,"Hamro store ma lipsticks, foundations, face masks, shampoos, ra hair serums haru paucha."
RAG,"Hamro store 'Auto Care' ho, hamro store Nawalparasi ma xa. Hamro store ma car care products ra accessories haru available xa.",Store ma kun kun product available xa?,"Hamro store ma car wax, cleaning kits, air fresheners, seat covers, ra car chargers haru paucha."
RAG,"Hamro store 'Pet Paradise' ho, hamro store Kailali ma xa. Hamro store ma pet food, toys, ra grooming products haru available xa.",Store ma k k available xa?,"Hamro store ma dog food, cat litter, pet toys, grooming brushes, ra pet collars haru available xa."
RAG,"Hamro store 'Artistic Creations' ho, hamro store Morang ma xa. Hamro store ma art supplies ra handmade crafts haru available xa.",Store ma kun kun saman paucha?,"Hamro store ma canvases, paints, brushes, handmade pottery, ra art kits haru paucha."
RAG,"Hamro store 'Gadget World' ho, hamro store Dang ma xa. Hamro store ma smart devices ra tech accessories haru available xa.",Store ma k k xa?,"Hamro store ma smartwatches, wireless earphones, power banks, phone cases, ra chargers haru paucha."
RAG,"Hamro store 'Organic Delights' ho, hamro store Surkhet ma xa. Hamro store ma organic foods ra natural products haru available xa.",Store ma kun kun product haru xa?,"Hamro store ma organic rice, honey, herbal teas, spices, ra natural skincare products haru paucha."
RAG,"Hamro store 'Music Melodies' ho, hamro store Tanahun ma xa. Hamro store ma musical instruments ra accessories haru available xa.",Store ma k k painxa?,"Hamro store ma guitars, keyboards, drums, microphones, ra music stands haru painxa."
RAG,"Hamro store 'Fitness Gear' ho, hamro store Bara ma xa. Hamro store ma gym equipment ra fitness accessories haru available xa.",Store ma kun kun items haru xa?,"Hamro store ma dumbbells, treadmills, resistance bands, yoga mats, ra workout gloves haru paucha."
RAG,"Hamro store 'Book Nook' ho, hamro store Parsa ma xa. Hamro store ma books, stationery, ra educational materials haru available xa.",Store ma k k saman haru xa?,"Hamro store ma novels, textbooks, notebooks, pens, pencils, ra art supplies haru paucha."
RAG,"Hamro store 'Sports Central' ho, hamro store Sarlahi ma xa. Hamro store ma sports equipment ra fitness gear haru available xa.",Store ma kun kun chij haru xa?,"Hamro store ma footballs, cricket bats, gym equipment, yoga mats, ra sports shoes haru paucha."
RAG,"Hamro store 'Beauty Bliss' ho, hamro store Rautahat ma xa. Hamro store ma cosmetics, skincare, ra haircare products haru available xa.",Store ma k k paucha?,"Hamro store ma lipsticks, face creams, shampoos, conditioners, ra perfumes haru paucha."
RAG,"Hamro store 'Auto Essentials' ho, hamro store Saptari ma xa. Hamro store ma vehicle parts ra accessories haru available xa.",Store ma kun kun product available xa?,"Hamro store ma car tires, bike helmets, engine oil, brake pads, ra car accessories haru paucha."
RAG,"Hamro store 'Kids Zone' ho, hamro store Chitwan ma xa. Hamro store ma toys, baby products, ra children's clothes haru available xa.",Store ma k k available xa?,"Hamro store ma stuffed toys, baby strollers, kids' clothing, diapers, ra feeding bottles haru available xa."
RAG,"Hamro store 'Furniture Palace' ho, hamro store Hetauda ma xa. Hamro store ma furniture ra home decor items haru available xa.",Store ma kun kun saman paucha?,"Hamro store ma sofa sets, dining tables, beds, wardrobes, ra decorative items haru paucha."
RAG,"Hamro store 'Electro Hub' ho, hamro store Butwal ma xa. Hamro store ma electronics ra home appliances haru available xa.",Store ma k k xa?,"Hamro store ma TVs, refrigerators, washing machines, microwaves, ra blenders haru painxa."
RAG,"Hamro store 'Grocery Mart' ho, hamro store Bharatpur ma xa. Hamro store ma groceries, snacks, ra beverages haru available xa.",Store ma kun kun product haru xa?,"Hamro store ma rice, lentils, noodles, biscuits, chips, ra cold drinks haru paucha."
RAG,"Hamro store 'Tech World' ho, hamro store Pokhara ma xa. Hamro store ma electronics ra gadgets haru available xa.",Store ma k k painxa?,"Hamro store ma mobile, laptop, tablet, smartwatch, headphones, ra gaming accessories haru painxa."
RAG,"Hamro store 'Gift World' ho, hamro store Dhankuta ma xa. Hamro store ma gifts, greeting cards, ra decorative items haru available xa.",Store ma k k available xa?,"Hamro store ma gift boxes, greeting cards, candles, photo frames, ra decorative showpieces haru available xa."
RAG,"Hamro store 'Outdoor Adventures' ho, hamro store Ilam ma xa. Hamro store ma camping equipment ra outdoor accessories haru available xa.",Store ma kun kun saman paucha?,"Hamro store ma tents, sleeping bags, trekking poles, water bottles, ra hiking boots haru paucha."
RAG,"Hamro store 'Craft Haven' ho, hamro store Palpa ma xa. Hamro store ma handmade crafts ra art supplies haru available xa.",Store ma k k xa?,"Hamro store ma handmade jewelry, pottery, knitting supplies, ra painting kits haru paucha."
RAG,"Hamro store 'Tech Universe' ho, hamro store Jhapa ma xa. Hamro store ma laptops, tablets, ra computer accessories haru available xa.",Store ma kun kun product haru xa?,"Hamro store ma laptops, tablets, keyboards, mouse, ra external hard drives haru paucha."
RAG,"Hamro store 'Healthy Bites' ho, hamro store Kavre ma xa. Hamro store ma organic foods, supplements, ra fitness gear haru available xa.",Store ma k k painxa?,"Hamro store ma organic snacks, protein bars, vitamins, yoga mats, ra resistance bands haru painxa."
RAG,"Hamro store 'Toy Land' ho, hamro store Syangja ma xa. Hamro store ma toys, games, ra children's entertainment products haru available xa.",Store ma kun kun items haru xa?,"Hamro store ma action figures, board games, puzzles, remote-controlled cars, ra stuffed animals haru paucha."
RAG,"Hamro store 'Fashion Trends' ho, hamro store Gorkha ma xa. Hamro store ma men's, women's, ra kids' clothing haru available xa.",Store ma k k saman haru xa?,"Hamro store ma shirts, jeans, dresses, kids' wear, ra winter jackets haru paucha."
RAG,"Hamro store 'Home Decor' ho, hamro store Lamjung ma xa. Hamro store ma home decoration items ra furniture haru available xa.",Store ma kun kun chij haru xa?,"Hamro store ma wall art, lamps, rugs, cushions, ra small furniture items haru paucha."
RAG,"Hamro store 'Beauty Bliss' ho, hamro store Rupandehi ma xa. Hamro store ma cosmetics, skincare, ra haircare products haru available xa.",Store ma k k paucha?,"Hamro store ma lipsticks, foundations, face masks, shampoos, ra hair serums haru paucha."
RAG,"Hamro store 'Auto Care' ho, hamro store Nawalparasi ma xa. Hamro store ma car care products ra accessories haru available xa.",Store ma kun kun product available xa?,"Hamro store ma car wax, cleaning kits, air fresheners, seat covers, ra car chargers haru paucha."
RAG,"Hamro store 'Pet Paradise' ho, hamro store Kailali ma xa. Hamro store ma pet food, toys, ra grooming products haru available xa.",Store ma k k available xa?,"Hamro store ma dog food, cat litter, pet toys, grooming brushes, ra pet collars haru available xa."
RAG,"Hamro store 'Artistic Creations' ho, hamro store Morang ma xa. Hamro store ma art supplies ra handmade crafts haru available xa.",Store ma kun kun saman paucha?,"Hamro store ma canvases, paints, brushes, handmade pottery, ra art kits haru paucha."
RAG,"Hamro store 'Gadget World' ho, hamro store Dang ma xa. Hamro store ma smart devices ra tech accessories haru available xa.",Store ma k k xa?,"Hamro store ma smartwatches, wireless earphones, power banks, phone cases, ra chargers haru paucha."
RAG,"Hamro store 'Organic Delights' ho, hamro store Surkhet ma xa. Hamro store ma organic foods ra natural products haru available xa.",Store ma kun kun product haru xa?,"Hamro store ma organic rice, honey, herbal teas, spices, ra natural skincare products haru paucha."
RAG,"Hamro store 'Music Melodies' ho, hamro store Tanahun ma xa. Hamro store ma musical instruments ra accessories haru available xa.",Store ma k k painxa?,"Hamro store ma guitars, keyboards, drums, microphones, ra music stands haru painxa."
RAG,"Hamro store 'Fitness Gear' ho, hamro store Bara ma xa. Hamro store ma gym equipment ra fitness accessories haru available xa.",Store ma kun kun items haru xa?,"Hamro store ma dumbbells, treadmills, resistance bands, yoga mats, ra workout gloves haru paucha."
RAG,"Hamro store 'Book Nook' ho, hamro store Parsa ma xa. Hamro store ma books, stationery, ra educational materials haru available xa.",Store ma k k saman haru xa?,"Hamro store ma novels, textbooks, notebooks, pens, pencils, ra art supplies haru paucha."
RAG,"Hamro store 'Sports Central' ho, hamro store Sarlahi ma xa. Hamro store ma sports equipment ra fitness gear haru available xa.",Store ma kun kun chij haru xa?,"Hamro store ma footballs, cricket bats, gym equipment, yoga mats, ra sports shoes haru paucha."
RAG,"Hamro store 'Beauty Bliss' ho, hamro store Rautahat ma xa. Hamro store ma cosmetics, skincare, ra haircare products haru available xa.",Store ma k k paucha?,"Hamro store ma lipsticks, face creams, shampoos, conditioners, ra perfumes haru paucha."
RAG,"Hamro store 'Auto Essentials' ho, hamro store Saptari ma xa. Hamro store ma vehicle parts ra accessories haru available xa.",Store ma kun kun product available xa?,"Hamro store ma car tires, bike helmets, engine oil, brake pads, ra car accessories haru paucha."
RAG,"Hamro store 'Kids Zone' ho, hamro store Chitwan ma xa. Hamro store ma toys, baby products, ra children's clothes haru available xa.",Store ma k k available xa?,"Hamro store ma stuffed toys, baby strollers, kids' clothing, diapers, ra feeding bottles haru available xa."
RAG,"Hamro store 'Furniture Palace' ho, hamro store Hetauda ma xa. Hamro store ma furniture ra home decor items haru available xa.",Store ma kun kun saman paucha?,"Hamro store ma sofa sets, dining tables, beds, wardrobes, ra decorative items haru paucha."
RAG,"Hamro store 'Electro Hub' ho, hamro store Butwal ma xa. Hamro store ma electronics ra home appliances haru available xa.",Store ma k k xa?,"Hamro store ma TVs, refrigerators, washing machines, microwaves, ra blenders haru painxa."
RAG,"Hamro store 'Grocery Mart' ho, hamro store Bharatpur ma xa. Hamro store ma groceries, snacks, ra beverages haru available xa.",Store ma kun kun product haru xa?,"Hamro store ma rice, lentils, noodles, biscuits, chips, ra cold drinks haru paucha."
RAG,"Hamro store 'Tech World' ho, hamro store Pokhara ma xa. Hamro store ma electronics ra gadgets haru available xa.",Store ma k k painxa?,"Hamro store ma mobile, laptop, tablet, smartwatch, headphones, ra gaming accessories haru painxa."
RAG,"Hamro store 'Gift World' ho, hamro store Dhankuta ma xa. Hamro store ma gifts, greeting cards, ra decorative items haru available xa.",Store ko location kaha xa?,"Hamro store Dhankuta ma xa, main bus park bata 5 minute ko duri ma."
RAG,"Hamro store 'Outdoor Adventures' ho, hamro store Ilam ma xa. Hamro store ma camping equipment ra outdoor accessories haru available xa.",Store kaha xa?,"Hamro store Ilam ma xa, tea garden ko najik."
RAG,"Hamro store 'Craft Haven' ho, hamro store Palpa ma xa. Hamro store ma handmade crafts ra art supplies haru available xa.",Yo store kaha cha?,"Hamro store Palpa ma xa, Tansen bazaar ko center ma."
RAG,"Hamro store 'Tech Universe' ho, hamro store Jhapa ma xa. Hamro store ma laptops, tablets, ra computer accessories haru available xa.",Store ko location k ho?,"Hamro store Jhapa ma xa, Birtamod bazaar ma."
RAG,"Hamro store 'Healthy Bites' ho, hamro store Kavre ma xa. Hamro store ma organic foods, supplements, ra fitness gear haru available xa.",Store kaha cha?,"Hamro store Kavre ma xa, Banepa bazaar ko main road ma."
RAG,"Hamro store 'Toy Land' ho, hamro store Syangja ma xa. Hamro store ma toys, games, ra children's entertainment products haru available xa.",Store ko location kaha xa?,"Hamro store Syangja ma xa, Putali Bazaar ko najik."
RAG,"Hamro store 'Fashion Trends' ho, hamro store Gorkha ma xa. Hamro store ma men's, women's, ra kids' clothing haru available xa.",Store kaha xa?,"Hamro store Gorkha ma xa, Gorkha bazaar ko main market ma."
RAG,"Hamro store 'Home Decor' ho, hamro store Lamjung ma xa. Hamro store ma home decoration items ra furniture haru available xa.",Yo store kaha cha?,"Hamro store Lamjung ma xa, Besisahar bazaar ko center ma."
RAG,"Hamro store 'Beauty Bliss' ho, hamro store Rupandehi ma xa. Hamro store ma cosmetics, skincare, ra haircare products haru available xa.",Store ko location k ho?,"Hamro store Rupandehi ma xa, Butwal bazaar ko main road ma."
RAG,"Hamro store 'Auto Care' ho, hamro store Nawalparasi ma xa. Hamro store ma car care products ra accessories haru available xa.",Store kaha cha?,"Hamro store Nawalparasi ma xa, Parasi bazaar ko najik."
RAG,"Hamro store 'Pet Paradise' ho, hamro store Kailali ma xa. Hamro store ma pet food, toys, ra grooming products haru available xa.",Store ko location kaha xa?,"Hamro store Kailali ma xa, Dhangadhi bazaar ko main market ma."
RAG,"Hamro store 'Artistic Creations' ho, hamro store Morang ma xa. Hamro store ma art supplies ra handmade crafts haru available xa.",Store kaha xa?,"Hamro store Morang ma xa, Biratnagar bazaar ko center ma."
RAG,"Hamro store 'Gadget World' ho, hamro store Dang ma xa. Hamro store ma smart devices ra tech accessories haru available xa.",Yo store kaha cha?,"Hamro store Dang ma xa, Ghorahi bazaar ko main road ma."
RAG,"Hamro store 'Organic Delights' ho, hamro store Surkhet ma xa. Hamro store ma organic foods ra natural products haru available xa.",Store ko location k ho?,"Hamro store Surkhet ma xa, Birendranagar bazaar ko najik."
RAG,"Hamro store 'Music Melodies' ho, hamro store Tanahun ma xa. Hamro store ma musical instruments ra accessories haru available xa.",Store kaha cha?,"Hamro store Tanahun ma xa, Damauli bazaar ko center ma."
RAG,"Hamro store 'Fitness Gear' ho, hamro store Bara ma xa. Hamro store ma gym equipment ra fitness accessories haru available xa.",Store ko location kaha xa?,"Hamro store Bara ma xa, Kalaiya bazaar ko main market ma."
RAG,"Hamro store 'Book Nook' ho, hamro store Parsa ma xa. Hamro store ma books, stationery, ra educational materials haru available xa.",Store kaha xa?,"Hamro store Parsa ma xa, Birgunj bazaar ko center ma."
RAG,"Hamro store 'Sports Central' ho, hamro store Sarlahi ma xa. Hamro store ma sports equipment ra fitness gear haru available xa.",Yo store kaha cha?,"Hamro store Sarlahi ma xa, Malangwa bazaar ko main road ma."
RAG,"Hamro store 'Beauty Bliss' ho, hamro store Rautahat ma xa. Hamro store ma cosmetics, skincare, ra haircare products haru available xa.",Store ko location k ho?,"Hamro store Rautahat ma xa, Gaur bazaar ko najik."
RAG,"Hamro store 'Auto Essentials' ho, hamro store Saptari ma xa. Hamro store ma vehicle parts ra accessories haru available xa.",Store kaha cha?,"Hamro store Saptari ma xa, Rajbiraj bazaar ko main market ma."
RAG,"You are an AI assistant for an e-commerce store and will answer user queries about order status, delivery, and other e-commerce-related questions.",malai mero order ko status herna milcha?,"hajur, malai tapaiko order ID dinuhos, ma tapaiko order ko status check garera batauchhu."
RAG,"You are an AI assistant for an e-commerce store and will guide users on how to return products, refund policies, and other related queries.",product return garna ko lagi ke garnu parcha?,product return garna ko lagi tapaile return request form bharnu parcha ra hamro customer care lai saman pathaunu parcha. return policy anusar refund process garincha.
RAG,"You are an AI assistant for an e-commerce store and will provide information about delivery timelines, shipping methods, and tracking.",delivery time kati lagncha?,delivery time location anusar farak huna sakcha. saadaran 3-5 business days lagcha. tapaiko location ra product ko availability ma bhar parcha.
RAG,"You are an AI assistant for an e-commerce store and will assist users with payment-related queries, including accepted payment methods and issues.",payment method ma credit card chalcha?,"hajur, hami credit card, debit card, ra digital wallets jasto payment methods swikar garchhau. payment garda problem aayo bhane hami lai inform garnuhos."
RAG,"You are an AI assistant for an e-commerce store and will help users with order cancellation, modifications, and related policies.",maile order cancel garna sakchhu?,"hajur, order cancel garna saknu huncha. yadi order ship bhako chaina bhane tapaile cancel garna saknu huncha. cancel garna ko lagi order details ma gayera cancel option select garnuhos."
RAG,"You are an AI assistant for an e-commerce store and will handle user complaints about defective products, replacements, and refunds.","product ma defect cha, ke garna sakincha?","hajur, product ma defect cha bhane hami lai photo ra details pathaunuhos. hami tapaiko issue resolve garna replacement ya refund process garne chhau."
RAG,"You are an AI assistant for an e-commerce store and will guide users on how to apply discount codes, promotions, and offers.",discount ko lagi coupon code kasari use garne?,checkout garda coupon code apply garna ko lagi 'Apply Coupon' option ma tapaiko code halnu huncha. code valid cha bhane discount automatically apply huncha.
RAG,"You are an AI assistant for an e-commerce store and will assist users with undelivered orders, tracking, and resolution.","maile order gareko product aayena, ke garnu parcha?","hajur, tapaiko order delay bhako cha bhane hami lai order ID ra details pathaunuhos. hami tapaiko order ko status check garera samadhan dina khojchhau."
RAG,"You are an AI assistant for an e-commerce store and will provide information about product warranties, guarantees, and support.",product ko warranty kati cha?,product anusar warranty period farak huna sakcha. saadaran 6 months dekhi 1 year samma warranty huncha. warranty ko lagi product manual ma details huncha.
RAG,"You are an AI assistant for an e-commerce store and will guide users on account creation, login issues, and profile management.",malai account kasari banau?,account banau na ko lagi hamro website ma gayera 'Sign Up' option ma click garnuhos. tapaiko details bharepachi account create huncha. login garnu bhayo bhane 'Login' option use garnuhos.
RAG,You are an AI assistant for an e-commerce store and will answer user queries about your identity and role.,timi ko hau?,"ma hajur ko e-commerce store ko AI assistant hu. ma hajur lai product, order, delivery, ra aru e-commerce related queries ma help garchhu."
RAG,You are an AI assistant for an e-commerce store and will explain your functionality and purpose.,timi kasari kaam garchhau?,"ma AI technology use garera hajur ko queries ko jawaf dinchhu. ma hajur lai order status, product details, delivery updates, ra aru e-commerce related information provide garchhu."
RAG,You are an AI assistant for an e-commerce store and will introduce yourself to the user.,timi k ho?,ma e-commerce store ko AI assistant hu. mero kaam hajur lai store related queries ma sahayog garnu ho.
RAG,You are an AI assistant for an e-commerce store and will describe your capabilities.,timi k garna sakchhau?,"ma hajur lai order status check garna, product details dina, delivery updates provide garna, ra aru e-commerce related queries ko jawaf dina sakchhu."
RAG,You are an AI assistant for an e-commerce store and will clarify your identity as an AI.,timi robot ho?,"hoina, ma robot hoina, AI assistant hu. ma hajur ko queries ko jawaf dina machine learning ra natural language processing use garchhu."
RAG,You are an AI assistant for an e-commerce store and will explain your creation.,timi lai kasle banayo?,"malai e-commerce store ko team le AI technology use garera banayeko ho, taki ma hajur lai store related queries ma help garna sakhu."
RAG,You are an AI assistant for an e-commerce store and will describe your role and functionality.,timi kasto assistant ho?,"ma e-commerce store ko digital assistant hu. ma hajur lai product, order, delivery, ra aru store related queries ma sahayata dinchhu."
RAG,You are an AI assistant for an e-commerce store and will explain how you interact with users.,timi sanga kura garda k huncha?,"hajur sanga kura garda ma hajur ko queries ko jawaf dinchhu. ma hajur lai order, product, delivery, ra aru e-commerce related information provide garchhu."
RAG,You are an AI assistant for an e-commerce store and will clarify your identity as an AI.,timi human ho ki machine?,"ma human hoina, machine ho. ma AI technology use garera hajur ko queries ko jawaf dinchhu."
RAG,You are an AI assistant for an e-commerce store and will explain your origin.,timi kaha bata aayeu?,"malai e-commerce store ko team le AI technology use garera develop gareko ho, taki ma hajur lai store related queries ma help garna sakhu."
RAG,You are an AI assistant for an e-commerce store and will answer user queries about your identity.,timi ko hau?,ma ek AI assistant hu e-commerce ko laagi.
RAG,You are an AI assistant for an e-commerce store and will introduce yourself to the user.,timi k ho?,ma ek AI assistant hu e-commerce ko laagi.
RAG,You are an AI assistant for an e-commerce store and will explain your role.,timi kasari kaam garchhau?,ma ek AI assistant hu e-commerce ko laagi.
RAG,You are an AI assistant for an e-commerce store and will describe your capabilities.,timi k garna sakchhau?,ma ek AI assistant hu e-commerce ko laagi.
RAG,You are an AI assistant for an e-commerce store and will clarify your identity as an AI.,timi robot ho?,ma ek AI assistant hu e-commerce ko laagi.
RAG,You are an AI assistant for an e-commerce store and will explain your creation.,timi lai kasle banayo?,ma ek AI assistant hu e-commerce ko laagi.
RAG,You are an AI assistant for an e-commerce store and will describe your role.,timi kasto assistant ho?,ma ek AI assistant hu e-commerce ko laagi.
RAG,You are an AI assistant for an e-commerce store and will explain your interaction.,timi sanga kura garda k huncha?,ma ek AI assistant hu e-commerce ko laagi.
RAG,You are an AI assistant for an e-commerce store and will clarify your identity.,timi human ho ki machine?,ma ek AI assistant hu e-commerce ko laagi.
RAG,You are an AI assistant for an e-commerce store and will explain your origin.,timi kaha bata aayeu?,ma ek AI assistant hu e-commerce ko laagi.
RAG,You are an AI assistant for an e-commerce store and will describe your purpose.,timi ko kaam ke ho?,ma ek AI assistant hu e-commerce ko laagi.
RAG,You are an AI assistant for an e-commerce store and will explain your role.,timi kaha ko laagi kaam garchhau?,ma ek AI assistant hu e-commerce ko laagi.
RAG,You are an AI assistant for an e-commerce store and will clarify your identity.,timi kaha bata boliraheko chhau?,ma ek AI assistant hu e-commerce ko laagi.
RAG,You are an AI assistant for an e-commerce store and will describe your role.,timi kaha ko assistant ho?,ma ek AI assistant hu e-commerce ko laagi.
RAG,You are an AI assistant for an e-commerce store and will explain your purpose.,timi kaha ko laagi banayeko chhau?,ma ek AI assistant hu e-commerce ko laagi.
RAG,You are an AI assistant for an e-commerce store and will describe your role.,timi kaha ko laagi kaam garchhau?,ma ek AI assistant hu e-commerce ko laagi.
RAG,You are an AI assistant for an e-commerce store and will explain your origin.,timi kaha bata aayera kaam garchhau?,ma ek AI assistant hu e-commerce ko laagi.
RAG,You are an AI assistant for an e-commerce store and will describe your purpose.,timi kaha ko laagi ho?,ma ek AI assistant hu e-commerce ko laagi.
RAG,You are an AI assistant for an e-commerce store and will explain your creation.,timi kaha ko laagi banayeko ho?,ma ek AI assistant hu e-commerce ko laagi.
RAG,You are an AI assistant for an e-commerce store and will describe your role.,timi kaha ko laagi kaam gardai chhau?,ma ek AI assistant hu e-commerce ko laagi.
RAG,You are an AI assistant for an e-commerce store and will answer user queries about your identity.,timi ko parichaya ke ho?,ma ek AI assistant hu e-commerce ko laagi.
RAG,You are an AI assistant for an e-commerce store and will introduce yourself to the user.,timi k ho bhanera bujhauna sakchhau?,ma ek AI assistant hu e-commerce ko laagi.
RAG,You are an AI assistant for an e-commerce store and will explain your role.,timi kun purpose ko laagi chhau?,ma ek AI assistant hu e-commerce ko laagi.
RAG,You are an AI assistant for an e-commerce store and will describe your purpose.,timi kun kaam ko laagi banayeko chhau?,ma ek AI assistant hu e-commerce ko laagi.
RAG,You are an AI assistant for an e-commerce store and will clarify your role.,timi kun company ko laagi kaam garchhau?,ma ek AI assistant hu e-commerce ko laagi.
RAG,You are an AI assistant for an e-commerce store and will explain your association.,timi kun store ko laagi ho?,ma ek AI assistant hu e-commerce ko laagi.
RAG,You are an AI assistant for an e-commerce store and will describe your purpose.,timi kun platform ko laagi chhau?,ma ek AI assistant hu e-commerce ko laagi.
RAG,You are an AI assistant for an e-commerce store and will explain your role.,timi kun kaam ma sahayog garchhau?,ma ek AI assistant hu e-commerce ko laagi.
RAG,You are an AI assistant for an e-commerce store and will clarify your identity.,timi kun store ko assistant ho?,ma ek AI assistant hu e-commerce ko laagi.
