category,context,question,response
open_qa,,Tihar ma kina kukur lai mitho khana dinchhan?,Tihar ma kukur lai mitho khana dinchhan kina bhane kukur lai Yamraj ko duta manainchha ra uha haru le manis lai mrityu pachhi swarg samma saath dinchan bhanera biswas garchhan.
open_qa,,Nepal ma sabai bhanda popular khana k ho?,Nepal ma sabai bhanda popular khana dal bhat ho. Yo sabai thau ma paainchha ra sabai le mitho lagchha.
open_qa,,Kathmandu ko sabai bhanda famous place k ho?,Kathmandu ko sabai bhanda famous place durbar square ho. Yo historical ra cultural importance bhayeko thau ho.
open_qa,,Nepal ma kati wota rastraiya bank chha?,Nepal ma 27 wota rastraiya bank chha.
open_qa,,Pokhara ma kaha kaha ghumna ramro?,"Pokhara ma Fewa Tal, Davis Falls, Mahendra Cave, World Peace Pagoda, ra Sarangkot ghumna ramro thau haru hun."
open_qa,,Nepal ko national animal k ho?,Nepal ko national animal cow ho.
open_qa,,Nepal ma kati wota jatiya bhasa chha?,Nepal ma 123 wota jatiya bhasa chha.
open_qa,,Chiya ko satha k k khana mitho lagchha?,"Chiya ko satha samosa, chiura, biscuits, ra pakoda mitho lagchha."
open_qa,,Nepal ko sabai bhanda sano jilla k ho?,Nepal ko sabai bhanda sano jilla Bhaktapur ho.
open_qa,,Nepal ma kati wota UNESCO World Heritage Site chha?,Nepal ma 10 wota UNESCO World Heritage Site chha.
open_qa,,Nepal ko sabai bhanda popular geet k ho?,Nepal ko sabai bhanda popular geet 'Resham Firiri' ho.
open_qa,,Nepal ma kati wota province chha?,Nepal ma 7 wota province chha.
open_qa,,Nepal ko sabai bhanda popular festival k ho?,Nepal ko sabai bhanda popular festival Dashain ra Tihar ho.
open_qa,,Kathmandu bata Pokhara samma kati km chha?,Kathmandu bata Pokhara samma lagbhag 200 km chha.
open_qa,,Nepal ma kati wota airport chha?,Nepal ma 47 wota airport chha.
open_qa,,Nepal ko sabai bhanda popular dance k ho?,Nepal ko sabai bhanda popular dance 'Maruni' ho.
open_qa,,Nepal ma kati wota national park chha?,Nepal ma 20 wota national park chha.
open_qa,,Nepal ko sabai bhanda popular sport k ho?,Nepal ko sabai bhanda popular sport football ho.
open_qa,,Nepal ma kati wota district court chha?,Nepal ma 77 wota district court chha.
open_qa,,Nepal ko sabai bhanda popular TV show k ho?,Nepal ko sabai bhanda popular TV show 'Meri Bassai' ho.
open_qa,,Nepal ma kati wota radio station chha?,Nepal ma 600 bhanda badhi radio station chha.
open_qa,,Nepal ko sabai bhanda popular movie k ho?,Nepal ko sabai bhanda popular movie 'Loot' ho.
open_qa,,Nepal ma kati wota university chha?,Nepal ma 11 wota university chha.
open_qa,,Nepal ko sabai bhanda popular temple k ho?,Nepal ko sabai bhanda popular temple Pashupatinath ho.
open_qa,,Nepal ma kati wota hospital chha?,Nepal ma 200 bhanda badhi hospital chha.
open_qa,,Nepal ko sabai bhanda popular street food k ho?,Nepal ko sabai bhanda popular street food chatpate ra panipuri ho.
open_qa,,Nepal ma kati wota cinema hall chha?,Nepal ma 100 bhanda badhi cinema hall chha.
open_qa,,Nepal ko sabai bhanda popular book k ho?,Nepal ko sabai bhanda popular book 'Muna Madan' ho.
open_qa,,Nepal ma kati wota museum chha?,Nepal ma 50 bhanda badhi museum chha.
open_qa,,Nepal ma internet kaile suru bhayo?,Nepal ma internet 1994 ma suru bhayo.
open_qa,,Nepal ko sabai bhanda popular YouTuber ko hun?,"Nepal ko sabai bhanda popular YouTuber ma Aayu ra Pihu, Omg Nepal, ra The Sandeep rai jasta channel haru parchan."
open_qa,,Nepal ma sabai bhanda badhi population kaha chha?,Nepal ma sabai bhanda badhi population Kathmandu ma chha.
open_qa,,Nepal ko sabai bhanda sano jilla kun ho?,Nepal ko sabai bhanda sano jilla Bhaktapur ho.
open_qa,,Nepal ma kati wota mobile company chha?,"Nepal ma lagbhag 5 wota mobile company chha, jasma Ncell ra Nepal Telecom popular chhan."
open_qa,,Nepal ko sabai bhanda popular social media k ho?,Nepal ko sabai bhanda popular social media Facebook ra TikTok ho.
open_qa,,Nepal ma sabai bhanda badhi rainfall kaha hunchha?,Nepal ma sabai bhanda badhi rainfall Pokhara ma hunchha.
open_qa,,Nepal ko sabai bhanda popular comedian ko hun?,"Nepal ko sabai bhanda popular comedian ma Manoj Gajurel, Sitaram Kattel (Dhurmus), ra Deepak Raj Giri parchan."
open_qa,,Nepal ma kati wota international airport chha?,"Nepal ma 3 wota international airport chha: Kathmandu, Pokhara, ra Bhairahawa."
open_qa,,Nepal ko sabai bhanda popular singer ko hun?,"Nepal ko sabai bhanda popular singer ma Narayan Gopal, Ani Choying Dolma, ra Nima Rumba parchan."
open_qa,,Nepal ma kati wota stadium chha?,Nepal ma lagbhag 20 wota stadium chha.
open_qa,,Nepal ko sabai bhanda popular actor ko hun?,"Nepal ko sabai bhanda popular actor ma Rajesh Hamal, Dayahang Rai, ra Bhuwan KC parchan."
open_qa,,Nepal ma kati wota river chha?,"Nepal ma 6,000 bhanda badhi river chha."
open_qa,,Nepal ko sabai bhanda popular festival kun ho?,Nepal ko sabai bhanda popular festival Dashain ra Tihar ho.
open_qa,,Nepal ma kati wota mountain chha?,"Nepal ma 1,310 bhanda badhi mountain chha."
open_qa,,Nepal ko sabai bhanda popular TV channel kun ho?,Nepal ko sabai bhanda popular TV channel Kantipur TV ra Nepal TV ho.
open_qa,,Nepal ma kati wota lake chha?,"Nepal ma 5,000 bhanda badhi lake chha."
open_qa,,Nepal ko sabai bhanda popular radio station kun ho?,Nepal ko sabai bhanda popular radio station Radio Nepal ho.
open_qa,,Nepal ma kati wota highway chha?,Nepal ma lagbhag 10 wota highway chha.
open_qa,,Nepal ko sabai bhanda popular newspaper kun ho?,Nepal ko sabai bhanda popular newspaper Kantipur ra The Himalayan Times ho.
open_qa,,Nepal ma kati wota museum chha?,Nepal ma lagbhag 50 wota museum chha.
open_qa,,Nepal ko sabai bhanda popular food k ho?,Nepal ko sabai bhanda popular food momo ra dal bhat ho.
open_qa,,Nepal ma kati wota cinema hall chha?,Nepal ma lagbhag 100 wota cinema hall chha.
open_qa,,Nepal ko sabai bhanda popular book kun ho?,Nepal ko sabai bhanda popular book 'Muna Madan' ho.
open_qa,,Nepal ma kati wota school chha?,"Nepal ma 35,000 bhanda badhi school chha."
open_qa,,Nepal ko sabai bhanda popular sport k ho?,Nepal ko sabai bhanda popular sport football ho.
open_qa,,Nepal ma kati wota college chha?,"Nepal ma 1,500 bhanda badhi college chha."
open_qa,,Nepal ko sabai bhanda popular temple kun ho?,Nepal ko sabai bhanda popular temple Pashupatinath ho.
open_qa,,Nepal ma kati wota hospital chha?,Nepal ma 200 bhanda badhi hospital chha.
open_qa,,Nepal ko sabai bhanda popular street food k ho?,Nepal ko sabai bhanda popular street food chatpate ra panipuri ho.
open_qa,,Nepal ma kati wota university chha?,Nepal ma 11 wota university chha.
open_qa,,Nepal ko sabai bhanda popular dance kun ho?,Nepal ko sabai bhanda popular dance 'Maruni' ho.
open_qa,,Nepal ma kati wota national park chha?,Nepal ma 20 wota national park chha.
open_qa,,Nepal ko sabai bhanda popular movie kun ho?,Nepal ko sabai bhanda popular movie 'Loot' ho.
open_qa,,Nepal ma kati wota radio station chha?,Nepal ma 600 bhanda badhi radio station chha.
open_qa,,Nepal ko sabai bhanda popular TV show kun ho?,Nepal ko sabai bhanda popular TV show 'Meri Bassai' ho.
open_qa,,Nepal ma kati wota district court chha?,Nepal ma 77 wota district court chha.
open_qa,,Nepal ko sabai bhanda popular geet kun ho?,Nepal ko sabai bhanda popular geet 'Resham Firiri' ho.
open_qa,,Nepal ma kati wota province chha?,Nepal ma 7 wota province chha.
open_qa,,Nepal ko sabai bhanda popular festival kun ho?,Nepal ko sabai bhanda popular festival Dashain ra Tihar ho.
open_qa,,Kathmandu bata Pokhara samma kati km chha?,Kathmandu bata Pokhara samma lagbhag 200 km chha.
open_qa,,Nepal ma kati wota airport chha?,Nepal ma 47 wota airport chha.
open_qa,,Nepal ko sabai bhanda popular dance kun ho?,Nepal ko sabai bhanda popular dance 'Maruni' ho.
open_qa,,Nepal ma kati wota national park chha?,Nepal ma 20 wota national park chha.
open_qa,,Nepal ko sabai bhanda popular sport k ho?,Nepal ko sabai bhanda popular sport football ho.
open_qa,,Nepal ma kati wota district court chha?,Nepal ma 77 wota district court chha.
open_qa,,Nepal ko sabai bhanda popular TV show kun ho?,Nepal ko sabai bhanda popular TV show 'Meri Bassai' ho.
open_qa,,Nepal ma kati wota radio station chha?,Nepal ma 600 bhanda badhi radio station chha.
open_qa,,Nepal ko sabai bhanda popular movie kun ho?,Nepal ko sabai bhanda popular movie 'Loot' ho.
open_qa,,World War II kaile suru bhayo?,World War II 1939 ma suru bhayo.
open_qa,,Moon ma pahila pugne manche ko naam k ho?,Moon ma pahila pugne manche ko naam Neil Armstrong ho.
open_qa,,Earth ko sabai bhanda badhi garam thau kaha chha?,"Earth ko sabai bhanda badhi garam thau Death Valley, USA ma chha."
open_qa,,Facebook ko founder ko naam k ho?,Facebook ko founder ko naam Mark Zuckerberg ho.
open_qa,,Solar system ma kati wota planet chha?,Solar system ma 8 wota planet chha.
open_qa,,World ko sabai bhanda lambo nadi kun ho?,World ko sabai bhanda lambo nadi Nile ho.
open_qa,,Einstein ko famous theory ko naam k ho?,Einstein ko famous theory ko naam Theory of Relativity ho.
open_qa,,World ko sabai bhanda sano desh kun ho?,World ko sabai bhanda sano desh Vatican City ho.
open_qa,,World ko sabai bhanda popular sport k ho?,World ko sabai bhanda popular sport football ho.
open_qa,,World ko sabai bhanda badhi population bhayeko desh kun ho?,World ko sabai bhanda badhi population bhayeko desh China ho.
open_qa,,World ko sabai bhanda badhi GDP bhayeko desh kun ho?,World ko sabai bhanda badhi GDP bhayeko desh USA ho.
open_qa,,World ko sabai bhanda popular social media kun ho?,World ko sabai bhanda popular social media Facebook ho.
open_qa,,World ko sabai bhanda popular movie series kun ho?,World ko sabai bhanda popular movie series Marvel Cinematic Universe ho.
open_qa,,World ko sabai bhanda popular singer ko naam k ho?,"World ko sabai bhanda popular singer ma Taylor Swift, BTS, ra Beyoncé parchan."
open_qa,,World ko sabai bhanda popular book kun ho?,World ko sabai bhanda popular book 'Harry Potter' series ho.
open_qa,,World ko sabai bhanda popular TV show kun ho?,World ko sabai bhanda popular TV show 'Game of Thrones' ho.
open_qa,,World ko sabai bhanda popular food k ho?,World ko sabai bhanda popular food pizza ra sushi ho.
open_qa,,World ko sabai bhanda popular car brand kun ho?,World ko sabai bhanda popular car brand Toyota ho.
open_qa,,World ko sabai bhanda popular smartphone brand kun ho?,World ko sabai bhanda popular smartphone brand Apple ho.
open_qa,,World ko sabai bhanda popular game kun ho?,World ko sabai bhanda popular game 'Minecraft' ho.
open_qa,,World ko sabai bhanda popular festival kun ho?,World ko sabai bhanda popular festival Christmas ho.
open_qa,,World ko sabai bhanda popular animal kun ho?,World ko sabai bhanda popular animal dog ho.
open_qa,,World ko sabai bhanda popular bird kun ho?,World ko sabai bhanda popular bird peacock ho.
open_qa,,World ko sabai bhanda popular flower kun ho?,World ko sabai bhanda popular flower rose ho.
open_qa,,World ko sabai bhanda popular mountain kun ho?,World ko sabai bhanda popular mountain Mount Everest ho.
open_qa,,World ko sabai bhanda popular river kun ho?,World ko sabai bhanda popular river Amazon ho.
open_qa,,World ko sabai bhanda popular desert kun ho?,World ko sabai bhanda popular desert Sahara ho.
open_qa,,World ko sabai bhanda popular island kun ho?,World ko sabai bhanda popular island Hawaii ho.
open_qa,,World ko sabai bhanda popular city kun ho?,World ko sabai bhanda popular city New York ho.
open_qa,,World ko sabai bhanda popular country kun ho?,World ko sabai bhanda popular country USA ho.
open_qa,,World ko sabai bhanda popular language kun ho?,World ko sabai bhanda popular language English ho.
open_qa,,World ko sabai bhanda popular religion kun ho?,World ko sabai bhanda popular religion Christianity ho.
open_qa,,World ko sabai bhanda popular festival kun ho?,World ko sabai bhanda popular festival Diwali ho.
open_qa,,World ko sabai bhanda popular dance kun ho?,World ko sabai bhanda popular dance hip-hop ho.
open_qa,,World ko sabai bhanda popular music genre kun ho?,World ko sabai bhanda popular music genre pop ho.
open_qa,,World ko sabai bhanda popular actor ko naam k ho?,"World ko sabai bhanda popular actor ma Tom Cruise, Leonardo DiCaprio, ra Dwayne Johnson parchan."
open_qa,,World ko sabai bhanda popular scientist ko naam k ho?,"World ko sabai bhanda popular scientist ma Albert Einstein, Isaac Newton, ra Stephen Hawking parchan."
open_qa,,World ko sabai bhanda popular invention kun ho?,World ko sabai bhanda popular invention internet ho.
open_qa,,World ko sabai bhanda popular app kun ho?,World ko sabai bhanda popular app WhatsApp ho.
open_qa,,World ko sabai bhanda popular website kun ho?,World ko sabai bhanda popular website Google ho.
open_qa,,World ko sabai bhanda popular company kun ho?,World ko sabai bhanda popular company Apple ho.
open_qa,,World ko sabai bhanda popular university kun ho?,World ko sabai bhanda popular university Harvard ho.
open_qa,,World ko sabai bhanda popular museum kun ho?,World ko sabai bhanda popular museum Louvre ho.
open_qa,,World ko sabai bhanda popular landmark kun ho?,World ko sabai bhanda popular landmark Eiffel Tower ho.
open_qa,,World ko sabai bhanda popular festival kun ho?,World ko sabai bhanda popular festival Oktoberfest ho.
open_qa,,World ko sabai bhanda popular drink kun ho?,World ko sabai bhanda popular drink coffee ho.
open_qa,,World ko sabai bhanda popular snack kun ho?,World ko sabai bhanda popular snack chips ho.
open_qa,,Internet kaile invent bhayo?,Internet 1960s ma develop bhayo ra 1983 ma public use ko lagi available bhayo.
open_qa,,World ko sabai bhanda badhi population bhayeko city kun ho?,"World ko sabai bhanda badhi population bhayeko city Tokyo, Japan ho."
open_qa,,World ko sabai bhanda lambo bridge kun ho?,"World ko sabai bhanda lambo bridge Danyang-Kunshan Grand Bridge, China ho."
open_qa,,World ko sabai bhanda badhi rainfall bhayeko thau kaha chha?,"World ko sabai bhanda badhi rainfall bhayeko thau Mawsynram, India ma chha."
open_qa,,World ko sabai bhanda sano country kun ho?,World ko sabai bhanda sano country Vatican City ho.
open_qa,,World ko sabai bhanda popular social media app kun ho?,World ko sabai bhanda popular social media app Facebook ho.
open_qa,,World ko sabai bhanda popular video game kun ho?,World ko sabai bhanda popular video game 'Minecraft' ho.
open_qa,,World ko sabai bhanda popular movie kun ho?,World ko sabai bhanda popular movie 'Avatar' ho.
open_qa,,World ko sabai bhanda popular TV series kun ho?,World ko sabai bhanda popular TV series 'Game of Thrones' ho.
open_qa,,World ko sabai bhanda popular music artist ko naam k ho?,"World ko sabai bhanda popular music artist ma Taylor Swift, BTS, ra Drake parchan."
open_qa,,World ko sabai bhanda popular book series kun ho?,World ko sabai bhanda popular book series 'Harry Potter' ho.
open_qa,,World ko sabai bhanda popular car kun ho?,World ko sabai bhanda popular car Toyota Corolla ho.
open_qa,,World ko sabai bhanda popular smartphone kun ho?,World ko sabai bhanda popular smartphone iPhone ho.
open_qa,,World ko sabai bhanda popular sport kun ho?,World ko sabai bhanda popular sport football ho.
open_qa,,World ko sabai bhanda popular festival kun ho?,World ko sabai bhanda popular festival Christmas ho.
open_qa,,World ko sabai bhanda popular animal kun ho?,World ko sabai bhanda popular animal dog ho.
open_qa,,World ko sabai bhanda popular bird kun ho?,World ko sabai bhanda popular bird peacock ho.
open_qa,,World ko sabai bhanda popular flower kun ho?,World ko sabai bhanda popular flower rose ho.
open_qa,,World ko sabai bhanda popular mountain kun ho?,World ko sabai bhanda popular mountain Mount Everest ho.
open_qa,,World ko sabai bhanda popular river kun ho?,World ko sabai bhanda popular river Amazon ho.
open_qa,,World ko sabai bhanda popular desert kun ho?,World ko sabai bhanda popular desert Sahara ho.
open_qa,,World ko sabai bhanda popular island kun ho?,World ko sabai bhanda popular island Hawaii ho.
open_qa,,World ko sabai bhanda popular city kun ho?,World ko sabai bhanda popular city New York ho.
open_qa,,World ko sabai bhanda popular country kun ho?,World ko sabai bhanda popular country USA ho.
open_qa,,World ko sabai bhanda popular language kun ho?,World ko sabai bhanda popular language English ho.
open_qa,,World ko sabai bhanda popular religion kun ho?,World ko sabai bhanda popular religion Christianity ho.
open_qa,,World ko sabai bhanda popular dance kun ho?,World ko sabai bhanda popular dance hip-hop ho.
open_qa,,World ko sabai bhanda popular music genre kun ho?,World ko sabai bhanda popular music genre pop ho.
open_qa,,World ko sabai bhanda popular actor ko naam k ho?,"World ko sabai bhanda popular actor ma Tom Cruise, Leonardo DiCaprio, ra Dwayne Johnson parchan."
open_qa,,World ko sabai bhanda popular scientist ko naam k ho?,"World ko sabai bhanda popular scientist ma Albert Einstein, Isaac Newton, ra Stephen Hawking parchan."
open_qa,,World ko sabai bhanda popular invention kun ho?,World ko sabai bhanda popular invention internet ho.
open_qa,,World ko sabai bhanda popular app kun ho?,World ko sabai bhanda popular app WhatsApp ho.
open_qa,,World ko sabai bhanda popular website kun ho?,World ko sabai bhanda popular website Google ho.
open_qa,,World ko sabai bhanda popular company kun ho?,World ko sabai bhanda popular company Apple ho.
open_qa,,World ko sabai bhanda popular university kun ho?,World ko sabai bhanda popular university Harvard ho.
open_qa,,World ko sabai bhanda popular museum kun ho?,World ko sabai bhanda popular museum Louvre ho.
open_qa,,World ko sabai bhanda popular landmark kun ho?,World ko sabai bhanda popular landmark Eiffel Tower ho.
open_qa,,World ko sabai bhanda popular festival kun ho?,World ko sabai bhanda popular festival Oktoberfest ho.
open_qa,,World ko sabai bhanda popular drink kun ho?,World ko sabai bhanda popular drink coffee ho.
open_qa,,World ko sabai bhanda popular snack kun ho?,World ko sabai bhanda popular snack chips ho.
open_qa,,World ko sabai bhanda popular cartoon character kun ho?,World ko sabai bhanda popular cartoon character Mickey Mouse ho.
open_qa,,World ko sabai bhanda popular superhero kun ho?,World ko sabai bhanda popular superhero Spider-Man ho.
open_qa,,World ko sabai bhanda popular anime kun ho?,World ko sabai bhanda popular anime 'Naruto' ho.
open_qa,,World ko sabai bhanda popular song kun ho?,World ko sabai bhanda popular song 'Shape of You' by Ed Sheeran ho.
open_qa,,World ko sabai bhanda popular movie franchise kun ho?,World ko sabai bhanda popular movie franchise Marvel Cinematic Universe ho.
open_qa,,World ko sabai bhanda popular sportsperson ko naam k ho?,"World ko sabai bhanda popular sportsperson ma Cristiano Ronaldo, Lionel Messi, ra Serena Williams parchan."
open_qa,,World ko sabai bhanda popular festival kun ho?,World ko sabai bhanda popular festival Diwali ho.
open_qa,,World ko sabai bhanda badhi volcano bhayeko desh kun ho?,World ko sabai bhanda badhi volcano bhayeko desh Indonesia ho.
open_qa,,World ko sabai bhanda popular cartoon kun ho?,World ko sabai bhanda popular cartoon 'Tom and Jerry' ho.
open_qa,,World ko sabai bhanda popular superhero team kun ho?,World ko sabai bhanda popular superhero team Avengers ho.
open_qa,,World ko sabai bhanda popular fast food chain kun ho?,World ko sabai bhanda popular fast food chain McDonald's ho.
open_qa,,World ko sabai bhanda popular soft drink kun ho?,World ko sabai bhanda popular soft drink Coca-Cola ho.
open_qa,,World ko sabai bhanda popular chocolate brand kun ho?,World ko sabai bhanda popular chocolate brand Cadbury ho.
open_qa,,World ko sabai bhanda popular ice cream brand kun ho?,World ko sabai bhanda popular ice cream brand Ben & Jerry's ho.
open_qa,,World ko sabai bhanda popular coffee chain kun ho?,World ko sabai bhanda popular coffee chain Starbucks ho.
open_qa,,World ko sabai bhanda popular pizza chain kun ho?,World ko sabai bhanda popular pizza chain Domino's ho.
open_qa,,World ko sabai bhanda popular burger chain kun ho?,World ko sabai bhanda popular burger chain Burger King ho.
open_qa,,World ko sabai bhanda popular sandwich chain kun ho?,World ko sabai bhanda popular sandwich chain Subway ho.
open_qa,,World ko sabai bhanda popular fried chicken chain kun ho?,World ko sabai bhanda popular fried chicken chain KFC ho.
open_qa,,World ko sabai bhanda popular sushi chain kun ho?,World ko sabai bhanda popular sushi chain Sushi King ho.
open_qa,,World ko sabai bhanda popular taco chain kun ho?,World ko sabai bhanda popular taco chain Taco Bell ho.
open_qa,,World ko sabai bhanda popular donut chain kun ho?,World ko sabai bhanda popular donut chain Dunkin' Donuts ho.
open_qa,,World ko sabai bhanda popular bakery chain kun ho?,World ko sabai bhanda popular bakery chain Baskin-Robbins ho.
open_qa,,World ko sabai bhanda popular candy brand kun ho?,World ko sabai bhanda popular candy brand M&M's ho.
open_qa,,World ko sabai bhanda popular gum brand kun ho?,World ko sabai bhanda popular gum brand Trident ho.
open_qa,,World ko sabai bhanda popular snack brand kun ho?,World ko sabai bhanda popular snack brand Lay's ho.
open_qa,,World ko sabai bhanda popular chip brand kun ho?,World ko sabai bhanda popular chip brand Pringles ho.
open_qa,,World ko sabai bhanda popular energy drink kun ho?,World ko sabai bhanda popular energy drink Red Bull ho.
open_qa,,World ko sabai bhanda popular juice brand kun ho?,World ko sabai bhanda popular juice brand Tropicana ho.
open_qa,,World ko sabai bhanda popular water brand kun ho?,World ko sabai bhanda popular water brand Evian ho.
open_qa,,World ko sabai bhanda popular tea brand kun ho?,World ko sabai bhanda popular tea brand Lipton ho.
open_qa,,World ko sabai bhanda popular beer brand kun ho?,World ko sabai bhanda popular beer brand Budweiser ho.
open_qa,,World ko sabai bhanda popular wine brand kun ho?,World ko sabai bhanda popular wine brand Barefoot ho.
open_qa,,World ko sabai bhanda popular whiskey brand kun ho?,World ko sabai bhanda popular whiskey brand Jack Daniel's ho.
open_qa,,World ko sabai bhanda popular vodka brand kun ho?,World ko sabai bhanda popular vodka brand Smirnoff ho.
open_qa,,World ko sabai bhanda popular rum brand kun ho?,World ko sabai bhanda popular rum brand Bacardi ho.
open_qa,,World ko sabai bhanda popular tequila brand kun ho?,World ko sabai bhanda popular tequila brand Jose Cuervo ho.
open_qa,,World ko sabai bhanda popular gin brand kun ho?,World ko sabai bhanda popular gin brand Gordon's ho.
open_qa,,World ko sabai bhanda popular brandy brand kun ho?,World ko sabai bhanda popular brandy brand Hennessy ho.
open_qa,,World ko sabai bhanda popular champagne brand kun ho?,World ko sabai bhanda popular champagne brand Moët & Chandon ho.
open_qa,,World ko sabai bhanda popular cognac brand kun ho?,World ko sabai bhanda popular cognac brand Rémy Martin ho.
open_qa,,World ko sabai bhanda popular liqueur brand kun ho?,World ko sabai bhanda popular liqueur brand Baileys ho.
open_qa,,World ko sabai bhanda popular cider brand kun ho?,World ko sabai bhanda popular cider brand Strongbow ho.
open_qa,,World ko sabai bhanda popular sake brand kun ho?,World ko sabai bhanda popular sake brand Gekkeikan ho.
open_qa,,World ko sabai bhanda popular soju brand kun ho?,World ko sabai bhanda popular soju brand Jinro ho.
open_qa,,World ko sabai bhanda popular brand kun ho?,World ko sabai bhanda popular brand Coca-Cola ho.
open_qa,,World ko sabai bhanda popular car brand kun ho?,World ko sabai bhanda popular car brand Toyota ho.
open_qa,,World ko sabai bhanda popular motorcycle brand kun ho?,World ko sabai bhanda popular motorcycle brand Harley-Davidson ho.
open_qa,,World ko sabai bhanda popular bicycle brand kun ho?,World ko sabai bhanda popular bicycle brand Trek ho.
open_qa,,World ko sabai bhanda popular watch brand kun ho?,World ko sabai bhanda popular watch brand Rolex ho.
open_qa,,World ko sabai bhanda popular jewelry brand kun ho?,World ko sabai bhanda popular jewelry brand Tiffany & Co. ho.
open_qa,,World ko sabai bhanda popular fashion brand kun ho?,World ko sabai bhanda popular fashion brand Gucci ho.
open_qa,,World ko sabai bhanda popular shoe brand kun ho?,World ko sabai bhanda popular shoe brand Nike ho.
open_qa,,World ko sabai bhanda popular clothing brand kun ho?,World ko sabai bhanda popular clothing brand Zara ho.
open_qa,,Internet le kasari hamro jindagi lai sajilo banayo?,"Internet le hamro jindagi lai sajilo banayo online communication, information access, ra online services ko madhyam bata."
open_qa,,Artificial Intelligence bhaneko ke ho?,Artificial Intelligence (AI) bhaneko computer systems le human intelligence jastai kaam garna sakne technology ho.
open_qa,,Space ma pahila pugne manche ko naam k ho?,"Space ma pahila pugne manche ko naam Yuri Gagarin ho, jo 1961 ma space ma puge."
open_qa,,World War II ko karan ke thiyo?,"World War II ko karan ma Germany ko dictator Adolf Hitler ko aggression, Treaty of Versailles, ra international tension thiyo."
open_qa,,Climate change le kasari world lai affect garirako chha?,"Climate change le world lai rising temperatures, extreme weather, sea level rise, ra ecosystem disruption bata affect garirako chha."
open_qa,,Solar energy bhaneko ke ho?,"Solar energy bhaneko sun ko energy lai electricity ma convert garne process ho, jasto ki solar panels ko madhyam bata."
open_qa,,World ko sabai bhanda popular festival kun ho ra kina?,"World ko sabai bhanda popular festival Christmas ho, kina bhane yo Christianity ko sabai bhanda important festival ho ra worldwide manparchan."
open_qa,,E-commerce le kasari business lai change garyo?,"E-commerce le business lai online platforms ma expand garna, global reach badhauna, ra customers lai convenience provide garna madat garyo."
open_qa,,World ko sabai bhanda popular sport kun ho ra kina?,"World ko sabai bhanda popular sport football ho, kina bhane yo simple, accessible, ra worldwide fan base bhayeko chha."
open_qa,,Electric car ko future kasto dekhincha?,"Electric car ko future promising dekhincha, kina bhane environment-friendly, fuel-efficient, ra technology advancement bhayeko chha."
open_qa,,World ko sabai bhanda popular movie kun ho ra kina?,"World ko sabai bhanda popular movie 'Avatar' ho, kina bhane yo groundbreaking visual effects ra worldwide box office success bhayeko chha."
open_qa,,Robotics le kasari industries lai transform garirako chha?,"Robotics le industries lai automation, efficiency improvement, ra cost reduction bata transform garirako chha."
open_qa,,World ko sabai bhanda popular book kun ho ra kina?,"World ko sabai bhanda popular book 'Harry Potter' ho, kina bhane yo engaging storytelling ra worldwide fan base bhayeko chha."
open_qa,,Renewable energy ko importance ke ho?,"Renewable energy ko importance environment lai protect garna, fossil fuels ko dependency kam garna, ra sustainable future banauna ho."
open_qa,,World ko sabai bhanda popular TV show kun ho ra kina?,"World ko sabai bhanda popular TV show 'Game of Thrones' ho, kina bhane yo complex storytelling ra massive fan following bhayeko chha."
open_qa,,Global warming le kasari environment lai affect garirako chha?,"Global warming le environment lai rising temperatures, melting glaciers, ra extreme weather events bata affect garirako chha."
open_qa,,World ko sabai bhanda popular music genre kun ho ra kina?,"World ko sabai bhanda popular music genre pop ho, kina bhane yo catchy, universal, ra easy to listen bhayeko chha."
open_qa,,Space exploration ko future kasto dekhincha?,"Space exploration ko future bright dekhincha, kina bhane Mars colonization, asteroid mining, ra advanced technology ko development bhayeko chha."
open_qa,,World ko sabai bhanda popular social media platform kun ho ra kina?,"World ko sabai bhanda popular social media platform Facebook ho, kina bhane yo user-friendly, global reach, ra diverse features bhayeko chha."
open_qa,,Electric vehicles ko advantage ke ho?,"Electric vehicles ko advantage ma environment-friendly, fuel cost saving, ra low maintenance cost parcha."
open_qa,,World ko sabai bhanda popular video game kun ho ra kina?,"World ko sabai bhanda popular video game 'Minecraft' ho, kina bhane yo creative, open-world, ra multiplayer features bhayeko chha."
open_qa,,Artificial Intelligence le kasari daily life lai affect garirako chha?,"Artificial Intelligence le daily life lai smart devices, personalized recommendations, ra automation bata affect garirako chha."
open_qa,,World ko sabai bhanda popular smartphone brand kun ho ra kina?,"World ko sabai bhanda popular smartphone brand Apple ho, kina bhane yo innovative technology, user-friendly design, ra strong brand loyalty bhayeko chha."
open_qa,,Online education ko future kasto dekhincha?,"Online education ko future promising dekhincha, kina bhane accessibility, flexibility, ra technology integration bhayeko chha."
open_qa,,World ko sabai bhanda popular car brand kun ho ra kina?,"World ko sabai bhanda popular car brand Toyota ho, kina bhane yo reliable, fuel-efficient, ra affordable bhayeko chha."
open_qa,,Blockchain technology bhaneko ke ho?,"Blockchain technology bhaneko decentralized digital ledger ho, jasma transactions lai secure ra transparent banaincha."
open_qa,,World ko sabai bhanda popular fast food chain kun ho ra kina?,"World ko sabai bhanda popular fast food chain McDonald's ho, kina bhane yo global presence, consistent quality, ra affordable prices bhayeko chha."
