,category,context,question,response,instruction,prompt,eval_prompt,model_generation,model_response
1661,translate, ,Prakritik santulan rakhna ma biodiversity ko mahattva lai bado garera bhana sakinna.,The importance of biodiversity in maintaining ecological balance cannot be overstated.,Translate the text below from Nepali to English:,"<start_of_turn>system
You are helpful AI Assistant follow the user instruction.<end_of_turn>
<start_of_turn>user
Translate the text below from Nepali to English:
Prakritik santulan rakhna ma biodiversity ko mahattva lai bado garera bhana sakinna.<end_of_turn>
<start_of_turn>model
The importance of biodiversity in maintaining ecological balance cannot be overstated.","<start_of_turn>system
You are helpful AI Assistant follow the user instruction.<end_of_turn>
<start_of_turn>user
Translate the text below from Nepali to English:
Prakritik santulan rakhna ma biodiversity ko mahattva lai bado garera bhana sakinna.<end_of_turn>
<start_of_turn>model
","<bos><start_of_turn>system
You are helpful AI Assistant follow the user instruction.<end_of_turn>
<start_of_turn>user
Translate the text below from Nepali to English:
Prakritik santulan rakhna ma biodiversity ko mahattva lai bado garera bhana sakinna.<end_of_turn>
<start_of_turn>model
The importance of biodiversity in maintaining environmental balance cannot be overstated.<eos>",The importance of biodiversity in maintaining environmental balance cannot be overstated.
1662,alpaca,Investing in penny stocks is risky due to their low price and high volatility. They are often subject to market manipulation and have limited liquidity. Only invest money you can afford to lose.,Stock market ma penny stocks ma invest garna safe ho?,Penny stocks ma invest garna risky huncha kinaki uniharuko price kam ra volatility dherai huncha. Yo stocks market manipulation ma parna sakchan ra limited liquidity huncha. Matra tyo paisa invest garnu jasma loss afford garna saknuhuncha., ,"<start_of_turn>system
You are helpful AI Assistant follow the user instruction and respond in Roman Nepali language.<end_of_turn>
<start_of_turn>user
Stock market ma penny stocks ma invest garna safe ho?
Context: Investing in penny stocks is risky due to their low price and high volatility. They are often subject to market manipulation and have limited liquidity. Only invest money you can afford to lose.<end_of_turn>
<start_of_turn>model
Penny stocks ma invest garna risky huncha kinaki uniharuko price kam ra volatility dherai huncha. Yo stocks market manipulation ma parna sakchan ra limited liquidity huncha. Matra tyo paisa invest garnu jasma loss afford garna saknuhuncha.","<start_of_turn>system
You are helpful AI Assistant follow the user instruction and respond in Roman Nepali language.<end_of_turn>
<start_of_turn>user
Stock market ma penny stocks ma invest garna safe ho?
Context: Investing in penny stocks is risky due to their low price and high volatility. They are often subject to market manipulation and have limited liquidity. Only invest money you can afford to lose.<end_of_turn>
<start_of_turn>model
","<bos><start_of_turn>system
You are helpful AI Assistant follow the user instruction and respond in Roman Nepali language.<end_of_turn>
<start_of_turn>user
Stock market ma penny stocks ma invest garna safe ho?
Context: Investing in penny stocks is risky due to their low price and high volatility. They are often subject to market manipulation and have limited liquidity. Only invest money you can afford to lose.<end_of_turn>
<start_of_turn>model
Penny stocks ma invest garna risk ho, kina bhane afno price chhoto ra volatility dherai huncha. Yo chito market manipulation ko lagi suitable huncha ra liquidity pani limited huncha. Sirf risk bear garna sakne money invest garne.<eos>","Penny stocks ma invest garna risk ho, kina bhane afno price chhoto ra volatility dherai huncha. Yo chito market manipulation ko lagi suitable huncha ra liquidity pani limited huncha. Sirf risk bear garna sakne money invest garne."
1663,RAG,"Product Details: name: DJI Mini 2, price: 80000, stock: False, description: Compact drone, 4K camera, 31-minute flight time, lightweight design, easy to fly.",DJI Mini 2 ko stock status k ho?,"Hajur, DJI Mini 2 painna.", ,"<start_of_turn>system
You are an AI assistant who responds to user instructions. Use the context information to answer if it is given, and respond in Roman Nepali.<end_of_turn>
<start_of_turn>user
DJI Mini 2 ko stock status k ho?
Context: Product Details: name: DJI Mini 2, price: 80000, stock: False, description: Compact drone, 4K camera, 31-minute flight time, lightweight design, easy to fly.<end_of_turn>
<start_of_turn>model
Hajur, DJI Mini 2 painna.","<start_of_turn>system
You are an AI assistant who responds to user instructions. Use the context information to answer if it is given, and respond in Roman Nepali.<end_of_turn>
<start_of_turn>user
DJI Mini 2 ko stock status k ho?
Context: Product Details: name: DJI Mini 2, price: 80000, stock: False, description: Compact drone, 4K camera, 31-minute flight time, lightweight design, easy to fly.<end_of_turn>
<start_of_turn>model
","<bos><start_of_turn>system
You are an AI assistant who responds to user instructions. Use the context information to answer if it is given, and respond in Roman Nepali.<end_of_turn>
<start_of_turn>user
DJI Mini 2 ko stock status k ho?
Context: Product Details: name: DJI Mini 2, price: 80000, stock: False, description: Compact drone, 4K camera, 31-minute flight time, lightweight design, easy to fly.<end_of_turn>
<start_of_turn>model
Hajur, DJI Mini 2 ko stock aile chhaina.<eos>","Hajur, DJI Mini 2 ko stock aile chhaina."
1664,RAG,"Clean energy projects in Nepal, such as hydropower and solar energy, are crucial for reducing greenhouse gas emissions and achieving sustainable development.",Nepal ma clean energy projects ko importance ko barema bataunus.,Nepal ma hydropower ra solar energy jastai clean energy projects greenhouse gas emissions reduce garnu ra sustainable development achieve garna ko lagi mahatwapurna cha.,Answer the following question by looking at the context if context is given.,"<start_of_turn>system
You are an AI assistant who responds to user instructions. Use the context information to answer if it is given, and respond in Roman Nepali.<end_of_turn>
<start_of_turn>user
Nepal ma clean energy projects ko importance ko barema bataunus.
Context: Clean energy projects in Nepal, such as hydropower and solar energy, are crucial for reducing greenhouse gas emissions and achieving sustainable development.<end_of_turn>
<start_of_turn>model
Nepal ma hydropower ra solar energy jastai clean energy projects greenhouse gas emissions reduce garnu ra sustainable development achieve garna ko lagi mahatwapurna cha.","<start_of_turn>system
You are an AI assistant who responds to user instructions. Use the context information to answer if it is given, and respond in Roman Nepali.<end_of_turn>
<start_of_turn>user
Nepal ma clean energy projects ko importance ko barema bataunus.
Context: Clean energy projects in Nepal, such as hydropower and solar energy, are crucial for reducing greenhouse gas emissions and achieving sustainable development.<end_of_turn>
<start_of_turn>model
","<bos><start_of_turn>system
You are an AI assistant who responds to user instructions. Use the context information to answer if it is given, and respond in Roman Nepali.<end_of_turn>
<start_of_turn>user
Nepal ma clean energy projects ko importance ko barema bataunus.
Context: Clean energy projects in Nepal, such as hydropower and solar energy, are crucial for reducing greenhouse gas emissions and achieving sustainable development.<end_of_turn>
<start_of_turn>model
Nepal ma clean energy projects jastai hydropower ra solar energy, greenhouse gas emissions kam garna ra sustainable development achieve garna crucial chhan.<eos>","Nepal ma clean energy projects jastai hydropower ra solar energy, greenhouse gas emissions kam garna ra sustainable development achieve garna crucial chhan."
1665,RAG,"Hamro store ko name [Green Hills Mart] ho, hamro store Janakpur ma xa, Ramananda Chowk ma. Hamro contact number 041-5566778 ho.",Store ko phone number kati ho?,Hamro contact number 041-5566778 ho., ,"<start_of_turn>system
You are an AI assistant who responds to user instructions. Use the context information to answer if it is given, and respond in Roman Nepali.<end_of_turn>
<start_of_turn>user
Store ko phone number kati ho?
Context: Hamro store ko name [Green Hills Mart] ho, hamro store Janakpur ma xa, Ramananda Chowk ma. Hamro contact number 041-5566778 ho.<end_of_turn>
<start_of_turn>model
Hamro contact number 041-5566778 ho.","<start_of_turn>system
You are an AI assistant who responds to user instructions. Use the context information to answer if it is given, and respond in Roman Nepali.<end_of_turn>
<start_of_turn>user
Store ko phone number kati ho?
Context: Hamro store ko name [Green Hills Mart] ho, hamro store Janakpur ma xa, Ramananda Chowk ma. Hamro contact number 041-5566778 ho.<end_of_turn>
<start_of_turn>model
","<bos><start_of_turn>system
You are an AI assistant who responds to user instructions. Use the context information to answer if it is given, and respond in Roman Nepali.<end_of_turn>
<start_of_turn>user
Store ko phone number kati ho?
Context: Hamro store ko name [Green Hills Mart] ho, hamro store Janakpur ma xa, Ramananda Chowk ma. Hamro contact number 041-5566778 ho.<end_of_turn>
<start_of_turn>model
Hamro contact number 041-5566778 ho.<eos>",Hamro contact number 041-5566778 ho.
1666,translate, ,aaja bistarai jaanu,Go slowly today.,"Translate the given text from Roman Nepali language to English language.
","<start_of_turn>system
You are helpful AI Assistant follow the user instruction.<end_of_turn>
<start_of_turn>user
Translate the given text from Roman Nepali language to English language.

aaja bistarai jaanu<end_of_turn>
<start_of_turn>model
Go slowly today.","<start_of_turn>system
You are helpful AI Assistant follow the user instruction.<end_of_turn>
<start_of_turn>user
Translate the given text from Roman Nepali language to English language.

aaja bistarai jaanu<end_of_turn>
<start_of_turn>model
","<bos><start_of_turn>system
You are helpful AI Assistant follow the user instruction.<end_of_turn>
<start_of_turn>user
Translate the given text from Roman Nepali language to English language.

aaja bistarai jaanu<end_of_turn>
<start_of_turn>model
It’s getting late.<eos>",It’s getting late.
1667,RAG,"Nepal ko Parsa district ko Birgunj, ra border town ho, jaha Nepal-India ko trade hub cha. Birgunj ko location eastern Nepal ma cha, ra yo industrial zone ko roop ma raheko cha, jaha trade ra commerce ko kafi importance cha.",Birgunj kahaan cha?,"Birgunj Parsa district ma cha, ra Nepal-India border ko najik cha.",Answer the following question by looking at the context if context is given.,"<start_of_turn>system
You are an AI assistant who responds to user instructions. Use the context information to answer if it is given, and respond in Roman Nepali.<end_of_turn>
<start_of_turn>user
Birgunj kahaan cha?
Context: Nepal ko Parsa district ko Birgunj, ra border town ho, jaha Nepal-India ko trade hub cha. Birgunj ko location eastern Nepal ma cha, ra yo industrial zone ko roop ma raheko cha, jaha trade ra commerce ko kafi importance cha.<end_of_turn>
<start_of_turn>model
Birgunj Parsa district ma cha, ra Nepal-India border ko najik cha.","<start_of_turn>system
You are an AI assistant who responds to user instructions. Use the context information to answer if it is given, and respond in Roman Nepali.<end_of_turn>
<start_of_turn>user
Birgunj kahaan cha?
Context: Nepal ko Parsa district ko Birgunj, ra border town ho, jaha Nepal-India ko trade hub cha. Birgunj ko location eastern Nepal ma cha, ra yo industrial zone ko roop ma raheko cha, jaha trade ra commerce ko kafi importance cha.<end_of_turn>
<start_of_turn>model
","<bos><start_of_turn>system
You are an AI assistant who responds to user instructions. Use the context information to answer if it is given, and respond in Roman Nepali.<end_of_turn>
<start_of_turn>user
Birgunj kahaan cha?
Context: Nepal ko Parsa district ko Birgunj, ra border town ho, jaha Nepal-India ko trade hub cha. Birgunj ko location eastern Nepal ma cha, ra yo industrial zone ko roop ma raheko cha, jaha trade ra commerce ko kafi importance cha.<end_of_turn>
<start_of_turn>model
Birgunj, Nepal ko eastern region ma cha, ra yo industrial zone ho.<eos>","Birgunj, Nepal ko eastern region ma cha, ra yo industrial zone ho."
1668,translate, ,The local government is implementing measures to preserve the cultural heritage of the old city.,Sthaniya sarkar purano sahar ko sanskritik sampada jagnu lagi upaya haru lagu gardai cha.,"Translate the given text from English language to Roman Nepali Language language.
","<start_of_turn>system
You are helpful AI Assistant follow the user instruction.<end_of_turn>
<start_of_turn>user
Translate the given text from English language to Roman Nepali Language language.

The local government is implementing measures to preserve the cultural heritage of the old city.<end_of_turn>
<start_of_turn>model
Sthaniya sarkar purano sahar ko sanskritik sampada jagnu lagi upaya haru lagu gardai cha.","<start_of_turn>system
You are helpful AI Assistant follow the user instruction.<end_of_turn>
<start_of_turn>user
Translate the given text from English language to Roman Nepali Language language.

The local government is implementing measures to preserve the cultural heritage of the old city.<end_of_turn>
<start_of_turn>model
","<bos><start_of_turn>system
You are helpful AI Assistant follow the user instruction.<end_of_turn>
<start_of_turn>user
Translate the given text from English language to Roman Nepali Language language.

The local government is implementing measures to preserve the cultural heritage of the old city.<end_of_turn>
<start_of_turn>model
Lokasankhya le purano sahar ko sanskritik parampara rakheko karyakram haru chaliraheko cha.<eos>",Lokasankhya le purano sahar ko sanskritik parampara rakheko karyakram haru chaliraheko cha.
1669,alpaca, ,Ek jana artist ko barema ek paragraph lekha.,Ek jana artist ko naam Sunita ho. Uha ek prasiddha painter hun. Uha le dherai sundar chitra haru khechka chan. Uha ko chitra haru ma dherai rang haru prayog huncha. Uha ko chitra haru exhibition ma dherai manis haru le herna aau chan., ,"<start_of_turn>system
You are helpful AI Assistant follow the user instruction.<end_of_turn>
<start_of_turn>user
Ek jana artist ko barema ek paragraph lekha.<end_of_turn>
<start_of_turn>model
Ek jana artist ko naam Sunita ho. Uha ek prasiddha painter hun. Uha le dherai sundar chitra haru khechka chan. Uha ko chitra haru ma dherai rang haru prayog huncha. Uha ko chitra haru exhibition ma dherai manis haru le herna aau chan.","<start_of_turn>system
You are helpful AI Assistant follow the user instruction.<end_of_turn>
<start_of_turn>user
Ek jana artist ko barema ek paragraph lekha.<end_of_turn>
<start_of_turn>model
","<bos><start_of_turn>system
You are helpful AI Assistant follow the user instruction.<end_of_turn>
<start_of_turn>user
Ek jana artist ko barema ek paragraph lekha.<end_of_turn>
<start_of_turn>model
Ek jana artist ko naam Sita ho. Sita le painting garcha. Uni haru le Nepali art ko barema painting garcha. Uniharu le Nepal ko landscape, festivals, ra nature ko barema painting garcha. Sita ko paintings dherai nai popular cha.<eos>","Ek jana artist ko naam Sita ho. Sita le painting garcha. Uni haru le Nepali art ko barema painting garcha. Uniharu le Nepal ko landscape, festivals, ra nature ko barema painting garcha. Sita ko paintings dherai nai popular cha."
1670,alpaca,"IPO ma apply garna, demat account ra bank account linked garnu parcha. Brokerage platform ma IPO section ma jaane, apply garnu, ra application form fill garnu. ASBA (Application Supported by Blocked Amount) use garnu.",IPO ma kasari apply garne?,"IPO ma apply garna, demat account ra bank account linked garnu parcha. Brokerage platform ma IPO section ma jaane, apply garnu, ra ASBA use garnu.", ,"<start_of_turn>system
You are helpful AI Assistant follow the user instruction and respond in Roman Nepali language.<end_of_turn>
<start_of_turn>user
IPO ma kasari apply garne?
Context: IPO ma apply garna, demat account ra bank account linked garnu parcha. Brokerage platform ma IPO section ma jaane, apply garnu, ra application form fill garnu. ASBA (Application Supported by Blocked Amount) use garnu.<end_of_turn>
<start_of_turn>model
IPO ma apply garna, demat account ra bank account linked garnu parcha. Brokerage platform ma IPO section ma jaane, apply garnu, ra ASBA use garnu.","<start_of_turn>system
You are helpful AI Assistant follow the user instruction and respond in Roman Nepali language.<end_of_turn>
<start_of_turn>user
IPO ma kasari apply garne?
Context: IPO ma apply garna, demat account ra bank account linked garnu parcha. Brokerage platform ma IPO section ma jaane, apply garnu, ra application form fill garnu. ASBA (Application Supported by Blocked Amount) use garnu.<end_of_turn>
<start_of_turn>model
","<bos><start_of_turn>system
You are helpful AI Assistant follow the user instruction and respond in Roman Nepali language.<end_of_turn>
<start_of_turn>user
IPO ma kasari apply garne?
Context: IPO ma apply garna, demat account ra bank account linked garnu parcha. Brokerage platform ma IPO section ma jaane, apply garnu, ra application form fill garnu. ASBA (Application Supported by Blocked Amount) use garnu.<end_of_turn>
<start_of_turn>model
IPO ma apply garna, demat account ra bank account linked garnu parcha. Brokerage platform ma IPO section ma jaane, apply garnu, ra application form fill garnu. ASBA use garnu.<eos>","IPO ma apply garna, demat account ra bank account linked garnu parcha. Brokerage platform ma IPO section ma jaane, apply garnu, ra application form fill garnu. ASBA use garnu."
1671,alpaca,Order status check garna tapai le hamro website ko 'Track Order' section ma gayera tapai ko order ID halnu parcha. Order ID confirmation email ma pathaieko huncha.,Mero order ko status k ho?,Order status check garna 'Track Order' section ma gayera order ID halnus. Order ID confirmation email ma pathaieko huncha., ,"<start_of_turn>system
You are helpful AI Assistant follow the user instruction and respond in Roman Nepali language.<end_of_turn>
<start_of_turn>user
Mero order ko status k ho?
Context: Order status check garna tapai le hamro website ko 'Track Order' section ma gayera tapai ko order ID halnu parcha. Order ID confirmation email ma pathaieko huncha.<end_of_turn>
<start_of_turn>model
Order status check garna 'Track Order' section ma gayera order ID halnus. Order ID confirmation email ma pathaieko huncha.","<start_of_turn>system
You are helpful AI Assistant follow the user instruction and respond in Roman Nepali language.<end_of_turn>
<start_of_turn>user
Mero order ko status k ho?
Context: Order status check garna tapai le hamro website ko 'Track Order' section ma gayera tapai ko order ID halnu parcha. Order ID confirmation email ma pathaieko huncha.<end_of_turn>
<start_of_turn>model
","<bos><start_of_turn>system
You are helpful AI Assistant follow the user instruction and respond in Roman Nepali language.<end_of_turn>
<start_of_turn>user
Mero order ko status k ho?
Context: Order status check garna tapai le hamro website ko 'Track Order' section ma gayera tapai ko order ID halnu parcha. Order ID confirmation email ma pathaieko huncha.<end_of_turn>
<start_of_turn>model
Order status check garna 'Track Order' section ma gayera order ID halnu parcha.<eos>",Order status check garna 'Track Order' section ma gayera order ID halnu parcha.
1672,RAG,You are an AI assistant for an e-commerce store and will clarify your identity as an AI.,timi robot ho?,ma ek AI assistant hu e-commerce ko laagi., ,"<start_of_turn>system
You are an AI assistant who responds to user instructions. Use the context information to answer if it is given, and respond in Roman Nepali.<end_of_turn>
<start_of_turn>user
timi robot ho?
Context: You are an AI assistant for an e-commerce store and will clarify your identity as an AI.<end_of_turn>
<start_of_turn>model
ma ek AI assistant hu e-commerce ko laagi.","<start_of_turn>system
You are an AI assistant who responds to user instructions. Use the context information to answer if it is given, and respond in Roman Nepali.<end_of_turn>
<start_of_turn>user
timi robot ho?
Context: You are an AI assistant for an e-commerce store and will clarify your identity as an AI.<end_of_turn>
<start_of_turn>model
","<bos><start_of_turn>system
You are an AI assistant who responds to user instructions. Use the context information to answer if it is given, and respond in Roman Nepali.<end_of_turn>
<start_of_turn>user
timi robot ho?
Context: You are an AI assistant for an e-commerce store and will clarify your identity as an AI.<end_of_turn>
<start_of_turn>model
ma ek AI assistant hu e-commerce ko lagi.<eos>",ma ek AI assistant hu e-commerce ko lagi.
1673,RAG,"Nepal ko sabai bhanda rajasik rajdhani Kathmandu ho, jaha rajasik sarkari nirnay ra rajakiya gatividhi haru ko kendra ho. Kathmandu ma Nepal ko sabai rajasik prashasan, ministry, aur government offices haru sthit cha. Kathmandu ko rajasik mahatva Nepal ko rajnaitik vyavastha ko ek mahatvapurn ang ho.",Nepal ko sabai bhanda rajasik rajdhani k ho?,"Kathmandu, Nepal ko sabai bhanda rajasik rajdhani ho, jaha rajasik sarkari nirnay ra government offices haru sthit chhan.",Answer the following question by looking at the context if context is given.,"<start_of_turn>system
You are an AI assistant who responds to user instructions. Use the context information to answer if it is given, and respond in Roman Nepali.<end_of_turn>
<start_of_turn>user
Nepal ko sabai bhanda rajasik rajdhani k ho?
Context: Nepal ko sabai bhanda rajasik rajdhani Kathmandu ho, jaha rajasik sarkari nirnay ra rajakiya gatividhi haru ko kendra ho. Kathmandu ma Nepal ko sabai rajasik prashasan, ministry, aur government offices haru sthit cha. Kathmandu ko rajasik mahatva Nepal ko rajnaitik vyavastha ko ek mahatvapurn ang ho.<end_of_turn>
<start_of_turn>model
Kathmandu, Nepal ko sabai bhanda rajasik rajdhani ho, jaha rajasik sarkari nirnay ra government offices haru sthit chhan.","<start_of_turn>system
You are an AI assistant who responds to user instructions. Use the context information to answer if it is given, and respond in Roman Nepali.<end_of_turn>
<start_of_turn>user
Nepal ko sabai bhanda rajasik rajdhani k ho?
Context: Nepal ko sabai bhanda rajasik rajdhani Kathmandu ho, jaha rajasik sarkari nirnay ra rajakiya gatividhi haru ko kendra ho. Kathmandu ma Nepal ko sabai rajasik prashasan, ministry, aur government offices haru sthit cha. Kathmandu ko rajasik mahatva Nepal ko rajnaitik vyavastha ko ek mahatvapurn ang ho.<end_of_turn>
<start_of_turn>model
","<bos><start_of_turn>system
You are an AI assistant who responds to user instructions. Use the context information to answer if it is given, and respond in Roman Nepali.<end_of_turn>
<start_of_turn>user
Nepal ko sabai bhanda rajasik rajdhani k ho?
Context: Nepal ko sabai bhanda rajasik rajdhani Kathmandu ho, jaha rajasik sarkari nirnay ra rajakiya gatividhi haru ko kendra ho. Kathmandu ma Nepal ko sabai rajasik prashasan, ministry, aur government offices haru sthit cha. Kathmandu ko rajasik mahatva Nepal ko rajnaitik vyavastha ko ek mahatvapurn ang ho.<end_of_turn>
<start_of_turn>model
Nepal ko sabai bhanda rajasik rajdhani Kathmandu ho, jaha Nepal ko sabai rajasik prashasan aur government offices haru sthit cha.<eos>","Nepal ko sabai bhanda rajasik rajdhani Kathmandu ho, jaha Nepal ko sabai rajasik prashasan aur government offices haru sthit cha."
1674,alpaca,The sound of the waterfall is very soothing.,Translate the following English sentence into Roman Nepali.,Jharna ko awaz dherai shantidai chha., ,"<start_of_turn>system
You are helpful AI Assistant follow the user instruction and respond in Roman Nepali language.<end_of_turn>
<start_of_turn>user
Translate the following English sentence into Roman Nepali.
Context: The sound of the waterfall is very soothing.<end_of_turn>
<start_of_turn>model
Jharna ko awaz dherai shantidai chha.","<start_of_turn>system
You are helpful AI Assistant follow the user instruction and respond in Roman Nepali language.<end_of_turn>
<start_of_turn>user
Translate the following English sentence into Roman Nepali.
Context: The sound of the waterfall is very soothing.<end_of_turn>
<start_of_turn>model
","<bos><start_of_turn>system
You are helpful AI Assistant follow the user instruction and respond in Roman Nepali language.<end_of_turn>
<start_of_turn>user
Translate the following English sentence into Roman Nepali.
Context: The sound of the waterfall is very soothing.<end_of_turn>
<start_of_turn>model
Patan ko awaz dherai shanti dayalko hunchha.<eos>",Patan ko awaz dherai shanti dayalko hunchha.
1675,RAG,"Current Offers: 10% discount on all products with code SAVE10, Free shipping on orders above NPR 5,000.",Ahile kunai offer cha ki nai?,"Hajur, ahile hamro website ma 10% discount chalirako cha. Code: SAVE10 use garnuhos. Sath ma NPR 5,000 mathi ko order ma free shipping pani cha.",Answer the following question by looking at the context if context is given.,"<start_of_turn>system
You are an AI assistant who responds to user instructions. Use the context information to answer if it is given, and respond in Roman Nepali.<end_of_turn>
<start_of_turn>user
Ahile kunai offer cha ki nai?
Context: Current Offers: 10% discount on all products with code SAVE10, Free shipping on orders above NPR 5,000.<end_of_turn>
<start_of_turn>model
Hajur, ahile hamro website ma 10% discount chalirako cha. Code: SAVE10 use garnuhos. Sath ma NPR 5,000 mathi ko order ma free shipping pani cha.","<start_of_turn>system
You are an AI assistant who responds to user instructions. Use the context information to answer if it is given, and respond in Roman Nepali.<end_of_turn>
<start_of_turn>user
Ahile kunai offer cha ki nai?
Context: Current Offers: 10% discount on all products with code SAVE10, Free shipping on orders above NPR 5,000.<end_of_turn>
<start_of_turn>model
","<bos><start_of_turn>system
You are an AI assistant who responds to user instructions. Use the context information to answer if it is given, and respond in Roman Nepali.<end_of_turn>
<start_of_turn>user
Ahile kunai offer cha ki nai?
Context: Current Offers: 10% discount on all products with code SAVE10, Free shipping on orders above NPR 5,000.<end_of_turn>
<start_of_turn>model
Hajur, ahile 10% discount cha code SAVE10 use garera.<eos>","Hajur, ahile 10% discount cha code SAVE10 use garera."
1676,translate, ,"Marriage is an important cultural practice in Nepali society. But nowadays, young people are seeking to marry partners of their choice.",Nepali samaj ma bihe ek mahatvapurna sanskritik chha. Tara aajkal ka yuba haru le afno pasand ko sathi sanga bihe garna khojiraheka chhan.,Translate the text below from English to Nepali:,"<start_of_turn>system
You are helpful AI Assistant follow the user instruction.<end_of_turn>
<start_of_turn>user
Translate the text below from English to Nepali:
Marriage is an important cultural practice in Nepali society. But nowadays, young people are seeking to marry partners of their choice.<end_of_turn>
<start_of_turn>model
Nepali samaj ma bihe ek mahatvapurna sanskritik chha. Tara aajkal ka yuba haru le afno pasand ko sathi sanga bihe garna khojiraheka chhan.","<start_of_turn>system
You are helpful AI Assistant follow the user instruction.<end_of_turn>
<start_of_turn>user
Translate the text below from English to Nepali:
Marriage is an important cultural practice in Nepali society. But nowadays, young people are seeking to marry partners of their choice.<end_of_turn>
<start_of_turn>model
","<bos><start_of_turn>system
You are helpful AI Assistant follow the user instruction.<end_of_turn>
<start_of_turn>user
Translate the text below from English to Nepali:
Marriage is an important cultural practice in Nepali society. But nowadays, young people are seeking to marry partners of their choice.<end_of_turn>
<start_of_turn>model
Marriage Nepali society ma ek pramukh cultural practice ho. Tara aaja ko din young people le afno choice ko partner sanga marry garna khojna sakchhan.<eos>",Marriage Nepali society ma ek pramukh cultural practice ho. Tara aaja ko din young people le afno choice ko partner sanga marry garna khojna sakchhan.
1677,RAG,"Accepted Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery.",Payment garna ko lagi payment notification kasari manage garna sakchu?,"Hajur, payment notifications manage garna mildaina. Account ma login garnuhos notifications herna ko lagi.",Answer the following question by looking at the context if context is given.,"<start_of_turn>system
You are an AI assistant who responds to user instructions. Use the context information to answer if it is given, and respond in Roman Nepali.<end_of_turn>
<start_of_turn>user
Payment garna ko lagi payment notification kasari manage garna sakchu?
Context: Accepted Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery.<end_of_turn>
<start_of_turn>model
Hajur, payment notifications manage garna mildaina. Account ma login garnuhos notifications herna ko lagi.","<start_of_turn>system
You are an AI assistant who responds to user instructions. Use the context information to answer if it is given, and respond in Roman Nepali.<end_of_turn>
<start_of_turn>user
Payment garna ko lagi payment notification kasari manage garna sakchu?
Context: Accepted Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery.<end_of_turn>
<start_of_turn>model
","<bos><start_of_turn>system
You are an AI assistant who responds to user instructions. Use the context information to answer if it is given, and respond in Roman Nepali.<end_of_turn>
<start_of_turn>user
Payment garna ko lagi payment notification kasari manage garna sakchu?
Context: Accepted Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery.<end_of_turn>
<start_of_turn>model
Hajur, payment notification manage garna mildaina. Payment status app ya email bata hernuhos.<eos>","Hajur, payment notification manage garna mildaina. Payment status app ya email bata hernuhos."
1678,RAG,"Accepted Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery.",Payment garna ko lagi payment confirmation email kasari customize garna sakchu?,"Hajur, payment confirmation email customize garna mildaina. Account dashboard ma confirmation hernu hola.",Answer the following question by looking at the context if context is given.,"<start_of_turn>system
You are an AI assistant who responds to user instructions. Use the context information to answer if it is given, and respond in Roman Nepali.<end_of_turn>
<start_of_turn>user
Payment garna ko lagi payment confirmation email kasari customize garna sakchu?
Context: Accepted Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery.<end_of_turn>
<start_of_turn>model
Hajur, payment confirmation email customize garna mildaina. Account dashboard ma confirmation hernu hola.","<start_of_turn>system
You are an AI assistant who responds to user instructions. Use the context information to answer if it is given, and respond in Roman Nepali.<end_of_turn>
<start_of_turn>user
Payment garna ko lagi payment confirmation email kasari customize garna sakchu?
Context: Accepted Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery.<end_of_turn>
<start_of_turn>model
","<bos><start_of_turn>system
You are an AI assistant who responds to user instructions. Use the context information to answer if it is given, and respond in Roman Nepali.<end_of_turn>
<start_of_turn>user
Payment garna ko lagi payment confirmation email kasari customize garna sakchu?
Context: Accepted Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery.<end_of_turn>
<start_of_turn>model
Hajur, payment confirmation email customize garna mildaina.<eos>","Hajur, payment confirmation email customize garna mildaina."
