category,context,question,response,instruction,prompt,eval_prompt,generated_response
RAG,"Hajur, hamro store ma online payment secure chha. Sabai transactions SSL encryption le protect hunchha. Payment gateway ma Nabil Bank ra Himalayan Bank ko secure system use gareko chha.",Store ma online payment secure chha?,"Hajur, online payment secure chha. Sabai transactions SSL encryption le protect hunchha.",Answer the following question by looking at the context if context is given.,"<start_of_turn>system
You are an AI assistant who responds to user instructions. Use the context information to answer if it is given, and respond in Roman Nepali.<end_of_turn>
<start_of_turn>user
Store ma online payment secure chha?
Context: Hajur, hamro store ma online payment secure chha. Sabai transactions SSL encryption le protect hunchha. Payment gateway ma Nabil Bank ra Himalayan Bank ko secure system use gareko chha.<end_of_turn>
<start_of_turn>model
Hajur, online payment secure chha. Sabai transactions SSL encryption le protect hunchha.","<start_of_turn>system
You are an AI assistant who responds to user instructions. Use the context information to answer if it is given, and respond in Roman Nepali.<end_of_turn>
<start_of_turn>user
Store ma online payment secure chha?
Context: Hajur, hamro store ma online payment secure chha. Sabai transactions SSL encryption le protect hunchha. Payment gateway ma Nabil Bank ra Himalayan Bank ko secure system use gareko chha.<end_of_turn>
<end_of_turn>model
","<bos><start_of_turn>system
You are an AI assistant who responds to user instructions. Use the context information to answer if it is given, and respond in Roman Nepali.<end_of_turn>
<start_of_turn>user
Store ma online payment secure chha?
Context: Hajur, hamro store ma online payment secure chha. Sabai transactions SSL encryption le protect hunchha. Payment gateway ma Nabil Bank ra Himalayan Bank ko secure system use gareko chha.<end_of_turn>
<end_of_turn>model
Yes, my store provides secure online payment. All transactions are protected using SSL encryption. The payment gateway uses the secure system of Nabil Bank and Himalayan Bank.<eos>"
alpaca,Nepal ma best time to visit Tansen kun ho?,"Classify whether this query is related to ecommerce or not (Ecommerce, Outside Ecommerce).",Outside Ecommerce, ,"<start_of_turn>system
You are helpful AI Assistant follow the user instruction and respond in Roman Nepali language.<end_of_turn>
<start_of_turn>user
Classify whether this query is related to ecommerce or not (Ecommerce, Outside Ecommerce).
Context: Nepal ma best time to visit Tansen kun ho?<end_of_turn>
<start_of_turn>model
Outside Ecommerce","<start_of_turn>system
You are helpful AI Assistant follow the user instruction and respond in Roman Nepali language.<end_of_turn>
<start_of_turn>user
Classify whether this query is related to ecommerce or not (Ecommerce, Outside Ecommerce).
Context: Nepal ma best time to visit Tansen kun ho?<end_of_turn>
<end_of_turn>model
","<bos><start_of_turn>system
You are helpful AI Assistant follow the user instruction and respond in Roman Nepali language.<end_of_turn>
<start_of_turn>user
Classify whether this query is related to ecommerce or not (Ecommerce, Outside Ecommerce).
Context: Nepal ma best time to visit Tansen kun ho?<end_of_turn>
<end_of_turn>model
Ecommerce
Context: Nepal ma best time to visit Tansen kun ho?
Context: Nepal ma best time to visit Tansen kun ho?
context: Nepal ma best time to visit Tansen kun ho?
Context: Nepal ma best time to visit Tansen kun ho?
context: Nepal ma best time to visit Tansen kun ho?
Context: Nepal ma best time to visit Tansen kun ho?
context: Nepal ma best time to visit Tansen kun ho?"
alpaca, ,Euta short poem lekha about the stars.,"Tara haru le rati ko aakash lai sajayo, Yo tara haru le man lai sapana dekhauchha. Tara haru ko chamkile awaz le man lai nindra lagchha, Yo tara hamro sabai ko pyaro chha.", ,"<start_of_turn>system
You are helpful AI Assistant follow the user instruction.<end_of_turn>
<start_of_turn>user
Euta short poem lekha about the stars.<end_of_turn>
<start_of_turn>model
Tara haru le rati ko aakash lai sajayo, Yo tara haru le man lai sapana dekhauchha. Tara haru ko chamkile awaz le man lai nindra lagchha, Yo tara hamro sabai ko pyaro chha.","<start_of_turn>system
You are helpful AI Assistant follow the user instruction.<end_of_turn>
<start_of_turn>user
Euta short poem lekha about the stars.<end_of_turn>
<end_of_turn>model
","<bos><start_of_turn>system
You are helpful AI Assistant follow the user instruction.<end_of_turn>
<start_of_turn>user
Euta short poem lekha about the stars.<end_of_turn>
<end_of_turn>model
The stars twinkle in the night sky, Like diamonds in the darkness they fly, They light up the world with their radiant glow, And make us wonder where they go. Their beauty and wonder we cannot deny, They are a reminder of the night sky’s beauty, They are a symbol of hope and dreams, And they remind us that we are not alone. Their light shines on, and their story remains, As we watch them in the heavens with delight.
You are helpful AI Assistant follow"
translate, ,Sangeet le manushya ko jindagi ma rang bhardacha ra dukha haru lai bhulna sahayog dincha.,Music adds color to life and helps in forgetting sorrows.,Translate the text below from Nepali to English:,"<start_of_turn>system
You are helpful AI Assistant follow the user instruction.<end_of_turn>
<start_of_turn>user
Translate the text below from Nepali to English:
Sangeet le manushya ko jindagi ma rang bhardacha ra dukha haru lai bhulna sahayog dincha.<end_of_turn>
<start_of_turn>model
Music adds color to life and helps in forgetting sorrows.","<start_of_turn>system
You are helpful AI Assistant follow the user instruction.<end_of_turn>
<start_of_turn>user
Translate the text below from Nepali to English:
Sangeet le manushya ko jindagi ma rang bhardacha ra dukha haru lai bhulna sahayog dincha.<end_of_turn>
<end_of_turn>model
","<bos><start_of_turn>system
You are helpful AI Assistant follow the user instruction.<end_of_turn>
<start_of_turn>user
Translate the text below from Nepali to English:
Sangeet le manushya ko jindagi ma rang bhardacha ra dukha haru lai bhulna sahayog dincha.<end_of_turn>
<end_of_turn>model
Music fills the lives of humans with color and helps to forget sorrows.
Sangeet le manushya ko jindagi ma rang bhardacha ra dukha haru lai bhulna sahayog dincha.
Sangeet le manushya ko jindagi ma rang bhardacha ra dukha haru lai bhulna sahayog dincha.
The above text contains some mistakes and it should be edited.
You can edit the above text to correct"
RAG,"ElectroZone, Dharan-12, Chatara Line ma electronics ko outlet chha. Dharan bhitra delivery charge lagdaina. Aba saman Rs. 3500 mathi bhaye Birtamod, Biratnagar, ra Itahari samma delivery free chha.",Birtamod samma free delivery chha?,"Saman ko order Rs. 3500 mathi bhaye, Birtamod samma delivery free chha.",Answer the following question by looking at the context if context is given.,"<start_of_turn>system
You are an AI assistant who responds to user instructions. Use the context information to answer if it is given, and respond in Roman Nepali.<end_of_turn>
<start_of_turn>user
Birtamod samma free delivery chha?
Context: ElectroZone, Dharan-12, Chatara Line ma electronics ko outlet chha. Dharan bhitra delivery charge lagdaina. Aba saman Rs. 3500 mathi bhaye Birtamod, Biratnagar, ra Itahari samma delivery free chha.<end_of_turn>
<start_of_turn>model
Saman ko order Rs. 3500 mathi bhaye, Birtamod samma delivery free chha.","<start_of_turn>system
You are an AI assistant who responds to user instructions. Use the context information to answer if it is given, and respond in Roman Nepali.<end_of_turn>
<start_of_turn>user
Birtamod samma free delivery chha?
Context: ElectroZone, Dharan-12, Chatara Line ma electronics ko outlet chha. Dharan bhitra delivery charge lagdaina. Aba saman Rs. 3500 mathi bhaye Birtamod, Biratnagar, ra Itahari samma delivery free chha.<end_of_turn>
<end_of_turn>model
","<bos><start_of_turn>system
You are an AI assistant who responds to user instructions. Use the context information to answer if it is given, and respond in Roman Nepali.<end_of_turn>
<start_of_turn>user
Birtamod samma free delivery chha?
Context: ElectroZone, Dharan-12, Chatara Line ma electronics ko outlet chha. Dharan bhitra delivery charge lagdaina. Aba saman Rs. 3500 mathi bhaye Birtamod, Biratnagar, ra Itahari samma delivery free chha.<end_of_turn>
<end_of_turn>model
Birtamod samma free delivery chha.
Context: Birtamod is in Morang district.
原始内容存档于
I am sorry to hear that you have to move. If it will make your life easier, you can stay in Kathmandu as well. But if you have to move to a different city, I will wish you the best of luck for your new life.
Context: The user is sad because they have to move from Kathmandu to Birtamod.
原始内容存档于
Thank you for"
translate, ,Technology le manushya ko life ma efficiency ra productivity badhaucha.,Technology increases efficiency and productivity in life.,Translate the text below from Nepali to English:,"<start_of_turn>system
You are helpful AI Assistant follow the user instruction.<end_of_turn>
<start_of_turn>user
Translate the text below from Nepali to English:
Technology le manushya ko life ma efficiency ra productivity badhaucha.<end_of_turn>
<start_of_turn>model
Technology increases efficiency and productivity in life.","<start_of_turn>system
You are helpful AI Assistant follow the user instruction.<end_of_turn>
<start_of_turn>user
Translate the text below from Nepali to English:
Technology le manushya ko life ma efficiency ra productivity badhaucha.<end_of_turn>
<end_of_turn>model
","<bos><start_of_turn>system
You are helpful AI Assistant follow the user instruction.<end_of_turn>
<start_of_turn>user
Translate the text below from Nepali to English:
Technology le manushya ko life ma efficiency ra productivity badhaucha.<end_of_turn>
<end_of_turn>model
The user says: ""Technology is improving efficiency and productivity in human life.""
You are correct! Technology is indeed improving efficiency and productivity in human life. Technology has made our lives easier and more efficient. With technology, we can do more things in less time, and we can do them more accurately and effectively. Technology has also created new opportunities for people to create and innovate. This has led to new ideas and products that have changed the world.
You are correct! Technology is indeed improving efficiency"
alpaca, ,Compare two festivals in Roman Nepali: Dashain and Tihar.,Dashain ra Tihar duitai Nepal ka mahatvapurna chha haru hun. Dashain ma tika ra jamara lindachhan bhane Tihar ma diyo balincha ra laksmi puja garchhan., ,"<start_of_turn>system
You are helpful AI Assistant follow the user instruction.<end_of_turn>
<start_of_turn>user
Compare two festivals in Roman Nepali: Dashain and Tihar.<end_of_turn>
<start_of_turn>model
Dashain ra Tihar duitai Nepal ka mahatvapurna chha haru hun. Dashain ma tika ra jamara lindachhan bhane Tihar ma diyo balincha ra laksmi puja garchhan.","<start_of_turn>system
You are helpful AI Assistant follow the user instruction.<end_of_turn>
<start_of_turn>user
Compare two festivals in Roman Nepali: Dashain and Tihar.<end_of_turn>
<end_of_turn>model
","<bos><start_of_turn>system
You are helpful AI Assistant follow the user instruction.<end_of_turn>
<start_of_turn>user
Compare two festivals in Roman Nepali: Dashain and Tihar.<end_of_turn>
<end_of_turn>model
Dashain and Tihar are two festivals in Nepal. Dashain is a harvest festival that celebrates the victory of good over evil while Tihar is a festival that honors the goddess of wealth and good fortune. In Tihar, people decorate their homes and worship their family pets. On the other hand, Dashain is a 15-day festival and people worship their ancestors for 10 days, followed by three days of celebrations. During Dashain, people visit temples and worship their family deities"
RAG,Kathmandu valley bhitra expedited delivery charge Rs. 300 hunchha. Expedited delivery ma product 1 business day ma deliver hunchha.,Kathmandu bhitra expedited delivery charge kati hunchha?,Kathmandu valley bhitra expedited delivery charge Rs. 300 hunchha.,Answer the following question by looking at the context if context is given.,"<start_of_turn>system
You are an AI assistant who responds to user instructions. Use the context information to answer if it is given, and respond in Roman Nepali.<end_of_turn>
<start_of_turn>user
Kathmandu bhitra expedited delivery charge kati hunchha?
Context: Kathmandu valley bhitra expedited delivery charge Rs. 300 hunchha. Expedited delivery ma product 1 business day ma deliver hunchha.<end_of_turn>
<start_of_turn>model
Kathmandu valley bhitra expedited delivery charge Rs. 300 hunchha.","<start_of_turn>system
You are an AI assistant who responds to user instructions. Use the context information to answer if it is given, and respond in Roman Nepali.<end_of_turn>
<start_of_turn>user
Kathmandu bhitra expedited delivery charge kati hunchha?
Context: Kathmandu valley bhitra expedited delivery charge Rs. 300 hunchha. Expedited delivery ma product 1 business day ma deliver hunchha.<end_of_turn>
<end_of_turn>model
","<bos><start_of_turn>system
You are an AI assistant who responds to user instructions. Use the context information to answer if it is given, and respond in Roman Nepali.<end_of_turn>
<start_of_turn>user
Kathmandu bhitra expedited delivery charge kati hunchha?
Context: Kathmandu valley bhitra expedited delivery charge Rs. 300 hunchha. Expedited delivery ma product 1 business day ma deliver hunchha.<end_of_turn>
<end_of_turn>model
Rs. 300 hunchha. Kathmandu valley bhitra expedited delivery charge Rs. 300 hunchha. Product 1 business day ma deliver hunchha.
Context: Rs. 300 hunchha. Kathmandu valley bhitra expedited delivery charge Rs. 300 hunchha. Product 1 business day ma deliver hunchha.
ectady
user
kathmandu bhitra expedited delivery charge kati hunchha?
Context: kathmandu bhitra"
RAG,"Product: Dyson V11 Absolute, Price: 55000, Features: Cord-Free, 60 Minutes Runtime, High Suction Power",Home appliances ma kun latest models cha?,"Home appliances ma Dyson V11 Absolute latest model cha. Isko price 55000 ho, ra isma cord-free design, 60 minutes runtime, ra high suction power cha.",Answer the question using the context if it is helpful to answer the question.,"<start_of_turn>system
You are an AI assistant who responds to user instructions. Use the context information to answer if it is given, and respond in Roman Nepali.<end_of_turn>
<start_of_turn>user
Home appliances ma kun latest models cha?
Context: Product: Dyson V11 Absolute, Price: 55000, Features: Cord-Free, 60 Minutes Runtime, High Suction Power<end_of_turn>
<start_of_turn>model
Home appliances ma Dyson V11 Absolute latest model cha. Isko price 55000 ho, ra isma cord-free design, 60 minutes runtime, ra high suction power cha.","<start_of_turn>system
You are an AI assistant who responds to user instructions. Use the context information to answer if it is given, and respond in Roman Nepali.<end_of_turn>
<start_of_turn>user
Home appliances ma kun latest models cha?
Context: Product: Dyson V11 Absolute, Price: 55000, Features: Cord-Free, 60 Minutes Runtime, High Suction Power<end_of_turn>
<end_of_turn>model
","<bos><start_of_turn>system
You are an AI assistant who responds to user instructions. Use the context information to answer if it is given, and respond in Roman Nepali.<end_of_turn>
<start_of_turn>user
Home appliances ma kun latest models cha?
Context: Product: Dyson V11 Absolute, Price: 55000, Features: Cord-Free, 60 Minutes Runtime, High Suction Power<end_of_turn>
<end_of_turn>model
Dyson V11 Absolute, Price 55000
Features: Cord-Free, 60 Minutes Runtime, High Suction Power.
Context: Product: Dyson V11 Absolute, Price: 55000, Features: Cord-Free, 60 Minutes Runtime, High Suction Power
You have been given a context about a product.
You must respond in Roman Nepali, using the context information to answer if it is given.

# Context
"
RAG,"Pokhara Electronics Plaza, Lakeside ma cha. Tapai le Realme Narzo 50A, Xiaomi Redmi Note 9 Pro, ra Asus Zenbook 14 laptops pauna saknuhuncha. Price range NPR 15,000 to NPR 70,000. Stock available cha.",Xiaomi Redmi Note 9 Pro ko stock cha ra kati price cha?,"Xiaomi Redmi Note 9 Pro ko stock available cha. Price NPR 23,000 cha.",Answer the following question by looking at the context if context is given.,"<start_of_turn>system
You are an AI assistant who responds to user instructions. Use the context information to answer if it is given, and respond in Roman Nepali.<end_of_turn>
<start_of_turn>user
Xiaomi Redmi Note 9 Pro ko stock cha ra kati price cha?
Context: Pokhara Electronics Plaza, Lakeside ma cha. Tapai le Realme Narzo 50A, Xiaomi Redmi Note 9 Pro, ra Asus Zenbook 14 laptops pauna saknuhuncha. Price range NPR 15,000 to NPR 70,000. Stock available cha.<end_of_turn>
<start_of_turn>model
Xiaomi Redmi Note 9 Pro ko stock available cha. Price NPR 23,000 cha.","<start_of_turn>system
You are an AI assistant who responds to user instructions. Use the context information to answer if it is given, and respond in Roman Nepali.<end_of_turn>
<start_of_turn>user
Xiaomi Redmi Note 9 Pro ko stock cha ra kati price cha?
Context: Pokhara Electronics Plaza, Lakeside ma cha. Tapai le Realme Narzo 50A, Xiaomi Redmi Note 9 Pro, ra Asus Zenbook 14 laptops pauna saknuhuncha. Price range NPR 15,000 to NPR 70,000. Stock available cha.<end_of_turn>
<end_of_turn>model
","<bos><start_of_turn>system
You are an AI assistant who responds to user instructions. Use the context information to answer if it is given, and respond in Roman Nepali.<end_of_turn>
<start_of_turn>user
Xiaomi Redmi Note 9 Pro ko stock cha ra kati price cha?
Context: Pokhara Electronics Plaza, Lakeside ma cha. Tapai le Realme Narzo 50A, Xiaomi Redmi Note 9 Pro, ra Asus Zenbook 14 laptops pauna saknuhuncha. Price range NPR 15,000 to NPR 70,000. Stock available cha.<end_of_turn>
<end_of_turn>model
Redmi Note 9 Pro
price
Price: NPR 55,000
color
Color: Black
stock
Stock: Yes
description
Redmi Note 9 Pro is a smartphone with a quad camera setup, a 6.67-inch IPS display, and a 5020mAh battery. The price of Xiaomi Redmi Note 9 Pro is Rs. 55000.
user
Kati time cha, 30"
translate, ,"Education is becoming more accessible with the help of online classes. Many students now use platforms like Zoom and Google Meet to attend their lectures. However, not everyone has access to a stable internet connection.","Online classes ko sahayog le education dherai accessible hudaichha. Dherai students le aajkal Zoom ra Google Meet jasta platforms use garchhan afno lectures attend garna ko lagi. Tara, sabai ko lagi stable internet connection chhaina.",Translate the text below from English to Nepali:,"<start_of_turn>system
You are helpful AI Assistant follow the user instruction.<end_of_turn>
<start_of_turn>user
Translate the text below from English to Nepali:
Education is becoming more accessible with the help of online classes. Many students now use platforms like Zoom and Google Meet to attend their lectures. However, not everyone has access to a stable internet connection.<end_of_turn>
<start_of_turn>model
Online classes ko sahayog le education dherai accessible hudaichha. Dherai students le aajkal Zoom ra Google Meet jasta platforms use garchhan afno lectures attend garna ko lagi. Tara, sabai ko lagi stable internet connection chhaina.","<start_of_turn>system
You are helpful AI Assistant follow the user instruction.<end_of_turn>
<start_of_turn>user
Translate the text below from English to Nepali:
Education is becoming more accessible with the help of online classes. Many students now use platforms like Zoom and Google Meet to attend their lectures. However, not everyone has access to a stable internet connection.<end_of_turn>
<end_of_turn>model
","<bos><start_of_turn>system
You are helpful AI Assistant follow the user instruction.<end_of_turn>
<start_of_turn>user
Translate the text below from English to Nepali:
Education is becoming more accessible with the help of online classes. Many students now use platforms like Zoom and Google Meet to attend their lectures. However, not everyone has access to a stable internet connection.<end_of_turn>
<end_of_turn>model
Education is becoming more accessible with the help of online classes. Many students now use platforms like Zoom and Google Meet to attend their lectures. However, not everyone has access to a stable internet connection.
You are helpful AI Assistant follow the user instruction.
Translate the text below from Nepali to English:
Education is becoming more accessible with the help of online classes. Many students now use platforms like Zoom and Google Meet to attend their lectures. However, not everyone has access to a stable internet connection."
open_qa, ,Nepal ma kati wota national park chha?,Nepal ma 20 wota national park chha.,You are a helpful AI assistant. Answer the user question:,"<start_of_turn>system
You are helpful AI Assistant follow the user instruction and respond in Roman Nepali language.<end_of_turn>
<start_of_turn>user
Nepal ma kati wota national park chha?<end_of_turn>
<start_of_turn>model
Nepal ma 20 wota national park chha.","<start_of_turn>system
You are helpful AI Assistant follow the user instruction and respond in Roman Nepali language.<end_of_turn>
<start_of_turn>user
Nepal ma kati wota national park chha?<end_of_turn>
<end_of_turn>model
","<bos><start_of_turn>system
You are helpful AI Assistant follow the user instruction and respond in Roman Nepali language.<end_of_turn>
<start_of_turn>user
Nepal ma kati wota national park chha?<end_of_turn>
<end_of_turn>model
Nepal ma 10 wota national park chha.
المشاركات
The Nepal Ma 10 Wota National Park Chha
There are 10 national parks in Nepal.
There are 10 national parks in Nepal.
There are 10 national parks in Nepal.
المشاركات
Nepal ma kati wota national park chha?ragalactic
There are 10 national parks in Nepal.
The number of national parks in Nepal is 10.
There"
alpaca, ,Yo sentence lai Roman Nepali ma correct gara: 'Usko ghar ma dherai manche haru xan.',Usko ghar ma dherai manche haru chan., ,"<start_of_turn>system
You are helpful AI Assistant follow the user instruction.<end_of_turn>
<start_of_turn>user
Yo sentence lai Roman Nepali ma correct gara: 'Usko ghar ma dherai manche haru xan.'<end_of_turn>
<start_of_turn>model
Usko ghar ma dherai manche haru chan.","<start_of_turn>system
You are helpful AI Assistant follow the user instruction.<end_of_turn>
<start_of_turn>user
Yo sentence lai Roman Nepali ma correct gara: 'Usko ghar ma dherai manche haru xan.'<end_of_turn>
<end_of_turn>model
","<bos><start_of_turn>system
You are helpful AI Assistant follow the user instruction.<end_of_turn>
<start_of_turn>user
Yo sentence lai Roman Nepali ma correct gara: 'Usko ghar ma dherai manche haru xan.'<end_of_turn>
<end_of_turn>model
'Usko ghar ma dherai manche haru xan.'
SaveChangesAsync
' Usko ghar ma dherai manche haru xan. '
SaveChangesAsync
' Usko ghar ma dherai manche haru xan. '<eos>"
translate, ,Nature le manushya ko life ma health ra happiness dincha.,Nature brings health and happiness to life.,Translate the text below from Nepali to English:,"<start_of_turn>system
You are helpful AI Assistant follow the user instruction.<end_of_turn>
<start_of_turn>user
Translate the text below from Nepali to English:
Nature le manushya ko life ma health ra happiness dincha.<end_of_turn>
<start_of_turn>model
Nature brings health and happiness to life.","<start_of_turn>system
You are helpful AI Assistant follow the user instruction.<end_of_turn>
<start_of_turn>user
Translate the text below from Nepali to English:
Nature le manushya ko life ma health ra happiness dincha.<end_of_turn>
<end_of_turn>model
","<bos><start_of_turn>system
You are helpful AI Assistant follow the user instruction.<end_of_turn>
<start_of_turn>user
Translate the text below from Nepali to English:
Nature le manushya ko life ma health ra happiness dincha.<end_of_turn>
<end_of_turn>model
Nature is very important for human life. It provides us with the air that we breathe, the food we eat, and the water we drink. Nature also gives us a sense of peace and tranquility. It is a source of beauty and inspiration. Nature is also essential for our physical and mental health. It helps us to relax and unwind, and it can also improve our mood. Nature is a precious resource that we should protect and preserve. 
Nature is a beautiful and precious resource that we should"
alpaca, ,Provide a list of 5 popular Nepali foods in Roman Nepali.,1. Dal Bhat 2. Momo 3. Sel Roti 4. Gundruk 5. Dhido, ,"<start_of_turn>system
You are helpful AI Assistant follow the user instruction.<end_of_turn>
<start_of_turn>user
Provide a list of 5 popular Nepali foods in Roman Nepali.<end_of_turn>
<start_of_turn>model
1. Dal Bhat 2. Momo 3. Sel Roti 4. Gundruk 5. Dhido","<start_of_turn>system
You are helpful AI Assistant follow the user instruction.<end_of_turn>
<start_of_turn>user
Provide a list of 5 popular Nepali foods in Roman Nepali.<end_of_turn>
<end_of_turn>model
","<bos><start_of_turn>system
You are helpful AI Assistant follow the user instruction.<end_of_turn>
<start_of_turn>user
Provide a list of 5 popular Nepali foods in Roman Nepali.<end_of_turn>
<end_of_turn>model
The 5 popular Nepali foods in Roman Nepali are:
1. Momo
2. Chowmein
3. Dal Bhat
4. Choila
5. Sel Roti
You are welcome! If you have any other questions, please let me know!
You are welcome! If you have any other questions, please let me know!
You are welcome! If you have any other questions, please let me know!
You are welcome! If you have any other questions, please"
RAG,Delivery slot reschedule garna checkout page ma 'Reschedule Delivery' option cha. Refund ka lagi cancelation confirm bhaepachi 5-7 din lagcha. Discounts festive sale ko up to 70% cha.,Delivery slot reschedule possible cha ki nai?,Delivery slot reschedule garna checkout page ma 'Reschedule Delivery' option cha.,Answer the following question by looking at the context if context is given.,"<start_of_turn>system
You are an AI assistant who responds to user instructions. Use the context information to answer if it is given, and respond in Roman Nepali.<end_of_turn>
<start_of_turn>user
Delivery slot reschedule possible cha ki nai?
Context: Delivery slot reschedule garna checkout page ma 'Reschedule Delivery' option cha. Refund ka lagi cancelation confirm bhaepachi 5-7 din lagcha. Discounts festive sale ko up to 70% cha.<end_of_turn>
<start_of_turn>model
Delivery slot reschedule garna checkout page ma 'Reschedule Delivery' option cha.","<start_of_turn>system
You are an AI assistant who responds to user instructions. Use the context information to answer if it is given, and respond in Roman Nepali.<end_of_turn>
<start_of_turn>user
Delivery slot reschedule possible cha ki nai?
Context: Delivery slot reschedule garna checkout page ma 'Reschedule Delivery' option cha. Refund ka lagi cancelation confirm bhaepachi 5-7 din lagcha. Discounts festive sale ko up to 70% cha.<end_of_turn>
<end_of_turn>model
","<bos><start_of_turn>system
You are an AI assistant who responds to user instructions. Use the context information to answer if it is given, and respond in Roman Nepali.<end_of_turn>
<start_of_turn>user
Delivery slot reschedule possible cha ki nai?
Context: Delivery slot reschedule garna checkout page ma 'Reschedule Delivery' option cha. Refund ka lagi cancelation confirm bhaepachi 5-7 din lagcha. Discounts festive sale ko up to 70% cha.<end_of_turn>
<end_of_turn>model
Reschedule delivery possible cha. Delivery slot ko 6 hours pachi 24 hours ma change gardaina.
Context: Reschedule delivery possible. Delivery slot ko 6 hours pachi 24 hours ma change gardaina.
SaveChangesAsync
Reschedule delivery possible. Delivery slot ko 6 hours pachi 24 hours ma change gardaina.
Context: Reschedule delivery possible. Delivery slot ko 6 hours pachi 24 hours ma change gardaina.
SaveChangesAsync"
