id,question,answer,intent
336,"Hello, tapai kasto chha?","Hello! Ma thikai chhu, tapai lai kasari madat garna sakchu?",greetings
337,"Hi, kasari chha?","Hi! Ma thikai chhu, tapai lai kasari madat garna sakchu?",greetings
338,"Good morning, tapai lai kasto chha?","Good morning! Ma thikai chhu, tapai lai ke chahincha?",greetings
339,"Good afternoon, tapai lai kasto chha?","Good afternoon! Ma thikai chhu, tapai lai ke chahincha?",greetings
340,"Good evening, tapai lai kasto chha?","Good evening! Ma thikai chhu, tapai lai ke chahincha?",greetings
341,"Hi, sab thikai chha?","Hi! Sab thikai chha, tapai lai kasari madat garna sakchu?",greetings
342,"Namaste, sab thikai chha?","Namaste! Sab thikai chha, tapai lai kasari madat garna sakchu?",greetings
343,"Hello, sab thikai chha?","Hello! Sab thikai chha, tapai lai kasari madat garna sakchu?",greetings
344,Sanchai hunuhunchha?,"Sanchai chhu, tapai lai kasari madat garna sakchu?",greetings
345,K cha tapai?,"Sab thikai chha, tapai lai kasari madat garna sakchu?",greetings
346,Kasto din bhayo?,"Din ramro bhayo, tapai lai ke chahincha?",greetings
347,Tapai ko din kasto chha?,"Din ramro chha, tapai lai kasari madat garna sakchu?",greetings
348,"Good day, kasari chha?","Good day! Ma sanchai chhu, tapai lai ke chahincha?",greetings
349,"Namaste, sab thikai chha?","Namaste! Sab thikai chha, tapai lai kasari madat garna sakchu?",greetings
350,"Hello, tapai kasto chha?","Hello! Ma thikai chhu, tapai lai kasari madat garna sakchu?",greetings
351,"Hi, kasari chha?","Hi! Ma thikai chhu, tapai lai kasari madat garna sakchu?",greetings
352,"Good morning, tapai lai kasto chha?","Good morning! Ma thikai chhu, tapai lai ke chahincha?",greetings
353,"Good afternoon, tapai lai kasto chha?","Good afternoon! Ma thikai chhu, tapai lai ke chahincha?",greetings
354,"Good evening, tapai lai kasto chha?","Good evening! Ma thikai chhu, tapai lai ke chahincha?",greetings
355,"Hi, sab thikai chha?","Hi! Sab thikai chha, tapai lai kasari madat garna sakchu?",greetings
356,"Namaste, sab thikai chha?","Namaste! Sab thikai chha, tapai lai kasari madat garna sakchu?",greetings
357,"Hello, sab thikai chha?","Hello! Sab thikai chha, tapai lai kasari madat garna sakchu?",greetings
358,Sanchai hunuhunchha?,"Sanchai chhu, tapai lai kasari madat garna sakchu?",greetings
359,K cha tapai?,"Sab thikai chha, tapai lai kasari madat garna sakchu?",greetings
360,Kasto din bhayo?,"Din ramro bhayo, tapai lai ke chahincha?",greetings
361,Tapai ko din kasto chha?,"Din ramro chha, tapai lai kasari madat garna sakchu?",greetings
362,"Good day, kasari chha?","Good day! Ma sanchai chhu, tapai lai ke chahincha?",greetings
363,"Namaste, sab thikai chha?","Namaste! Sab thikai chha, tapai lai kasari madat garna sakchu?",greetings
364,"Hello, tapai kasto chha?","Hello! Ma thikai chhu, tapai lai kasari madat garna sakchu?",greetings
365,"Hi, kasari chha?","Hi! Ma thikai chhu, tapai lai kasari madat garna sakchu?",greetings
366,"Good morning, tapai lai kasto chha?","Good morning! Ma thikai chhu, tapai lai ke chahincha?",greetings
367,"Good afternoon, tapai lai kasto chha?","Good afternoon! Ma thikai chhu, tapai lai ke chahincha?",greetings
368,"Good evening, tapai lai kasto chha?","Good evening! Ma thikai chhu, tapai lai ke chahincha?",greetings
369,"Hi, sab thikai chha?","Hi! Sab thikai chha, tapai lai kasari madat garna sakchu?",greetings
370,"Namaste, sab thikai chha?","Namaste! Sab thikai chha, tapai lai kasari madat garna sakchu?",greetings
371,"Hello, sab thikai chha?","Hello! Sab thikai chha, tapai lai kasari madat garna sakchu?",greetings
372,Sanchai hunuhunchha?,"Sanchai chhu, tapai lai kasari madat garna sakchu?",greetings
373,K cha tapai?,"Sab thikai chha, tapai lai kasari madat garna sakchu?",greetings
374,Kasto din bhayo?,"Din ramro bhayo, tapai lai ke chahincha?",greetings
375,Tapai ko din kasto chha?,"Din ramro chha, tapai lai kasari madat garna sakchu?",greetings
376,"Good day, kasari chha?","Good day! Ma sanchai chhu, tapai lai ke chahincha?",greetings
377,"Namaste, sab thikai chha?","Namaste! Sab thikai chha, tapai lai kasari madat garna sakchu?",greetings
378,"Hello, tapai kasto chha?","Hello! Ma thikai chhu, tapai lai kasari madat garna sakchu?",greetings
379,"Hi, kasari chha?","Hi! Ma thikai chhu, tapai lai kasari madat garna sakchu?",greetings
380,"Good morning, tapai lai kasto chha?","Good morning! Ma thikai chhu, tapai lai ke chahincha?",greetings
381,"Good afternoon, tapai lai kasto chha?","Good afternoon! Ma thikai chhu, tapai lai ke chahincha?",greetings
382,"Good evening, tapai lai kasto chha?","Good evening! Ma thikai chhu, tapai lai ke chahincha?",greetings
383,"Hi, sab thikai chha?","Hi! Sab thikai chha, tapai lai kasari madat garna sakchu?",greetings
384,"Namaste, sab thikai chha?","Namaste! Sab thikai chha, tapai lai kasari madat garna sakchu?",greetings
385,"Hello, sab thikai chha?","Hello! Sab thikai chha, tapai lai kasari madat garna sakchu?",greetings
386,Sanchai hunuhunchha?,"Sanchai chhu, tapai lai kasari madat garna sakchu?",greetings
387,K cha tapai?,"Sab thikai chha, tapai lai kasari madat garna sakchu?",greetings
388,Kasto din bhayo?,"Din ramro bhayo, tapai lai ke chahincha?",greetings
389,Tapai ko din kasto chha?,"Din ramro chha, tapai lai kasari madat garna sakchu?",greetings
390,"Good day, kasari chha?","Good day! Ma sanchai chhu, tapai lai ke chahincha?",greetings
391,"Namaste, sab thikai chha?","Namaste! Sab thikai chha, tapai lai kasari madat garna sakchu?",greetings
392,"Hello, tapai kasto chha?","Hello! Ma thikai chhu, tapai lai kasari madat garna sakchu?",greetings
393,"Hi, kasari chha?","Hi! Ma thikai chhu, tapai lai kasari madat garna sakchu?",greetings
394,"Good morning, tapai lai kasto chha?","Good morning! Ma thikai chhu, tapai lai ke chahincha?",greetings
395,"Good afternoon, tapai lai kasto chha?","Good afternoon! Ma thikai chhu, tapai lai ke chahincha?",greetings
396,"Good evening, tapai lai kasto chha?","Good evening! Ma thikai chhu, tapai lai ke chahincha?",greetings
397,"Hi, sab thikai chha?","Hi! Sab thikai chha, tapai lai kasari madat garna sakchu?",greetings
398,"Namaste, sab thikai chha?","Namaste! Sab thikai chha, tapai lai kasari madat garna sakchu?",greetings
399,"Hello, sab thikai chha?","Hello! Sab thikai chha, tapai lai kasari madat garna sakchu?",greetings
400,Sanchai hunuhunchha?,"Sanchai chhu, tapai lai kasari madat garna sakchu?",greetings
401,K cha tapai?,"Sab thikai chha, tapai lai kasari madat garna sakchu?",greetings
402,Kasto din bhayo?,"Din ramro bhayo, tapai lai ke chahincha?",greetings
403,Tapai ko din kasto chha?,"Din ramro chha, tapai lai kasari madat garna sakchu?",greetings
404,"Good day, kasari chha?","Good day! Ma sanchai chhu, tapai lai ke chahincha?",greetings
405,"Namaste, sab thikai chha?","Namaste! Sab thikai chha, tapai lai kasari madat garna sakchu?",greetings
406,"Hello, tapai kasto chha?","Hello! Ma thikai chhu, tapai lai kasari madat garna sakchu?",greetings
407,"Hi, kasari chha?","Hi! Ma thikai chhu, tapai lai kasari madat garna sakchu?",greetings
408,"Good morning, tapai lai kasto chha?","Good morning! Ma thikai chhu, tapai lai ke chahincha?",greetings
409,"Good afternoon, tapai lai kasto chha?","Good afternoon! Ma thikai chhu, tapai lai ke chahincha?",greetings
410,"Good evening, tapai lai kasto chha?","Good evening! Ma thikai chhu, tapai lai ke chahincha?",greetings
411,"Hi, sab thikai chha?","Hi! Sab thikai chha, tapai lai kasari madat garna sakchu?",greetings
412,"Namaste, sab thikai chha?","Namaste! Sab thikai chha, tapai lai kasari madat garna sakchu?",greetings
413,Hello,Hello! Ma tapai ko madat kasari garna sakchu?,greetings
414,Hello,Hello! Ma tapai ko madat kasari garna sakchu?,greetings
415,Hello,Hello! Ma tapai ko lagi ke garna sakchu?,greetings
416,Hello,Hello! Ma tapai lai kasari sahayog garna sakchu?,greetings
417,Hello,Hello! Ke chahincha? Ma madat garna tayar chhu.,greetings
418,Hello,Hello! Ma kasari sahayog garna sakchu?,greetings
419,Hello,Hello! Ma ke garna sakchu tapai ko lagi?,greetings
420,Hello,Hello! Tapai ko lagi ma k garna sakchu?,greetings
421,Hi,Hi! Ma tapai ko madat kasari garna sakchu?,greetings
422,Hi,Hi! Ma tapai ko lagi ke garna sakchu?,greetings
423,Hi,Hi! Ma tapai lai kasari sahayog garna sakchu?,greetings
424,Hi,Hi! Ke chahincha? Ma madat garna tayar chhu.,greetings
425,Hi,Hi! Ma kasari sahayog garna sakchu?,greetings
426,Hi,Hi! Ma ke garna sakchu tapai ko lagi?,greetings
427,Hi,Hi! Tapai ko lagi ma k garna sakchu?,greetings
428,Hello,Hello! Ma tapai ko madat kasari garna sakchu?,greetings
429,Hello,Hello! Ma tapai ko lagi ke garna sakchu?,greetings
430,Hello,Hello! Ma tapai lai kasari sahayog garna sakchu?,greetings
431,Hello,Hello! Ke chahincha? Ma madat garna tayar chhu.,greetings
432,Hello,Hello! Ma kasari sahayog garna sakchu?,greetings
433,Hello,Hello! Ma ke garna sakchu tapai ko lagi?,greetings
434,Hello,Hello! Tapai ko lagi ma k garna sakchu?,greetings
435,Hi,Hi! Ma tapai ko madat kasari garna sakchu?,greetings
436,Hi,Hi! Ma tapai ko lagi ke garna sakchu?,greetings
437,Hi,Hi! Ma tapai lai kasari sahayog garna sakchu?,greetings
438,Hi,Hi! Ke chahincha? Ma madat garna tayar chhu.,greetings
439,Hi,Hi! Ma kasari sahayog garna sakchu?,greetings
440,Hi,Hi! Ma ke garna sakchu tapai ko lagi?,greetings
441,Hi,Hi! Tapai ko lagi ma k garna sakchu?,greetings
442,Namaste,Namaste! Ma tapai ko madat kasari garna sakchu?,greetings
443,Namaste,Namaste! Ma tapai ko lagi ke garna sakchu?,greetings
444,Namaste,Namaste! Ma tapai lai kasari sahayog garna sakchu?,greetings
445,Namaste,Namaste! Ke chahincha? Ma madat garna tayar chhu.,greetings
446,Namaste,Namaste! Ma kasari sahayog garna sakchu?,greetings
447,Namaste,Namaste! Ma ke garna sakchu tapai ko lagi?,greetings
448,Namaste,Namaste! Tapai ko lagi ma k garna sakchu?,greetings
449,Hello,Hello! Ma tapai ko madat kasari garna sakchu?,greetings
450,Hello,Hello! Ma tapai ko lagi ke garna sakchu?,greetings
451,Hello,Hello! Ma tapai lai kasari sahayog garna sakchu?,greetings
452,Hello,Hello! Ke chahincha? Ma madat garna tayar chhu.,greetings
453,Hello,Hello! Ma kasari sahayog garna sakchu?,greetings
454,Hello,Hello! Ma ke garna sakchu tapai ko lagi?,greetings
455,Hello,Hello! Tapai ko lagi ma k garna sakchu?,greetings
456,Hi,Hi! Ma tapai ko madat kasari garna sakchu?,greetings
457,Hi,Hi! Ma tapai ko lagi ke garna sakchu?,greetings
458,Hi,Hi! Ma tapai lai kasari sahayog garna sakchu?,greetings
459,Hi,Hi! Ke chahincha? Ma madat garna tayar chhu.,greetings
460,Hi,Hi! Ma kasari sahayog garna sakchu?,greetings
461,Hi,Hi! Ma ke garna sakchu tapai ko lagi?,greetings
462,Hi,Hi! Tapai ko lagi ma k garna sakchu?,greetings
463,Namaste,Namaste! Ma tapai ko madat kasari garna sakchu?,greetings
464,Namaste,Namaste! Ma tapai ko lagi ke garna sakchu?,greetings
465,Namaste,Namaste! Ma tapai lai kasari sahayog garna sakchu?,greetings
466,Namaste,Namaste! Ke chahincha? Ma madat garna tayar chhu.,greetings
467,Namaste,Namaste! Ma kasari sahayog garna sakchu?,greetings
468,Namaste,Namaste! Ma ke garna sakchu tapai ko lagi?,greetings
469,Namaste,Namaste! Tapai ko lagi ma k garna sakchu?,greetings
470,Hello,Hello! Ma tapai ko madat kasari garna sakchu hola.,greetings
471,Hello,Hello! Ma tapai ko madat kasari garna sakchu?,greetings
472,Hello,Hello! Ma tapai ko lagi ke garna sakchu?,greetings
473,Hello,Hello! Ma tapai lai kasari sahayog garna sakchu?,greetings
474,Hello,Hello! Ke chahincha? Ma madat garna tayar chhu.,greetings
475,Hello,Hello! Ma kasari sahayog garna sakchu?,greetings
476,Hello,Hello! Ma ke garna sakchu tapai ko lagi?,greetings
477,Hello,Hello! Tapai ko lagi ma k garna sakchu?,greetings
478,Hi,Hi! Ma tapai ko madat kasari garna sakchu?,greetings
479,Hi,Hi! Ma tapai ko lagi ke garna sakchu?,greetings
480,Hi,Hi! Ma tapai lai kasari sahayog garna sakchu?,greetings
481,Hi,Hi! Ke chahincha? Ma madat garna tayar chhu.,greetings
482,Hi,Hi! Ma kasari sahayog garna sakchu?,greetings
483,Hi,Hi! Ma ke garna sakchu tapai ko lagi?,greetings
484,Hi,Hi! Tapai ko lagi ma k garna sakchu?,greetings
485,Namaste,Namaste! Ma tapai ko madat kasari garna sakchu?,greetings
486,Namaste,Namaste! Ma tapai ko lagi ke garna sakchu?,greetings
487,Namaste,Namaste! Ma tapai lai kasari sahayog garna sakchu?,greetings
488,Namaste,Namaste! Ke chahincha? Ma madat garna tayar chhu.,greetings
489,Namaste,Namaste! Ma kasari sahayog garna sakchu?,greetings
490,Namaste,Namaste! Ma ke garna sakchu tapai ko lagi?,greetings
491,Namaste,Namaste! Tapai ko lagi ma k garna sakchu?,greetings
492,Hello,Hello! Ma tapai ko madat kasari garna sakchu?,greetings
493,Hello,Hello! Ma tapai ko lagi ke garna sakchu?,greetings
494,Hello,Hello! Ma tapai lai kasari sahayog garna sakchu?,greetings
495,Hello,Hello! Ke chahincha? Ma madat garna tayar chhu.,greetings
496,Hello,Hello! Ma kasari sahayog garna sakchu?,greetings
497,Hello,Hello! Ma ke garna sakchu tapai ko lagi?,greetings
498,Hello,Hello! Tapai ko lagi ma k garna sakchu?,greetings
499,Hi,Hi! Ma tapai ko madat kasari garna sakchu?,greetings
500,Hi,Hi! Ma tapai ko lagi ke garna sakchu?,greetings
1,Yo saman stock ma chha ki chhaina?,"Ho, yo saman stock ma chha.",inquiry
2,Kripaya yo product stock ma chha ki chhaina bhanera janakari dinus na?,"Ho, yo product stock ma chha.",inquiry
3,Maile herna chahanchu ki yo item available chha ki chhaina?,"Yes, yo item available chha.",inquiry
4,Yo item abailable chha?,"Ho, yo item abailable chha.",inquiry
5,Stock ma yo item cha ki chhaina?,"Ho, stock ma cha.",inquiry
6,Kripaya yo item stock ma chha ki nai bhannus?,"Ho, yo item stock ma chha.",inquiry
7,Mero order ko lagi yo product available chha ki chhaina?,"Ho, yo product available chha.",inquiry
8,Tapai ko store ma yo saman chha?,"Ho, hami sanga yo saman chha.",inquiry
9,Yo product pauna sakchhu ma?,"Ho, tapai yo product pauna saknuhuncha.",inquiry
10,Yo saman ko availability ke chha?,Yo saman available chha.,inquiry
11,Tapai ko store ma yo saman stock ma chha ki chhaina?,"Ho, tapai ko store ma yo saman stock ma chha.",inquiry
12,Yo item ajhai available chha?,"Ho, yo item ajhai available chha.",inquiry
13,Stock update garnu bhayo ki yo item ajhai chha?,"Ho, stock update gareko chha ra yo item ajhai chha.",inquiry
14,Maile yo saman order garnu parne chha ki stock ma chhaina?,"Ho, tapai yo saman order garna saknuhuncha, stock ma chha.",inquiry
15,Yo product ko availability check garna saknu hunchha?,"Ho, yo product available chha.",inquiry
16,Kripaya yo item stock ma chha ki chhaina bhannus?,"Ho, yo item stock ma chha.",inquiry
17,Yo saman online order garnu sakchhu ki stock ma chhaina?,"Ho, tapai yo saman online order garna saknuhuncha, stock ma chha.",inquiry
18,Yo product ajhai stock ma chha ki nai?,"Ho, yo product ajhai stock ma chha.",inquiry
19,Yo item kaha available chha?,Yo item hami ko store ma available chha.,inquiry
20,Yo saman stock ko barema janakari dinus na.,Yo saman stock ma chha.,inquiry
21,Ke tapai sanga yo item stock ma chha?,"Ho, hami sanga yo item stock ma chha.",inquiry
22,Yo product available nai chha ki chhaina?,"Ho, yo product available nai chha.",inquiry
23,Kripaya malai yo item ko availability barema bhanidinuhos.,Yo item available chha.,inquiry
24,Yo saman stock ma chha bhane matra order garnu chahanchu.,"Ho, yo saman stock ma chha.",inquiry
25,Tapai ko store ma yo product cha ki chhaina?,"Ho, hamro store ma yo product cha.",inquiry
26,Yo item ajhai available cha?,"Ho, yo item ajhai available cha.",inquiry
27,Yo product ko stock update cha?,"Ho, yo product ko stock update cha.",inquiry
28,Kripaya yo saman ko stock barema bhanidinuhos.,"Ho, yo saman stock ma chha.",inquiry
29,Yo item ko stock update garnu bhayo?,"Ho, yo item ko stock update gareko chha.",inquiry
30,Tapai ko store ma yo saman pauxu ki?,"Ho, tapai ko store ma yo saman paunu huncha.",inquiry
31,Kripaya yo product stock ma chha bhane bhanidinuhos.,"Ho, yo product stock ma chha.",inquiry
32,Maile yo saman order garna sakchu ki?,"Ho, tapai yo saman order garna saknuhuncha.",inquiry
33,Yo item stock ma nai chha?,"Ho, yo item stock ma nai chha.",inquiry
34,Yo product ko stock kasto chha?,Yo product stock ma chha.,inquiry
35,Yo saman available cha ki?,"Ho, yo saman available cha.",inquiry
36,Yo product stock ma nai chha ki chhaina?,"Ho, yo product stock ma nai chha.",inquiry
37,Maile yo item order garna sakchu ki chhaina?,"Ho, tapai yo item order garna saknuhuncha.",inquiry
38,Kripaya yo item ko stock barema janakari dinus na.,Yo item stock ma chha.,inquiry
39,Yo product ajhai pani available chha ki?,"Ho, yo product ajhai pani available chha.",inquiry
40,Yo item ko availability barema bhanidinuhos.,Yo item available chha.,inquiry
41,Yo product stock ma ajhai pani chha?,"Ho, yo product stock ma ajhai pani chha.",inquiry
42,Kripaya malai yo saman ko stock barema janakari dinuhos.,Yo saman stock ma chha.,inquiry
43,Yo item available nai chha?,"Ho, yo item available nai chha.",inquiry
44,Kripaya yo product ko availability barema bhanidinuhos.,Yo product available chha.,inquiry
45,Yo saman ko stock check garna saknu huncha?,"Ho, yo saman ko stock check garna sakchhu.",inquiry
46,Tapai ko store ma yo item chha?,"Ho, hamro store ma yo item chha.",inquiry
47,Yo product ko stock ajhai available chha ki?,"Ho, yo product ko stock ajhai available chha.",inquiry
48,Yo saman online order garnu sakchhu ki chhaina?,"Ho, tapai yo saman online order garna saknuhuncha.",inquiry
49,Yo item ko stock kasto chha bhannus na?,Yo item ko stock available chha.,inquiry
50,Yo product available chha ki nai?,"Ho, yo product available chha.",inquiry
51,Yo saman ko availability barema bhanidinuhos na.,Yo saman available chha.,inquiry
52,Maile yo item order garna milchha ki?,"Ho, tapai yo item order garna milchha.",inquiry
53,Yo product stock ma ajhai pani chha ki chhaina?,"Ho, yo product stock ma ajhai pani chha.",inquiry
54,Kripaya malai yo saman ko availability barema bhanidinuhos.,Yo saman available chha.,inquiry
55,Yo item stock ma ajhai chha ki nai?,"Ho, yo item stock ma ajhai chha.",inquiry
56,Yo product online available chha ki chhaina?,"Ho, yo product online available chha.",inquiry
57,Yo saman store ma chha ki chhaina?,"Ho, yo saman store ma chha.",inquiry
58,Yo item available chha bhane order garna chahanchu.,"Ho, yo item available chha.",inquiry
59,Yo product ko availability check garna sakchhu?,"Ho, tapai yo product ko availability check garna saknuhuncha.",inquiry
60,Tapai ko store ma yo saman stock ma chha?,"Ho, hami ko store ma yo saman stock ma chha.",inquiry
61,Yo product ajhai available chha ki?,"Ho, yo product ajhai available chha.",inquiry
62,Yo saman ko stock barema janakari dinuhos na.,Yo saman stock ma chha.,inquiry
63,Yo item ajhai stock ma chha ki?,"Ho, yo item ajhai stock ma chha.",inquiry
64,Yo product stock ma available chha ki chhaina?,"Ho, yo product stock ma available chha.",inquiry
65,Yo saman ko stock ajhai available chha ki?,"Ho, yo saman ko stock ajhai available chha.",inquiry
66,Yo item ko availability ajhai chha ki chhaina?,"Ho, yo item ko availability ajhai chha.",inquiry
67,Yo product stock ma ajhai chha?,"Ho, yo product stock ma ajhai chha.",inquiry
68,Yo saman stock ma chha bhane matra order garna chahanchu.,"Ho, yo saman stock ma chha.",inquiry
69,Yo item ko stock barema update dinuhos na.,Yo item stock ma chha.,inquiry
70,Kripaya yo product ko stock update cha ki chhaina?,"Ho, yo product ko stock update cha.",inquiry
71,Kripaya malai yo product stock ma chha ki chhaina bhanera thap janakari dinus na?,"Ho, yo product stock ma chha. Tapai order garna saknuhuncha.",inquiry
72,Yo saman ko availability ke chha? Maile order garnai parne bhayo.,Yo saman stock ma chha. Tapai aram le order garnu saknuhuncha.,inquiry
73,Yo item stock ma chha ki? Maile ajhai nai order garnu parcha.,"Ho, yo item stock ma chha. Tapai ajhai nai order garnu saknuhuncha.",inquiry
74,Kripaya janakari dinus ki yo saman hami ko store ma ajhai stock ma chha ki chhaina?,"Ho, yo saman hamro store ma ajhai stock ma chha.",inquiry
75,Yo product stock ma nai chha bhane matra order garnu chahanchu.,"Ho, yo product stock ma nai chha. Tapai order garna saknuhuncha.",inquiry
76,Kripaya yo item ko availability check garera bhanidinuhos na?,Yo item stock ma chha. Tapai aram le kinmel garna saknuhuncha.,inquiry
77,"Yo product stock ma ajhai chha bhane janakari dinuhos, please.","Ho, yo product stock ma ajhai chha. Tapai le yo order garna saknuhuncha.",inquiry
78,Yo saman hami ko store ma ajhai pani available chha ki nai?,"Ho, yo saman hamro store ma ajhai pani available chha.",inquiry
79,Maile yo item stock ma chha bhane order garna sakchhu?,"Ho, yo item stock ma chha. Tapai le ajhai nai order garna saknuhuncha.",inquiry
80,Kripaya malai janakari dinus ki yo product ko availability ke chha?,Yo product ajhai available chha. Tapai le ajhai order garna saknuhuncha.,inquiry
81,Yo item stock ma ajhai pani chha ki?,"Ho, yo item stock ma ajhai pani chha. Tapai order garna saknuhuncha.",inquiry
82,Yo saman ko stock update garnu bhayo bhane janakari dinuhos.,"Ho, yo saman ko stock update gareko chha ra ajhai pani available chha.",inquiry
83,Yo product ko availability barema thap janakari dinus na.,Yo product ajhai stock ma chha. Tapai le aram le kinmel garna saknuhuncha.,inquiry
84,Maile yo saman order garna milchha ki nai? Yo stock ma chha bhane.,"Ho, yo saman stock ma chha. Tapai le order garna milchha.",inquiry
85,Kripaya yo item ko stock update cha ki chhaina bhanera bhanidinuhos.,"Ho, yo item ko stock update cha ra ajhai available chha.",inquiry
86,Yo product stock ma chha bhane matra maile order garna chahanchu.,"Ho, yo product stock ma chha. Tapai aram le order garna saknuhuncha.",inquiry
87,Yo saman ko stock ma chha ki nai? Maile order garna parcha.,"Ho, yo saman stock ma chha. Tapai le ajhai nai order garna saknuhuncha.",inquiry
88,Yo item ajhai pani available chha ki chhaina?,"Ho, yo item ajhai pani available chha.",inquiry
89,Kripaya yo product ko stock barema janakari dinuhos na.,Yo product stock ma chha. Tapai le order garna saknuhuncha.,inquiry
90,Yo saman ko availability check garna saknu hunchha ki?,"Ho, yo saman available chha. Tapai le order garna saknuhuncha.",inquiry
91,"Yo product stock ma nai chha bhane bhanidinuhos, please.","Ho, yo product stock ma nai chha.",inquiry
92,Kripaya malai janakari dinus ki yo item ajhai available chha ki chhaina?,"Ho, yo item ajhai available chha.",inquiry
93,Yo saman ko stock update bhayo ki chhaina? Maile order garna parcha.,"Ho, yo saman ko stock update bhayo ra ajhai stock ma chha.",inquiry
94,"Yo product ko availability barema bhanidinuhos na, please.",Yo product ajhai pani available chha.,inquiry
95,Yo item stock ma chha bhane maile order garnu chahanchu.,"Ho, yo item stock ma chha. Tapai order garna saknuhuncha.",inquiry
96,Kripaya yo product stock ma chha ki chhaina bhanera janakari dinuhos.,"Ho, yo product stock ma chha.",inquiry
97,Yo saman stock ma ajhai chha bhane matra maile kinmel garnu chahanchu.,"Ho, yo saman stock ma ajhai chha.",inquiry
98,Yo item ajhai stock ma chha ki nai bhanera malai janakari dinuhos.,"Ho, yo item ajhai stock ma chha.",inquiry
99,Yo product ko stock ajhai available chha ki nai?,"Ho, yo product ko stock ajhai available chha.",inquiry
100,Kripaya malai janakari dinus ki yo saman hami ko store ma stock ma chha ki chhaina?,"Ho, yo saman hamro store ma stock ma chha.",inquiry
101,Yo item stock ma chha bhane matra maile order garnu chahanchu.,"Ho, yo item stock ma chha. Tapai order garna saknuhuncha.",inquiry
102,Yo product ko availability check garna sakchhu bhane janakari dinuhos.,"Ho, tapai yo product ko availability check garna saknuhuncha. Yo available chha.",inquiry
103,Yo saman ko stock ajhai update chha ki?,"Ho, yo saman ko stock ajhai update chha.",inquiry
104,Kripaya malai yo product ko availability barema thap janakari dinuhos.,Yo product ajhai available chha. Tapai le order garna saknuhuncha.,inquiry
105,Yo item ko stock ma chha ki nai bhanera malai janakari dinuhos.,"Ho, yo item stock ma chha.",inquiry
106,"Yo saman ko availability ajhai chha bhane bhanidinuhos, please.","Ho, yo saman ajhai available chha.",inquiry
107,Yo product stock ma ajhai chha ki chhaina?,"Ho, yo product stock ma ajhai chha.",inquiry
108,Kripaya yo item ko stock update gareko chha ki chhaina bhanera janakari dinuhos.,"Ho, yo item ko stock update gareko chha ra ajhai available chha.",inquiry
109,Yo saman stock ma chha ki chhaina bhanera confirm garidinuhos na.,"Ho, yo saman stock ma chha.",inquiry
110,Yo product ko availability ajhai pani chha ki?,"Ho, yo product ko availability ajhai pani chha.",inquiry
111,Yo item stock ma nai chha bhane order garna milchha?,"Ho, yo item stock ma nai chha. Tapai order garna milchha.",inquiry
112,Kripaya malai yo product stock ma chha ki chhaina bhanera janakari dinuhos.,"Ho, yo product stock ma chha.",inquiry
113,Yo saman stock ma ajhai pani available chha ki chhaina?,"Ho, yo saman stock ma ajhai pani available chha.",inquiry
114,Yo item stock ma chha bhane matra maile order garnu chahanchu.,"Ho, yo item stock ma chha. Tapai order garna saknuhuncha.",inquiry
115,Yo product ajhai pani available chha bhane bhanidinuhos.,"Ho, yo product ajhai pani available chha.",inquiry
116,Kripaya yo saman ko availability check garna saknu huncha ki?,"Ho, yo saman ko availability check garna sakchhu. Ajhai stock ma chha.",inquiry
117,"Yo item stock ma chha ki chhaina bhanera janakari dinus na, please.","Ho, yo item stock ma chha.",inquiry
118,Yo product ko availability check garna sakchhu bhane bhanidinuhos.,"Ho, tapai yo product ko availability check garna saknuhuncha. Ajhai stock ma chha.",inquiry
119,Yo saman stock ma ajhai chha ki chhaina?,"Ho, yo saman stock ma ajhai chha.",inquiry
120,Yo item ko stock ajhai update chha ki chhaina?,"Ho, yo item ko stock ajhai update chha.",inquiry
121,Kripaya yo product stock ma chha bhane bhanidinuhos.,"Ho, yo product stock ma chha.",inquiry
122,Yo saman ko availability ajhai chha ki chhaina bhanera janakari dinuhos.,"Ho, yo saman ajhai available chha.",inquiry
123,"Yo item stock ma chha ki chhaina bhanera janakari dinuhos, please.","Ho, yo item stock ma chha.",inquiry
124,Yo product ko stock ajhai available chha ki nai?,"Ho, yo product ko stock ajhai available chha.",inquiry
125,Kripaya malai yo saman ko stock barema thap janakari dinuhos.,Yo saman stock ma chha. Tapai le order garna saknuhuncha.,inquiry
126,Yo item ko stock ajhai update chha bhane bhanidinuhos.,"Ho, yo item ko stock ajhai update chha.",inquiry
127,Yo product stock ma chha ki chhaina bhanera janakari dinuhos.,"Ho, yo product stock ma chha.",inquiry
128,"Yo saman stock ma ajhai pani chha bhane bhanidinuhos, please.","Ho, yo saman stock ma ajhai pani chha.",inquiry
129,Yo item ko availability check garna sakchhu ki chhaina?,"Ho, tapai yo item ko availability check garna saknuhuncha. Yo available chha.",inquiry
130,Kripaya malai yo product stock ma chha ki chhaina bhanera janakari dinuhos na.,"Ho, yo product stock ma chha.",inquiry
131,Yo saman ko availability ajhai chha ki nai bhanera confirm garidinuhos.,"Ho, yo saman ajhai available chha.",inquiry
132,Yo item stock ma ajhai chha ki chhaina bhanera malai janakari dinuhos.,"Ho, yo item stock ma ajhai chha.",inquiry
133,"Yo product ko stock update cha bhane bhanidinuhos, please.","Ho, yo product ko stock update cha.",inquiry
